GeneSet	Cancer	pval	qval	NormalizedAverageAffection	SwitchingGenes	OR	sg	sng	nsg	nsng
KEGG_DILATED_CARDIOMYOPATHY	brca	0.574716192401	1.0	0.00208494208494	ADCY4,CACNA2D3,ITGA8,ITGB5,TGFB2,TPM4	0.735678190824	6	1738	69	14704
KEGG_MELANOMA	brca	0.209529736356	1.0	0.00168140490721	AKT1,RAF1,TP53	0.429735491973	3	1741	59	14714
REACTOME_IRON_UPTAKE_AND_TRANSPORT	brca	0.411300610992	1.0	0.00284059569774	ATP6V1C1,ATP6V1C2,ATP6V1E2,ATP6V1H,CP	1.41297680659	5	1739	30	14743
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	brca	0.0546771869133	1.0	0.0028801843318	AKT1,CAMK2G,CAMK4,CDC42,CRKL,FASLG,GRB2,MAPK11,PDK1,PRDM4,RAC1,RAF1,RAP1A,RAP1B,RIPK2,SH2B1,SHC2,TP53,YWHAH,YWHAZ	1.6362885954	20	1724	104	14669
BIOCARTA_BCELLSURVIVAL_PATHWAY	brca	0.68314053322	1.0	0.00295608108108	AKT1,DPF2	1.21034935214	2	1742	14	14759
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	brca	0.159083923797	1.0	0.000919286633572		0.0	0	1744	21	14752
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	brca	0.610702591096	1.0	0.00010725010725		0.0	0	1744	9	14764
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	brca	0.105225090394	1.0	0.00229573202546	ACSL5,AGPAT1,AGPAT5,AGPAT9,ELOVL4,FASN,LCLAT1	1.98044521205	7	1737	30	14743
REACTOME_REGULATION_OF_INSULIN_SECRETION	brca	0.575064435061	1.0	0.00200670595407	GNB1,ITPR3,KCNJ11,PAX6,RAP1A,RAP1B	0.725119184613	6	1738	70	14703
PID_ANTHRAXPATHWAY	brca	0.24651125303	1.0	0.000851692028163		0.0	0	1744	17	14756
PID_INTEGRIN_A4B1_PATHWAY	brca	0.143004120073	1.0	0.00174951737452	CD81,PTK2B,PXN,RAC1,SPP1,YWHAZ	1.95808621758	6	1738	26	14747
PID_ERBB1_DOWNSTREAM_PATHWAY	brca	0.749485034898	1.0	0.0021603235889	AKT1,CDC42,GRB2,MAPKAP1,NCKAP1,RAB5A,RAC1,RAF1,SLC9A1,SMAD1,YWHAH,YWHAZ	1.09364523579	12	1732	93	14680
KEGG_COLORECTAL_CANCER	brca	0.677121549106	1.0	0.00265444015444	AKT1,AXIN2,RAC1,RAF1,SMAD3,TGFB2,TP53	1.11925788336	7	1737	53	14720
ST_WNT_BETA_CATENIN_PATHWAY	brca	0.770239516349	1.0	0.00232263513514	AKT1,AXIN2,DVL1,RPSA	1.210591133	4	1740	28	14745
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	brca	1.0	1.0	0.000965250965251	ATP5J	0.705727672595	1	1743	12	14761
REACTOME_PEROXISOMAL_LIPID_METABOLISM	brca	1.0	1.0	0.0030888030888	ACOX3,HACL1	0.941127694859	2	1742	18	14755
KEGG_RENAL_CELL_CARCINOMA	brca	0.0787952578109	1.0	0.00364037506895	AKT1,CDC42,CRKL,EGLN2,GRB2,HIF1A,RAC1,RAF1,RAP1A,RAP1B,TGFB2,VEGFB	1.75778450267	12	1732	58	14715
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	brca	0.660417436478	1.0	0.00458494208494	EIF3B,EIF3D,EIF3E,PABPC1,RPS15A,RPS24,RPSA	1.21095484826	7	1737	49	14724
BIOCARTA_ALK_PATHWAY	brca	0.379090808986	1.0	0.00214165057915	DVL1,HNF1A,SMAD1,SMAD6,TGFB2	1.57029369795	5	1739	27	14746
BIOCARTA_GCR_PATHWAY	brca	1.0	1.0	0.00209137709138	AKT1,GNB1	1.05891216992	2	1742	16	14757
BIOCARTA_PTDINS_PATHWAY	brca	0.296657359842	1.0	0.00230820882995	AKT1,PFKP,RAB5A,RAC1	1.78511796733	4	1740	19	14754
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	brca	0.31218936535	1.0	0.00317728442728	ATP6V1C1,ATP6V1C2,ATP6V1E2,ATP6V1H	1.69574712644	4	1740	20	14753
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	brca	0.360071446151	1.0	0.00820463320463	CD4	2.82463186078	1	1743	3	14770
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	brca	0.540903104964	1.0	0.00282918386367	MCM4,MCM5,ORC4L,RPA3	1.35613793103	4	1740	25	14748
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	brca	0.404690761836	1.0	0.00127091377091	CUL1,PSMD12,PSMD2,PSMD3	0.604146141215	4	1740	56	14717
KEGG_ETHER_LIPID_METABOLISM	brca	0.104668179424	1.0	0.000742500742501		0.0	0	1744	26	14747
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	brca	0.0412278028426	1.0	0.00303043907695	CYB5R3,FUK,GALK2,HK1,MPI,PGM1,PGM2,UGDH,UXS1	2.24870317003	9	1735	34	14739
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	brca	0.578163285447	1.0	0.00135135135135	GRB2,PTPN1	0.512820512821	2	1742	33	14740
BIOCARTA_PTEN_PATHWAY	brca	0.428599590284	1.0	0.00273487773488	AKT1,FASLG,GRB2	1.69534750144	3	1741	15	14758
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	brca	0.0711400610501	1.0	0.00179094757408	AR,ESRRA,HNF4G,MED16,NR1D1,NR4A1,NR5A2,RARA,SMAD3,SNW1,TEAD3,ZKSCAN4,ZNF140,ZNF20,ZNF222,ZNF254,ZNF285,ZNF3,ZNF398,ZNF439,ZNF571,ZNF585A,ZNF595,ZNF613,ZNF642	0.68528972037	25	1719	307	14466
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	brca	1.0	1.0	0.00123255123255	ETFA,NDUFA5,NDUFA9,NDUFS2,NDUFV1,UQCRC1	0.860954535702	6	1738	59	14714
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	brca	0.492658556489	1.0	0.00146378717807	AKT1,CUL1,MAPKAP1,NR4A1,PSMD12,PSMD2,PSMD3	0.704711187872	7	1737	84	14689
BIOCARTA_PDGF_PATHWAY	brca	1.0	1.0	0.00220197876448	GRB2,RAF1,STAT2	0.876072015687	3	1741	29	14744
KEGG_OLFACTORY_TRANSDUCTION	brca	0.120350091085	1.0	0.000723938223938	CAMK2G	0.216749783015	1	1743	39	14734
BIOCARTA_SRCRPTP_PATHWAY	brca	1.0	1.0	0.000789750789751	GRB2	0.846987951807	1	1743	10	14763
KEGG_FATTY_ACID_METABOLISM	brca	0.114218144578	1.0	0.00375939849624	ACADVL,ACOX3,ACSL5,ADH5,ALDH9A1,HADHA,HADHB	1.91642988467	7	1737	31	14742
REACTOME_NCAM1_INTERACTIONS	brca	1.0	1.0	0.00198728139905	CNTN2,COL1A2,ST8SIA2	0.819440069667	3	1741	31	14742
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	brca	0.438378414906	1.0	0.00159955874242	APP,MAPK11,PPP2R5D,RIPK2,TAB3	0.650594948467	5	1739	65	14708
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	brca	1.0	1.0	0.0029601029601	PAX6	0.604827473158	1	1743	14	14759
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	brca	0.542177112881	1.0	0.00510204081633	GABRB2	1.41202906866	1	1743	6	14767
BIOCARTA_DEATH_PATHWAY	brca	0.573766776218	1.0	0.00166725166725	CASP6,DFFA	0.545979778527	2	1742	31	14742
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	brca	0.164529637077	1.0	0.00159476246433		0.0	0	1744	23	14750
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	brca	0.678982827008	1.0	0.00240521551997	ACSL5,AKT1,CAMKK1,POMC,TNFRSF1A	0.755616939128	5	1739	56	14717
SIG_CHEMOTAXIS	brca	0.445274693761	1.0	0.00255102040816	AKT1,CDC42,GDI2,ITPR3,PDK1,PPP1R13B	1.41321442271	6	1738	36	14737
PID_TXA2PATHWAY	brca	0.824606960624	1.0	0.00273487773488	AKT1,FYN,GNB1,ICAM1,MAPK11,RAC1	1.05904775604	6	1738	48	14725
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	brca	1.0	1.0	0.0040755040755	PAX6	1.05887837063	1	1743	8	14765
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	brca	0.542177112881	1.0	0.0019305019305	GRM6	1.41202906866	1	1743	6	14767
PID_ALK1PATHWAY	brca	0.735648012635	1.0	0.00297619047619	ENG,INHBA,SMAD1	1.21047017314	3	1741	21	14752
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	brca	0.540903104964	1.0	0.00159765677007	CAP2,CDC42,PFN2,RAC1	1.35613793103	4	1740	25	14748
BIOCARTA_CHREBP2_PATHWAY	brca	0.600196484481	1.0	0.00299475299475	FASN,PPP2R5B,PPP2R5D,YWHAH,YWHAZ	1.24640598045	5	1739	34	14739
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	brca	0.729062508631	1.0	0.00209837166359	ARSG,DHPS,SUMF1	1.27107983917	3	1741	20	14753
REACTOME_CTLA4_INHIBITORY_SIGNALING	brca	0.270691235303	1.0	0.00675675675676	AKT1,FYN,PPP2R5B,PPP2R5D	1.99540229885	4	1740	17	14756
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	brca	0.205837737559	1.0	0.00106341208036	ELL,TAF9,WHSC2	0.452849347666	3	1741	56	14717
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	brca	0.619398924375	1.0	0.00147085861372	ADCY4,CAMK4,ITPR3	0.650996332788	3	1741	39	14734
PID_DELTANP63PATHWAY	brca	0.0844067709899	1.0	0.000858000858001	FASN	0.192053930006	1	1743	44	14729
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	brca	0.640151510829	1.0	0.00363825363825	GMNN,ORC4L	1.54075774971	2	1742	11	14762
BIOCARTA_IL4_PATHWAY	brca	0.0154240750577	0.923134867651	0.00453667953668	AKT1,GRB2,IL2RG,JAK3	5.65785440613	4	1740	6	14767
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	brca	1.0	1.0	0.00142489428204	APP,DDX58	0.891534231676	2	1742	19	14754
REACTOME_PHASE_II_CONJUGATION	brca	0.353576847568	1.0	0.00242297691277	CNDP2,COMT,GSS,MAT2A,SULT1C4,UGDH,UGT2B4	1.41345231242	7	1737	42	14731
PID_FOXOPATHWAY	brca	0.0926060593483	1.0	0.00229247104247	AKT1,CSNK1D,CSNK1E,CSNK1G3,FASLG,FBXO32,SKP2,YWHAH,YWHAZ	1.95974285081	9	1735	39	14734
KEGG_PRION_DISEASES	brca	0.364316774907	1.0	0.00228442728443	FYN	0.29168892318	1	1743	29	14744
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	brca	0.628611967522	1.0	0.000160875160875		0.0	0	1744	12	14761
REACTOME_IL_RECEPTOR_SHC_SIGNALING	brca	0.0749966601479	1.0	0.00324675324675	CSF2RB,GRB2,IL2RG,IL3RA,JAK3	2.49568717654	5	1739	17	14756
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	brca	0.120350091085	1.0	0.000844594594595	TAF9	0.216749783015	1	1743	39	14734
ST_P38_MAPK_PATHWAY	brca	0.105225090394	1.0	0.0029479286236	AKT1,CDC42,DUSP10,MAP3K10,MAPK11,MAPKAPK5,MKNK2	1.98044521205	7	1737	30	14743
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	brca	0.0725323953392	1.0	0.00121373141175	ELL,NUP35,NUP85,TAF9,WHSC2	0.439578541307	5	1739	96	14677
PID_IL27PATHWAY	brca	0.505120817458	1.0	0.00142689273124	STAT2	0.384681583477	1	1743	22	14751
BIOCARTA_PLATELETAPP_PATHWAY	brca	0.285600187093	1.0	0.0023166023166	APP,PLAU	2.11897244546	2	1742	8	14765
REACTOME_PLATELET_SENSITIZATION_BY_LDL	brca	0.68314053322	1.0	0.00398166023166	PPP2R5B,PPP2R5D	1.21034935214	2	1742	14	14759
REACTOME_SYNTHESIS_OF_PC	brca	0.698898535763	1.0	0.00317965023847	CEPT1,CHKA	1.12958285496	2	1742	15	14758
REACTOME_ANDROGEN_BIOSYNTHESIS	brca	0.542177112881	1.0	0.00441257584115	POMC	1.41202906866	1	1743	6	14767
REACTOME_SYNTHESIS_OF_PA	brca	0.296657359842	1.0	0.00260198086285	AGPAT1,AGPAT5,AGPAT9,LCLAT1	1.78511796733	4	1740	19	14754
SA_TRKA_RECEPTOR	brca	0.68314053322	1.0	0.00253378378378	AKT1,GRB2	1.21034935214	2	1742	14	14759
PID_WNT_SIGNALING_PATHWAY	brca	0.515743642936	1.0	0.000965250965251	ATP6AP2	0.338450946644	1	1743	25	14748
BIOCARTA_BARRESTIN_SRC_PATHWAY	brca	0.653398105461	1.0	0.00234418091561	GNB1,RAF1	1.4122655951	2	1742	12	14761
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	brca	0.356259972274	1.0	0.000448152233867	GRB2	0.313338008117	1	1743	27	14746
BIOCARTA_EIF_PATHWAY	brca	0.402488363057	1.0	0.00120656370656		0.0	0	1744	16	14757
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	brca	0.359375186558	1.0	0.00106510451338	GNB1	0.302126874846	1	1743	28	14745
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	brca	0.0419561072381	1.0	0.00355212355212	PIGB,PIGC,PIGS,PIGT,PIGV,PIGW	2.68075828236	6	1738	19	14754
BIOCARTA_NFKB_PATHWAY	brca	1.0	1.0	0.00232537732538	MYD88,TNFRSF1A	0.846900114811	2	1742	20	14753
KEGG_ADHERENS_JUNCTION	brca	0.321927273532	1.0	0.00390297129428	ACTN4,CDC42,CTNNA1,CTNND1,ERBB2,FYN,LMO7,PTPN1,RAC1,SMAD3	1.43823431666	10	1734	59	14714
BIOCARTA_CD40_PATHWAY	brca	1.0	1.0	0.000707850707851	CD40LG	0.604827473158	1	1743	14	14759
REACTOME_L1CAM_INTERACTIONS	brca	1.0	1.0	0.00442108775442	CNTN2,CNTNAP1,DCX,DLG3,KCNQ3,RAC1,SDCBP,SPTBN2	0.927971718957	8	1736	73	14700
REACTOME_G1_PHASE	brca	1.0	1.0	0.00176503033646	CCND3,CUL1,SKP2	0.793778719127	3	1741	32	14741
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	brca	0.0234073254044	0.923134867651	0.00513651406509	CBLB,CD79B,FYN,GRB2,ITPR3,SH3KBP1,STIM1	2.8309345615	7	1737	21	14752
BIOCARTA_MCALPAIN_PATHWAY	brca	1.0	1.0	0.00188853449723	CAPN1,PXN	0.806516866218	2	1742	21	14752
PID_HIF1_TFPATHWAY	brca	0.0205942846378	0.923134867651	0.00288043145186	AKT1,CP,EDN1,ENG,ENO1,HIF1A,HK1,MCL1,NDRG1,NT5E,PGM1,PKM2,SMAD3	2.21142692085	13	1731	50	14723
REACTOME_DSCAM_INTERACTIONS	brca	0.244496153659	1.0	0.00203775203775	MAPK11,RAC1	2.42184680991	2	1742	7	14766
BIOCARTA_EPO_PATHWAY	brca	1.0	1.0	0.00243852875432	GRB2,RAF1	0.996555683123	2	1742	17	14756
REACTOME_P2Y_RECEPTORS	brca	0.628611967522	1.0	0.000884813384813		0.0	0	1744	12	14761
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	brca	0.689142405156	1.0	0.00223304327782	ATP6V1C1,ATP6V1C2,ATP6V1E2,ATP6V1H,CDC42,F11R,MAPK11,RAC1	1.14926189174	8	1736	59	14714
REACTOME_IMMUNE_SYSTEM	brca	0.00963487028727	0.923134867651	0.00261227770521	ACTR1A,ADAR,AKT1,ANAPC10,ANAPC4,AP1S2,APP,ARIH2,ASB13,ASB2,ASB6,BLMH,BTLA,CBLB,CD160,CD34,CD4,CD40LG,CD79B,CD81,CD8A,CDC42,CFH,CRKL,CSF2RB,CTSC,CTSH,CTSL1,CUL1,CUL3,CUL7,DCTN1,DDX58,DTX3L,DYNC1I2,ECSIT,EIF2AK2,FBXW8,FLNB,FYN,GRB2,HLA-DMB,HLA-DRB1,HSP90AB1,HSP90B1,ICAM1,ICAM2,ICOS,ICOSLG,IFNAR1,IFNGR1,IL1R2,IL2RG,IL3RA,IRF1,ITGB5,ITPR3,JAK3,KIF3C,KIFAP3,KLC4,KPNB1,LGMN,LRSAM1,MAPK11,MAPKAP1,MX2,MYD88,NR4A1,NUP35,NUP85,PCBP2,PPP2R5B,PPP2R5D,PSMD12,PSMD2,PSMD3,PTK2B,PTPN1,RAC1,RAF1,RAP1A,RAP1B,RIPK2,RNF123,RNF182,RNF41,SEC61A1,SH2B1,SH3KBP1,SKP2,SP100,SPSB2,SPTBN2,SQSTM1,STAT2,STIM1,TAB3,TAP1,TAX1BP1,TIRAP,TLR6,TRAT1,UBE2E1,UBE2E2,UBE2E3,UBE2W,YWHAZ	1.32917090779	108	1636	699	14074
PID_TAP63PATHWAY	brca	0.119527130615	1.0	0.00138413345961	DHRS3,MFGE8	0.331419823957	2	1742	51	14722
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	brca	0.00608474620442	0.803186498984	0.00635930047695	ACAD8,BCAT2,HIBADH,IVD,MCCC1,MCCC2	4.63291139241	6	1738	11	14762
PID_CD40_PATHWAY	brca	0.0281260627553	0.923134867651	0.00336173612036	AKT1,CBLB,CD40LG,JAK3,MAPK11,TDP2,TRAF1	2.70207253886	7	1737	22	14751
REACTOME_PI_METABOLISM	brca	0.627228091509	1.0	0.00321050864529	INPP5K,PI4K2A,PI4KB,PIP4K2A,PITPNB,VAC14	1.27154775604	6	1738	40	14733
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	brca	0.610702591096	1.0	0.000536250536251		0.0	0	1744	9	14764
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	brca	1.0	1.0	0.00135135135135	ADCY4	0.604827473158	1	1743	14	14759
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	brca	0.399413499704	1.0	0.00286736316148	AKT1,ITPR3,PDK1,PPP1R13B,PREX1	1.46179929012	5	1739	29	14744
BIOCARTA_SPRY_PATHWAY	brca	1.0	1.0	0.00219862719863	GRB2,RAF1	1.05891216992	2	1742	16	14757
BIOCARTA_BAD_PATHWAY	brca	0.31218936535	1.0	0.00345881595882	AKT1,CSF2RB,IL3RA,YWHAH	1.69574712644	4	1740	20	14753
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	brca	0.860801906068	1.0	0.00138685483513	AKT1,IFNAR1,MAPK11,MYD88,RAC1,SPP1,TIRAP,TLR6	0.857142857143	8	1736	79	14694
REACTOME_LIPOPROTEIN_METABOLISM	brca	1.0	1.0	0.0015795015795	BMP1,PLTP	0.846900114811	2	1742	20	14753
KEGG_CARDIAC_MUSCLE_CONTRACTION	brca	0.517540766944	1.0	0.00198130461288	CACNA2D3,SLC9A1,TPM4,UQCRC1	0.638473216222	4	1740	53	14720
