GeneSet	Cancer	pval	qval	NormalizedAverageAffection	SwitchingGenes	OR	sg	sng	nsg	nsng
HALLMARK_TNFA_SIGNALING_VIA_NFKB	brca	0.251282321779	0.55719123525	0.00291535190012	DDX58,GCH1,ICAM1,ICOSLG,IRF1,MCL1,NR4A1,PDE4B,PLAU,RIPK2,SDC4,SERPINB2,SMAD3,SQSTM1,TAP1,TNC,TNIP1,TRIB1,TRIP10,ZC3H12A	1.2027728378	20	1401	177	14913
HALLMARK_PEROXISOME	brca	0.470655209206	0.685811876272	0.00288590339611	ACSL5,ALDH9A1,DHCR24,DHRS3,IDI1,PABPC1,RDH11,SIAH1,YWHAH	1.07433077633	9	1412	89	15001
HALLMARK_INTERFERON_ALPHA_RESPONSE	brca	0.0377989103893	0.192774442985	0.00376149345222	ADAR,CD47,CNP,EIF2AK2,HERC6,IRF1,PARP9,PLSCR1,PROCR,RIPK2,SP110,STAT2,TAP1,TRIM14	1.79907690463	14	1407	83	15007
HALLMARK_MYOGENESIS	brca	0.200086877498	0.485925273923	0.00279868855288	AEBP1,APP,ATP2A1,CKB,CTF1,EFS,FLII,ITGB5,KCNH2,MAPRE3,MEF2D,MYOM2,PDLIM7,PLXNB2,SH2B1,SLC6A8,SMTN,SPEG,TPD52L1	1.26457738944	19	1402	160	14930
HALLMARK_FATTY_ACID_METABOLISM	brca	0.0938166611079	0.341760694036	0.0021879021879	ACADVL,ACOT2,ACSL5,ADSL,ALDH9A1,CRYZ,DHCR24,DLST,FASN,GLUL,HADHB,HMGCS1,IDI1,ODC1,RDH11,SUCLG2,UGDH,YWHAH	1.45383269617	18	1403	132	14958
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	brca	0.380800705389	0.606901124214	0.00213551098507	ASNS,DCTN1,HSP90B1,HSPA9,MTHFD2,NOLC1,PREB,SLC1A4,SRPR,YWHAZ,ZBTB17	1.14634960367	11	1410	102	14988
HALLMARK_CHOLESTEROL_HOMEOSTASIS	brca	0.18395114142	0.485925273923	0.0023870395492	CHKA,FASN,GPX8,HMGCR,HMGCS1,IDI1,LGMN,PLSCR1,STX5	1.4733602092	9	1412	65	15025
HALLMARK_ALLOGRAFT_REJECTION	brca	0.0824690108691	0.338088021891	0.00338612103318	AARS,AKT1,CCND3,CD4,CD40LG,CD47,CD8A,DARS,EIF3D,FASLG,HIF1A,HLA-DMB,ICAM1,ICOSLG,IFNGR1,IL11,IL2RG,MTIF2,RARS,RIPK2,TAP1,TGFB2	1.42244460329	22	1399	165	14925
HALLMARK_UV_RESPONSE_UP	brca	0.0219519822667	0.181613099999	0.00329320917556	AMD1,ASNS,ATP6V1C1,CCND3,CHKA,CNP,DNAJA1,GCH1,HNRNPU,HTR7,ICAM1,IRF1,KCNH2,NR4A1,PLCL1,PPT1,RET,SLC6A8,SQSTM1,TAP1,WIZ	1.69977272727	21	1400	132	14958
HALLMARK_ANGIOGENESIS	brca	0.549165219411	0.694747532843	0.000848250848251	APP,LUM,SPP1	1.06205923836	3	1418	30	15060
HALLMARK_MYC_TARGETS_V1	brca	0.001930022351	0.098431139901	0.00340250965251	CAD,CCT7,CUL1,DEK,DHX15,EIF3B,EIF3D,ETF1,GNL3,HDDC2,HNRNPU,HSP90AB1,HSPD1,KPNB1,MCM4,MCM5,NOLC1,ODC1,PABPC1,PRPS2,PSMD3,PTGES3,RAD23B,RRM1,RSL1D1,SRM,TARDBP,UBE2E1,VBP1,XRCC6	1.89284052945	30	1391	170	14920
HALLMARK_DNA_REPAIR	brca	0.416389650032	0.643511277323	0.00262548262548	ARL6IP1,BCAM,CANT1,DDB2,DGCR8,ELL,GMPR2,PDE4B,RPA3,SDCBP,SEC61A1,STX3,TAF9,TP53	1.09408838162	14	1407	136	14954
HALLMARK_KRAS_SIGNALING_UP	brca	0.344918707168	0.602133886681	0.00212664918547	ADAMDEC1,CD37,CFH,ENG,EPB41L3,GPNMB,IL2RG,ITGBL1,MALL,NIN,PLAU,PRRX1,SCG3,SPP1,TPH1,TRIB1,WDR33,ZNF277	1.13272910542	18	1403	169	14921
HALLMARK_HYPOXIA	brca	0.69835769528	0.757792392751	0.00165042911157	AK3L1,CASP6,CP,ENO1,HK1,NDRG1,NDST2,P4HA1,PFKP,PGM1,PGM2,PIM1,SDC4,TMEM45A,XPNPEP1	0.893761887257	15	1406	178	14912
HALLMARK_GLYCOLYSIS	brca	0.10211111801	0.347177801234	0.00200591216216	AK3L1,ALDH9A1,CASP6,COPB2,ENO1,EXT2,FUT8,GALK2,MERTK,MPI,NOL3,NT5E,P4HA1,PFKP,PGM2,PHKA2,PKM2,PYGL,QSOX1,RARS,SPAG4,XYLT2	1.38014548207	22	1399	170	14920
HALLMARK_SPERMATOGENESIS	brca	0.591172036918	0.701157532158	0.00254383848134	ALOX15,CAMK4,CLPB,DDX25,MAST2,PGS1,SCG3,ZC3H14	0.96519333462	8	1413	88	15002
HALLMARK_OXIDATIVE_PHOSPHORYLATION	brca	0.36059479284	0.602133886681	0.00199324324324	ACADVL,ATP6V1C1,ATP6V1H,COX10,CYB5R3,DLST,ETFA,HADHA,HADHB,HSPA9,IDH3A,NDUFA5,NDUFA9,NDUFS2,NDUFV1,OAT,RHOT1,RHOT2,UQCRC1	1.11628612637	19	1402	181	14909
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	brca	0.541279841136	0.694747532843	0.0024765024765	BMP1,CAP2,COL12A1,COL1A2,GLIPR1,ITGB5,LOXL2,LUM,MMP2,NT5E,PRRX1,QSOX1,SDC4,SLC6A8,SPP1,TNC,TPM4	0.997359556752	17	1404	181	14909
HALLMARK_MYC_TARGETS_V2	brca	0.00968474908402	0.114146649148	0.00281254160565	GNL3,HSPD1,MCM4,MCM5,NOLC1,PPAN,PPRC1,PRMT3,RCL1,RRP12,SRM	2.49695186359	11	1410	47	15043
SWI_SNF_COMPLEX	brca	0.689749201971	0.757792392751	0.00126225126225	SMARCC2	0.88485915493	1	1420	12	15078
HALLMARK_E2F_TARGETS	brca	0.558522526403	0.694747532843	0.00197876447876	CP110,CSE1L,CTCF,DCLRE1B,DEK,DNMT1,MCM4,MCM5,MTHFD2,NCAPD2,NOLC1,PAN2,PSIP1,RPA3,TP53,WEE1,XRCC6	0.986327121573	17	1404	183	14907
HALLMARK_IL6_JAK_STAT3_SIGNALING	brca	0.148018989851	0.444056969553	0.00266650579151	GRB2,IFNGR1,IL1R2,IL2RG,IRF1,MYD88,PIM1,PTPN1,STAT2,TNFRSF1A	1.52070466741	10	1411	70	15020
HALLMARK_PROTEIN_SECRETION	brca	0.121261938666	0.386522429498	0.00189028314028	ARCN1,ARFGAP3,ARFIP1,ATP6V1H,COPB2,CTSC,GOLGA4,PPT1,RAB5A,STAM,TOM1L1,VPS45	1.52144377978	12	1409	84	15006
HALLMARK_UV_RESPONSE_DN	brca	0.580247872505	0.701157532158	0.00213975213975	APBB2,CAP2,COL1A2,DDAH1,ERBB2,FYN,INSIG1,LTBP1,PAPD7,PIAS3,SFMBT1,SMAD3	0.972526668798	12	1409	131	14959
HALLMARK_APOPTOSIS	brca	0.00876312717415	0.114146649148	0.00258418454621	APP,CASP6,DAP,DFFA,DNAJA1,ERBB2,ETF1,FASLG,GCH1,IFNGR1,IRF1,LUM,MCL1,MMP2,PDCD4,PEA15,PPT1,RARA,RHOT2,SQSTM1,TAP1,TGFB2,WEE1	1.82252424098	23	1398	135	14955
HALLMARK_ANDROGEN_RESPONSE	brca	0.0111908479557	0.114146649148	0.00271235521236	AKT1,CCND3,DHCR24,HMGCR,HMGCS1,HSD17B14,IDI1,INSIG1,MERTK,MYL12A,NDRG1,NGLY1,PTK2B,RRP12,STEAP4,XRCC6	2.03436705643	16	1405	84	15006
HALLMARK_COMPLEMENT	brca	0.0861792996976	0.338088021891	0.00278793230921	CBLB,CD40LG,CFH,CP,CTSC,CTSH,DGKG,FYN,GRB2,IRF1,KCNIP3,KLKB1,LGMN,PHEX,PIM1,PLSCR1,PRDM4,RAF1,SCG3,SERPINA1,SERPINB2,XPNPEP1	1.41378092786	22	1399	166	14924
HALLMARK_APICAL_JUNCTION	brca	0.1899881089	0.485925273923	0.00231557545387	ACTN4,ADAM15,BMP1,CD34,CTNNA1,CTNND1,EXOC4,FSCN1,ICAM1,INSIG1,KCNH2,MAP4K2,MAPK11,MMP2,NEXN,PCDH1,SPEG,TIAL1,TMEM8B,YWHAH	1.26797185684	20	1401	168	14922
HALLMARK_ESTROGEN_RESPONSE_EARLY	brca	0.532582084151	0.694747532843	0.00210199321874	AMFR,AR,ASB13,CANT1,DHRS3,FAM63A,FASN,FLNB,KDM4B,NPY1R,OPN3,RARA,RET,RRP12,SLC1A4,THSD4,TPD52L1	1.0029677113	17	1404	180	14910
HALLMARK_PI3K_AKT_MTOR_SIGNALING	brca	0.0111908479557	0.114146649148	0.00314671814672	AKT1,CAMK4,ECSIT,FASLG,GRB2,HSP90B1,IL2RG,MAPKAP1,MKNK2,MYD88,RAC1,RAF1,RPTOR,SQSTM1,STAT2,TNFRSF1A	2.03436705643	16	1405	84	15006
HALLMARK_G2M_CHECKPOINT	brca	0.457408598229	0.685811876272	0.0025	AMD1,CTCF,CUL1,CUL3,FBXO5,H2AFV,HIF1A,HNRNPU,HSPA8,KPNB1,MCM5,NOLC1,ODC1,PAPD7,PRMT5,RAD23B,SMAD3,UPF1	1.05090347998	18	1403	182	14908
HALLMARK_APICAL_SURFACE	brca	0.0585578993815	0.271495715314	0.0032488934928	AKAP7,APP,CD160,IL2RG,MDGA1,SULF2,TMEM8B	2.19219569016	7	1414	34	15056
HALLMARK_XENOBIOTIC_METABOLISM	brca	0.232693926906	0.539426830554	0.00221505568326	ABCC3,ACOX3,ACP2,ADH5,ALDH9A1,CASP6,CNDP2,DHPS,GCH1,GSS,HACL1,MCCC2,PGD,PTGES3,SLC1A5,TGFB2,TNFRSF1A,UGDH	1.23619892856	18	1403	155	14935
HALLMARK_WNT_BETA_CATENIN_SIGNALING	brca	0.0249272882352	0.181613099999	0.00388398602684	AXIN2,CSNK1E,CUL1,DVL2,HDAC11,NCSTN,SKP2,TP53	2.5071395862	8	1413	34	15056
HALLMARK_INFLAMMATORY_RESPONSE	brca	0.968622518163	0.968622518163	0.001859001859	EIF2AK2,GCH1,HIF1A,ICAM1,ICOSLG,IRF1,PDE4B,RAF1,RIPK2,TNFSF15	0.590373323725	10	1411	179	14911
HALLMARK_COAGULATION	brca	0.28534224237	0.582098174435	0.00256840691623	BMP1,CFH,CTSH,FYN,KLKB1,LGMN,MMP2,PLAU,RAC1,SERPINA1,SERPINB2,WDR1	1.23921806418	12	1409	103	14987
HALLMARK_HEDGEHOG_SIGNALING	brca	0.953253641539	0.968622518163	0.000993640699523	RTN1	0.321318822023	1	1420	33	15057
HALLMARK_PANCREAS_BETA_CELLS	coad	0.925611372472	1.0	0.00226622137405	SRP9	0.38125476251	1	1270	31	15010
HALLMARK_TGF_BETA_SIGNALING	coad	0.24239094412	0.640883404091	0.00770426915465	CDH1,CTNNB1,ENG,SMAD6,TGFBR1,TJP1	1.48152173913	6	1265	48	14993
HALLMARK_IL2_STAT5_SIGNALING	coad	0.358718013471	0.746029713659	0.0041867892195	CD44,COL6A1,F2RL2,IFNGR1,IRF8,ITGA6,LRIG1,N6AMT2,NDRG1,NRP1,ODC1,PIM1,PLSCR1,SPP1,SYT11,TGM2,TNFRSF1B	1.12557803854	17	1254	179	14862
HALLMARK_BILE_ACID_METABOLISM	coad	0.0881682386019	0.543707659442	0.0106870229008	ABCA5,ABCD1,ALDH9A1,DHCR24,FADS2,HSD17B4,LCK,NPC1,NR1I2,PEX1,PFKM,SLC23A2	1.61957542061	12	1259	88	14953
HALLMARK_MITOTIC_SPINDLE	coad	1.24028467084e-05	0.000632545182128	0.00874045801527	ABI1,ABR,ACTN4,ARFIP2,ARHGAP10,ARHGAP27,ARHGEF2,ARHGEF7,ATG4B,BCR,BIN1,CDC42BPA,CNTROB,CTTN,DLG1,DOCK4,EPB41,EPB41L2,EZR,FLNB,GSN,KIF1B,KIF3C,LATS1,MAP1S,MAP3K11,NCK2,PCM1,PKD2,PLEKHG2,RICTOR,STK38L,SYNPO,TUBGCP2	2.46296422554	34	1237	166	14875
HALLMARK_KRAS_SIGNALING_DN	coad	0.980625039168	1.0	0.00285627622466	EDAR,ITIH3,KRT1,NR6A1,PDCD1,SYNPO	0.487261823634	6	1265	145	14896
HALLMARK_ESTROGEN_RESPONSE_LATE	coad	0.904803058491	1.0	0.00504362050164	AMFR,CD44,CDH1,FLNB,HOMER2,HSPA4L,LLGL2,MICB,MYB,SEMA3B,TFPI2	0.701055341055	11	1260	185	14856
HALLMARK_ADIPOGENESIS	coad	0.7600099187	1.0	0.00348404775886	ABCB8,ACLY,ACOX1,ANGPTL4,ATL2,CCNG2,ELMOD3,FAM73B,IFNGR1,MAP4K3,POR,STAT5A,UBC	0.843686123098	13	1258	182	14859
HALLMARK_P53_PATHWAY	coad	0.56790568232	0.998730682701	0.00510204081633	CASP1,DEF6,EPS8L2,FOXO3,HBEGF,HSPA4L,IKBKAP,MDM2,NDRG1,PLXNB2,POLH,SEC61A1,TAP1,UPP1,XPC	0.98048703241	15	1256	181	14860
HALLMARK_HEME_METABOLISM	coad	0.266733375197	0.64778105405	0.00607782940591	ABCB6,ADIPOR1,AGPAT4,ALDH1L1,DCAF10,EPB41,FOXO3,HTATIP2,MKRN1,NFE2L1,PICALM,PIGQ,RNF123,SIDT2,SLC6A9,TFRC,UROS	1.2074320259	17	1254	167	14874
HALLMARK_NOTCH_SIGNALING	coad	0.459713028386	0.868346831396	0.00572519083969	APH1A,HEYL,PPARD	1.22473621234	3	1268	29	15012
HALLMARK_MTORC1_SIGNALING	coad	0.862877278761	1.0	0.00431297709924	ACLY,ATP2A2,CYP51A1,DHCR24,FADS2,HMGCS1,ITGB2,LDLR,NFKBIB,SC5DL,TFRC,TXNRD1	0.753029253207	12	1259	188	14853
HALLMARK_INTERFERON_GAMMA_RESPONSE	coad	0.0606784621901	0.515766928616	0.00496758602171	CASP1,CASP8,HERC6,HLA-A,ICAM1,IFNAR2,IRF1,IRF8,MVP,MX2,OAS2,PDE4B,PIM1,PLSCR1,RBCK1,RNF213,STAT2,STAT3,TAP1,TDRD7,TNFAIP2,UPP1	1.47918560837	22	1249	177	14864
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	coad	0.979751493556	1.0	0.00174936386768	TXNRD1	0.251197855587	1	1270	47	14994
HALLMARK_TNFA_SIGNALING_VIA_NFKB	coad	0.778408542035	1.0	0.0029493407356	CD44,CYR61,FOSL2,HBEGF,ICAM1,ICOSLG,IRF1,LDLR,PDE4B,STAT5A,TAP1,TNFAIP2,TNIP1	0.829837150346	13	1258	185	14856
HALLMARK_PEROXISOME	coad	0.147456963341	0.554790797776	0.00532037936618	ABCB9,ABCD1,ACOX1,ALDH9A1,DHCR24,HSD17B4,IDE,MVP,NR1I2,SLC23A2,SMARCC1	1.48343253968	11	1260	88	14953
HALLMARK_INTERFERON_ALPHA_RESPONSE	coad	0.133359916639	0.554790797776	0.004957897222	CASP1,CASP8,CNP,FAM125A,HERC6,IRF1,PARP9,PLSCR1,STAT2,TAP1,TDRD7	1.51813399779	11	1260	86	14955
HALLMARK_MYOGENESIS	coad	0.012064331682	0.153820228945	0.0128150454177	AEBP1,BIN1,COL6A3,CTF1,DMPK,DTNA,ERBB3,GSN,HBEGF,ITGB1,ITGB5,KCNH1,KCNH2,MAPRE3,MEF2D,MRAS,NCAM1,PDLIM7,PFKM,PLXNB2,SH2B1,SH3BGR,SMTN	1.75848023504	23	1248	156	14885
HALLMARK_FATTY_ACID_METABOLISM	coad	0.618714009241	1.0	0.00691633792715	ACOX1,ALDH9A1,DHCR24,HMGCS1,HSD17B4,HSDL2,IL4I1,METAP1,ODC1,UROS,VNN1	0.942793880837	11	1260	138	14903
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	coad	0.162061274914	0.554790797776	0.00650899672846	ALDH18A1,CNOT4,CXXC1,DCP1A,DNAJC3,EDC4,EXOC2,HYOU1,SHC1,SKIV2L2,SLC30A5,YWHAZ	1.42408260524	12	1259	100	14941
HALLMARK_CHOLESTEROL_HOMEOSTASIS	coad	0.0114903307004	0.153820228945	0.00949040643697	ADH4,ATXN2,CTNNB1,CYP51A1,FADS2,HMGCS1,LDLR,LSS,PLSCR1,SC5DL,SEMA3B,SREBF2	2.30274923775	12	1259	62	14979
HALLMARK_ALLOGRAFT_REJECTION	coad	0.162182571485	0.554790797776	0.00551536709164	ABI1,AKT1,C2,CD4,EIF3A,EIF3D,FASLG,HLA-A,ICAM1,ICOSLG,IFNAR2,IFNGR1,IKBKB,IRF8,ITGB2,KRT1,LCK,LY75,TAP1	1.3119056022	19	1252	172	14869
HALLMARK_UV_RESPONSE_UP	coad	0.846314782391	1.0	0.00406789875452	CNP,HNRNPU,ICAM1,IRF1,KCNH2,PARP2,PPT1,TAP1,TFRC	0.742976516352	9	1262	143	14898
HALLMARK_ANGIOGENESIS	coad	0.0575486421896	0.515766928616	0.0119804919423	COL5A2,FGFR1,FSTL1,NRP1,SPP1,VCAN	2.37328063241	6	1265	30	15011
HALLMARK_MYC_TARGETS_V1	coad	0.790114695205	1.0	0.00253816793893	EIF3D,EIF4G2,EIF4H,FAM120A,HNRNPR,HNRNPU,ODC1,RAD23B,SFRS2,SMARCC1,STARD7,TFDP1,UBE2L3	0.820851364104	13	1258	187	14854
HALLMARK_DNA_REPAIR	coad	0.835396430581	1.0	0.00348600508906	AK3,DGCR8,ELL,MPG,NT5C3,PDE4B,POLH,SEC61A1,XPC	0.7536163469	9	1262	141	14900
HALLMARK_KRAS_SIGNALING_UP	coad	0.112188086256	0.554790797776	0.00469147582697	ACE,ADAM8,ALDH1A3,ANGPTL4,CDADC1,ENG,HBEGF,IRF8,ITGB2,MYCN,NRP1,PRDM1,PTCD2,PTPRR,RELN,SEMA3B,SPP1,ST6GAL1,TNFRSF1B,TRIB2	1.38205714498	20	1251	172	14869
HALLMARK_HYPOXIA	coad	0.641789702907	1.0	0.00614265267176	ANGPTL4,CCNG2,CYR61,DTNA,FOSL2,FOXO3,GYS1,IDS,ILVBL,NDRG1,NDST2,PIM1,TGM2,TMEM45A	0.929992044551	14	1257	178	14863
HALLMARK_GLYCOLYSIS	coad	0.419181972916	0.822241562258	0.00585508173135	ABCB6,AK3,ALDH9A1,ANGPTL4,CD44,CHPF2,COPB2,DEPDC1,FUT8,GALK2,GYS1,PHKA2,QSOX1,RBCK1,RPE,VCAN	1.08300967558	16	1255	175	14866
HALLMARK_SPERMATOGENESIS	coad	0.213565282214	0.634391310305	0.00588422391858	ACE,ALOX15,CNIH2,GRM8,HSPA4L,IDE,IFT88,IP6K1,PARP2,SIRT1	1.37902735002	10	1261	86	14955
HALLMARK_OXIDATIVE_PHOSPHORYLATION	coad	0.999639534741	1.0	0.00162213740458	MRPL35,PDHX,PDP1,POR,TCIRG1	0.300684570827	5	1266	195	14846
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	coad	0.0919737317171	0.543707659442	0.00730588326008	CALD1,CD44,CDH11,COL16A1,COL1A2,COL5A2,COL6A3,CYR61,DPYSL3,FSTL1,ITGB1,ITGB5,LAMA3,MMP1,MMP2,PCOLCE,QSOX1,SPP1,TFPI2,TGM2,VCAN	1.41082033898	21	1250	177	14864
HALLMARK_MYC_TARGETS_V2	coad	1.0	1.0	0.000329033956304		0.0	0	1271	58	14983
SWI_SNF_COMPLEX	coad	0.651800693657	1.0	0.00176159718144	SMARCC1	0.986154855643	1	1270	12	15029
HALLMARK_E2F_TARGETS	coad	0.977350507387	1.0	0.00324427480916	ATAD2,CTCF,DEPDC1,DNMT1,NCAPD2,NUP153,PSIP1,SFRS2,TFRC	0.554467686129	9	1262	191	14850
HALLMARK_IL6_JAK_STAT3_SIGNALING	coad	0.20606002594	0.634391310305	0.00586150490731	CD44,IFNGR1,IRF1,PDGFC,PIM1,STAT2,STAT3,TNFRSF1B,TYK2	1.42307448494	9	1262	75	14966
HALLMARK_PROTEIN_SECRETION	coad	0.320918871759	0.711602715639	0.00638810767376	AP2B1,ARCN1,ARFIP1,ATP1A1,COPB2,KIF1B,PPT1,SGMS1,STAM	1.24014115653	9	1262	86	14955
HALLMARK_UV_RESPONSE_DN	coad	0.223902815402	0.634391310305	0.00709977045855	CDC42BPA,CDK13,CELF2,COL1A2,COL5A2,CYR61,DLG1,FAM179B,LDLR,LTBP1,NRP1,PLCB4,SCN8A,TJP1	1.28747540903	14	1257	129	14912
HALLMARK_APOPTOSIS	coad	0.163173764052	0.554790797776	0.00544561676472	CASP1,CASP8,CD44,CTNNB1,DNAJC3,ERBB3,FASLG,GSN,IFNGR1,IRF1,LMNA,MMP2,PPT1,RARA,SC5DL,TAP1	1.34723517278	16	1255	141	14900
HALLMARK_ANDROGEN_RESPONSE	coad	0.365700840029	0.746029713659	0.00489629115583	AKT1,ALDH1A3,DHCR24,ELK4,HMGCS1,HOMER2,NDRG1,PTK2B,SLC38A2	1.18470681458	9	1262	90	14951
HALLMARK_COMPLEMENT	coad	0.0959484104897	0.543707659442	0.00663878512262	ADAM9,BRPF3,C2,CASP1,CTSH,DOCK4,DOCK9,IRF1,ITGAM,KLKB1,LCK,PDP1,PIM1,PLSCR1,PRDM4,PRSS3,PRSS36,RAF1,TFPI2,USP16	1.41534391534	20	1251	168	14873
HALLMARK_APICAL_JUNCTION	coad	4.86168186897e-05	0.00123972887659	0.0109605257787	ACTN4,ADAM15,ADAM9,CD276,CDH1,CDH11,COL16A1,COL9A1,CRB3,DHX16,DLG1,EPB41L2,EXOC4,ICAM1,ITGB1,KCNH2,LAMA3,LDLRAP1,MAP4K2,MAPK11,MMP2,MPP5,NEXN,NRXN2,PCDH1,SHC1,TIAL1,TJP1,TMEM8B,VASP,VCAN	2.38541666667	31	1240	156	14885
HALLMARK_ESTROGEN_RESPONSE_EARLY	coad	0.942294264904	1.0	0.00438734555757	AMFR,CD44,FLNB,KDM4B,LRIG1,MICB,MYB,RARA,SEMA3B,TGM2	0.64032169086	10	1261	184	14857
HALLMARK_PI3K_AKT_MTOR_SIGNALING	coad	0.251326825134	0.640883404091	0.00793893129771	AKT1,FASLG,LCK,MAPKAP1,NFKBIB,PPP2R1B,RAC1,RAF1,STAT2,VAV3	1.31738479161	10	1261	90	14951
HALLMARK_G2M_CHECKPOINT	coad	0.914341214612	1.0	0.00343319651694	CTCF,EWSR1,HNRNPU,NUP50,ODC1,RAD23B,SFRS2,SMARCC1,TFDP1,UPF1,WHSC1	0.689728976697	11	1260	188	14853
HALLMARK_APICAL_SURFACE	coad	0.818779751667	1.0	0.00675278919554	SULF2,TMEM8B	0.639107192299	2	1269	37	15004
HALLMARK_XENOBIOTIC_METABOLISM	coad	0.816736928628	1.0	0.00637578070784	ACOX1,ALDH9A1,ATP2A2,GART,IRF8,MARCH6,NPC1,POR,PPARD,UPP1,VNN1	0.78708994709	11	1260	165	14876
HALLMARK_WNT_BETA_CATENIN_SIGNALING	coad	0.629431269106	1.0	0.00651647737851	CTNNB1,NCSTN,PPARD	0.93410675743	3	1268	38	15003
HALLMARK_INFLAMMATORY_RESPONSE	coad	0.559721378559	0.998730682701	0.00432569974555	ABI1,ATP2A2,GPR132,HBEGF,ICAM1,ICOSLG,IRF1,KIF1B,LCK,LDLR,LTA,PDE4B,PROK2,RAF1,TNFRSF1B	0.986000530786	15	1256	180	14861
HALLMARK_COAGULATION	coad	0.312785914467	0.711602715639	0.00614568508216	ADAM9,C2,CTSH,F2RL2,GSN,KLKB1,MMP1,MMP2,PROC,RAC1,TFPI2	1.21846906987	11	1260	107	14934
