###################################################################################################################################################################
#Enrichment results using 'Cellular Component from Gene Ontology (GO)', created by dcGO Enrichment at 30/05/2016 17:04:36 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0044431	Golgi apparatus part	2	4.46	4.84e-05	1.11e-03	28|342|103|2675	PF00082;PF00094;PF00122;PF00400;PF00535;PF00583;PF00689;PF00690;PF00702;PF00839;PF00928;PF01217;PF01562;PF01602;PF02225;PF02263;PF02434;PF04810;PF04811;PF07645;PF08700;PF09324;PF12697;PF12783;PF12796;PF12906;PF13405;PF13733
Group	GO:0048471	perinuclear region of cytoplasm	2	4.37	9.47e-05	1.89e-03	21|342|70|2675	PF00019;PF00122;PF00130;PF00168;PF00350;PF00583;PF00688;PF00689;PF00690;PF00702;PF01391;PF01585;PF01814;PF02177;PF04810;PF04811;PF06741;PF12763;PF12796;PF12924;PF12925
Group	GO:0016323	basolateral plasma membrane	2	4.20	1.39e-04	2.48e-03	23|342|82|2675	PF00086;PF00169;PF00307;PF00362;PF00373;PF00435;PF00611;PF00757;PF00999;PF01030;PF01044;PF01391;PF01412;PF07965;PF08416;PF08725;PF08736;PF09058;PF09379;PF09380;PF10409;PF10608;PF12796
Group	GO:0033267	axon part	2	4.30	1.68e-04	2.69e-03	16|342|48|2675	PF00130;PF00169;PF00254;PF00307;PF00435;PF00754;PF02181;PF02214;PF06367;PF06371;PF07534;PF07653;PF07679;PF10608;PF12796;PF13637
Group	GO:0005773	vacuole	2	3.86	2.64e-04	3.02e-03	34|342|147|2675	PF00057;PF00082;PF00097;PF00122;PF00168;PF00400;PF00690;PF00702;PF00780;PF00884;PF00928;PF00969;PF01055;PF01145;PF01217;PF01496;PF01554;PF01699;PF02138;PF02225;PF02259;PF02260;PF02837;PF04389;PF04841;PF05922;PF07645;PF07690;PF08127;PF08246;PF12906;PF13639;PF13802;PF13848
Group	GO:0009986	cell surface	2	3.62	6.24e-04	5.26e-03	29|342|124|2675	PF00019;PF00020;PF00040;PF00057;PF00059;PF00082;PF00086;PF00094;PF00362;PF00530;PF00688;PF00754;PF00884;PF00969;PF01392;PF01433;PF01562;PF01826;PF05790;PF05922;PF07645;PF07679;PF07686;PF07965;PF08725;PF08742;PF12548;PF13733;PF13855
Group	GO:0005768	endosome	2	3.39	1.22e-03	7.80e-03	28|342|123|2675	PF00057;PF00082;PF00169;PF00240;PF00350;PF00757;PF00928;PF00969;PF00999;PF01030;PF01145;PF01302;PF01496;PF01504;PF02214;PF02225;PF02759;PF03765;PF04389;PF04841;PF05922;PF07645;PF09324;PF12763;PF12783;PF12796;PF12906;PF13639
Group	GO:0045202	synapse	2	3.33	1.40e-03	8.03e-03	29|342|130|2675	PF00063;PF00130;PF00168;PF00169;PF00282;PF00373;PF00435;PF00611;PF00622;PF00928;PF01217;PF01392;PF01496;PF01602;PF02177;PF02214;PF07534;PF07653;PF07679;PF07690;PF08416;PF09058;PF10608;PF12763;PF12796;PF12924;PF12925;PF13385;PF13599
Group	GO:0033391	chromatoid body	3	5.23	2.63e-04	3.02e-03	4|342|4|2675	PF00270;PF00271;PF00567;PF12872
Group	GO:0031673	H zone	3	5.23	2.63e-04	3.02e-03	4|342|4|2675	PF00122;PF00689;PF00690;PF00702
Group	GO:0005884	actin filament	3	4.24	5.62e-04	4.99e-03	8|342|17|2675	PF00063;PF00169;PF00307;PF00373;PF09379;PF09380;PF10358;PF12796
Group	GO:0031256	leading edge membrane	3	4.24	5.62e-04	4.99e-03	8|342|17|2675	PF00169;PF01392;PF02181;PF02214;PF06346;PF06367;PF06371;PF07679
Group	GO:0005925	focal adhesion	3	4.08	5.15e-04	4.99e-03	11|342|29|2675	PF00169;PF00362;PF00373;PF00611;PF01044;PF07965;PF08416;PF08725;PF09379;PF10409;PF12796
Group	GO:0034081	polyketide synthase complex	3	4.50	1.18e-03	7.80e-03	4|342|5|2675	PF00109;PF00698;PF02801;PF08659
Group	GO:0005890	sodium:potassium-exchanging ATPase complex	3	4.50	1.18e-03	7.80e-03	4|342|5|2675	PF00122;PF00689;PF00690;PF00702
Group	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	3	4.16	1.10e-03	7.80e-03	6|342|11|2675	PF00122;PF00149;PF00689;PF00690;PF00702;PF13850
Group	GO:0070937	CRD-mediated mRNA stability complex	3	4.22	1.34e-03	7.93e-03	5|342|8|2675	PF00076;PF00270;PF00271;PF04408;PF14259
Group	GO:0031594	neuromuscular junction	3	3.80	1.30e-03	7.93e-03	9|342|23|2675	PF00063;PF00435;PF00622;PF01392;PF02177;PF02214;PF07534;PF12924;PF12925
