###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 11/08/2016 18:58:14 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0051641	cellular localization	1	9.54	2.87e-17	2.06e-15	85|248|494|3527	PF00019;PF00025;PF00027;PF00041;PF00053;PF00054;PF00076;PF00122;PF00130;PF00153;PF00169;PF00179;PF00226;PF00240;PF00341;PF00350;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00786;PF00989;PF01217;PF01369;PF01391;PF01403;PF01417;PF01465;PF01843;PF02064;PF02145;PF02177;PF02181;PF02210;PF02828;PF02931;PF03645;PF03810;PF04144;PF04695;PF04810;PF07645;PF07653;PF07679;PF07707;PF07719;PF07728;PF08389;PF08393;PF08447;PF09279;PF09324;PF12171;PF12348;PF12473;PF12756;PF12763;PF12774;PF12775;PF12780;PF12783;PF12796;PF12924;PF13246;PF13385;PF13513;PF13855;PF13920
Group	GO:0051239	regulation of multicellular organismal process	1	9.59	3.74e-17	2.46e-15	80|248|448|3527	PF00019;PF00024;PF00025;PF00027;PF00041;PF00049;PF00054;PF00076;PF00090;PF00093;PF00096;PF00102;PF00122;PF00125;PF00130;PF00169;PF00200;PF00240;PF00249;PF00254;PF00341;PF00400;PF00435;PF00452;PF00514;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00688;PF00689;PF00690;PF00702;PF00778;PF00780;PF00786;PF00969;PF01064;PF01391;PF01403;PF01417;PF01437;PF01462;PF01699;PF01753;PF01833;PF01843;PF02023;PF02037;PF02177;PF02181;PF02210;PF02214;PF02377;PF02931;PF03165;PF03226;PF04055;PF04144;PF06367;PF06371;PF07525;PF07645;PF07653;PF07679;PF08246;PF10409;PF12763;PF12796;PF12924;PF12947;PF13426;PF13716;PF13855;PF13857
Group	GO:0009790	embryo development	1	9.92	5.57e-17	3.15e-15	63|248|299|3527	PF00019;PF00025;PF00041;PF00052;PF00053;PF00054;PF00057;PF00076;PF00093;PF00096;PF00102;PF00122;PF00125;PF00130;PF00133;PF00134;PF00169;PF00249;PF00341;PF00388;PF00400;PF00435;PF00452;PF00514;PF00583;PF00610;PF00612;PF00622;PF00625;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00786;PF00989;PF01030;PF01064;PF01391;PF01403;PF01417;PF01448;PF01843;PF02145;PF02185;PF02210;PF02377;PF02828;PF03165;PF05033;PF06297;PF07525;PF07645;PF07653;PF07679;PF08447;PF09279;PF12796;PF13091;PF13857
Group	GO:0051128	regulation of cellular component organization	1	9.82	5.59e-17	3.15e-15	67|248|333|3527	PF00019;PF00024;PF00025;PF00041;PF00049;PF00096;PF00130;PF00134;PF00169;PF00179;PF00200;PF00226;PF00241;PF00249;PF00254;PF00341;PF00397;PF00400;PF00435;PF00452;PF00514;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00643;PF00651;PF00688;PF00757;PF00780;PF00786;PF01030;PF01064;PF01391;PF01403;PF01437;PF01462;PF01833;PF01843;PF02037;PF02145;PF02148;PF02181;PF02185;PF02210;PF02931;PF03165;PF06367;PF06371;PF07645;PF07653;PF07679;PF07707;PF07719;PF08210;PF10409;PF12348;PF12796;PF12895;PF12906;PF13091;PF13855;PF13920
Group	GO:0010646	regulation of cell communication	1	9.73	9.20e-17	4.84e-15	67|248|336|3527	PF00019;PF00027;PF00040;PF00041;PF00049;PF00057;PF00093;PF00096;PF00102;PF00122;PF00130;PF00169;PF00179;PF00240;PF00249;PF00341;PF00400;PF00435;PF00452;PF00514;PF00581;PF00594;PF00618;PF00640;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00969;PF01030;PF01064;PF01391;PF01403;PF01417;PF01437;PF01448;PF01585;PF01699;PF01833;PF02037;PF02145;PF02210;PF02214;PF02218;PF02825;PF02931;PF03165;PF03226;PF04055;PF07525;PF07645;PF07653;PF07679;PF10409;PF12763;PF12796;PF13716;PF13855;PF13857;PF13920;PF14324
Group	GO:0007154	cell communication	1	9.03	1.20e-16	5.93e-15	103|248|691|3527	PF00019;PF00025;PF00027;PF00041;PF00049;PF00057;PF00076;PF00082;PF00090;PF00096;PF00098;PF00102;PF00106;PF00122;PF00130;PF00134;PF00169;PF00179;PF00200;PF00226;PF00240;PF00249;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00643;PF00651;PF00683;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00899;PF00969;PF00989;PF01030;PF01064;PF01179;PF01217;PF01370;PF01391;PF01403;PF01417;PF01421;PF01437;PF01462;PF01465;PF01833;PF01843;PF02023;PF02140;PF02145;PF02177;PF02185;PF02210;PF02214;PF02377;PF02759;PF02825;PF02828;PF02931;PF03165;PF05773;PF05790;PF07525;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF08447;PF08516;PF09279;PF10277;PF10409;PF12473;PF12763;PF12796;PF12874;PF12924;PF13426;PF13716;PF13855;PF13857
Group	GO:0065008	regulation of biological quality	1	9.10	1.35e-16	6.27e-15	97|248|628|3527	PF00019;PF00024;PF00025;PF00027;PF00041;PF00049;PF00057;PF00076;PF00082;PF00093;PF00096;PF00102;PF00106;PF00122;PF00130;PF00153;PF00169;PF00200;PF00240;PF00241;PF00249;PF00254;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00583;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00643;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00786;PF01064;PF01217;PF01336;PF01391;PF01403;PF01417;PF01421;PF01437;PF01462;PF01477;PF01496;PF01553;PF01699;PF01843;PF02023;PF02037;PF02145;PF02148;PF02177;PF02181;PF02210;PF02214;PF02218;PF02225;PF02828;PF02931;PF03165;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF07707;PF08246;PF08516;PF09279;PF10409;PF12171;PF12348;PF12756;PF12763;PF12796;PF12924;PF13246;PF13716;PF13855;PF13857;PF13903;PF14429
Group	GO:0032990	cell part morphogenesis	1	10.08	1.93e-16	8.47e-15	51|248|210|3527	PF00024;PF00025;PF00041;PF00052;PF00053;PF00054;PF00055;PF00090;PF00096;PF00102;PF00130;PF00169;PF00397;PF00400;PF00415;PF00435;PF00514;PF00581;PF00611;PF00625;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01391;PF01400;PF01403;PF01437;PF01462;PF01833;PF02148;PF02177;PF02210;PF02377;PF03133;PF03165;PF03607;PF07645;PF07653;PF07679;PF07719;PF12348;PF12796;PF12924;PF13716;PF13855;PF13857
Group	GO:0023052	signaling	1	8.92	3.92e-16	1.55e-14	98|248|648|3527	PF00019;PF00025;PF00027;PF00041;PF00049;PF00057;PF00076;PF00090;PF00096;PF00098;PF00102;PF00106;PF00122;PF00130;PF00134;PF00169;PF00179;PF00200;PF00226;PF00240;PF00249;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00643;PF00651;PF00683;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00969;PF00989;PF01030;PF01064;PF01217;PF01370;PF01391;PF01403;PF01417;PF01421;PF01437;PF01462;PF01465;PF01833;PF01843;PF02023;PF02140;PF02145;PF02177;PF02185;PF02210;PF02214;PF02377;PF02759;PF02825;PF02828;PF02931;PF03165;PF05790;PF07525;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF08447;PF08516;PF09279;PF10277;PF10409;PF12473;PF12763;PF12796;PF12874;PF12924;PF13426;PF13716;PF13855;PF13857
Group	GO:0043412	macromolecule modification	1	8.69	2.74e-15	9.82e-14	92|248|602|3527	PF00019;PF00025;PF00027;PF00041;PF00049;PF00054;PF00076;PF00102;PF00130;PF00134;PF00169;PF00179;PF00200;PF00240;PF00249;PF00254;PF00341;PF00383;PF00397;PF00400;PF00415;PF00514;PF00581;PF00583;PF00594;PF00611;PF00622;PF00640;PF00643;PF00651;PF00688;PF00757;PF00780;PF00786;PF00899;PF00989;PF01030;PF01064;PF01448;PF01462;PF01585;PF01753;PF02037;PF02148;PF02177;PF02185;PF02201;PF02210;PF02214;PF02225;PF02709;PF02825;PF02845;PF03062;PF03133;PF03165;PF03256;PF03607;PF04055;PF04762;PF04810;PF05033;PF05773;PF06325;PF07645;PF07653;PF07679;PF07707;PF07719;PF08210;PF10277;PF10409;PF11717;PF12697;PF12796;PF12895;PF12906;PF12924;PF13091;PF13242;PF13344;PF13415;PF13426;PF13646;PF13733;PF13831;PF13832;PF13855;PF13857;PF13920;PF13964;PF14324
Group	GO:0065009	regulation of molecular function	1	9.00	3.55e-15	1.22e-13	71|248|396|3527	PF00019;PF00025;PF00027;PF00041;PF00049;PF00057;PF00076;PF00090;PF00102;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00254;PF00341;PF00388;PF00397;PF00400;PF00415;PF00452;PF00514;PF00581;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00643;PF00688;PF00757;PF00778;PF00780;PF00786;PF00899;PF01335;PF01391;PF01403;PF01437;PF01585;PF01909;PF02145;PF02148;PF02177;PF02204;PF02210;PF02377;PF02931;PF03165;PF04055;PF06920;PF07258;PF07525;PF07645;PF07653;PF07679;PF08246;PF09279;PF09324;PF10421;PF12796;PF12924;PF13716;PF13855;PF13903;PF13920;PF14429
Group	GO:0000902	cell morphogenesis	1	9.33	4.08e-15	1.29e-13	56|248|265|3527	PF00019;PF00024;PF00025;PF00041;PF00052;PF00053;PF00054;PF00055;PF00090;PF00096;PF00102;PF00130;PF00169;PF00249;PF00397;PF00400;PF00415;PF00435;PF00514;PF00581;PF00611;PF00625;PF00640;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01391;PF01400;PF01403;PF01437;PF01462;PF01833;PF01843;PF02148;PF02177;PF02210;PF02377;PF03133;PF03165;PF03607;PF06920;PF07645;PF07653;PF07679;PF07719;PF12348;PF12796;PF12924;PF13716;PF13855;PF13857
Group	GO:0019538	protein metabolic process	1	8.24	8.46e-15	2.57e-13	115|248|869|3527	PF00019;PF00025;PF00027;PF00040;PF00041;PF00045;PF00049;PF00054;PF00057;PF00076;PF00082;PF00090;PF00102;PF00122;PF00130;PF00133;PF00134;PF00169;PF00179;PF00200;PF00226;PF00240;PF00249;PF00254;PF00341;PF00397;PF00400;PF00413;PF00415;PF00452;PF00514;PF00581;PF00583;PF00594;PF00611;PF00612;PF00622;PF00640;PF00643;PF00651;PF00684;PF00687;PF00688;PF00702;PF00757;PF00780;PF00786;PF00789;PF00899;PF00989;PF01030;PF01064;PF01336;PF01391;PF01400;PF01421;PF01448;PF01462;PF01546;PF01753;PF02037;PF02148;PF02177;PF02185;PF02201;PF02210;PF02214;PF02225;PF02709;PF02825;PF02845;PF03062;PF03133;PF03147;PF03165;PF03256;PF03607;PF04055;PF04137;PF04810;PF05033;PF05773;PF06325;PF07645;PF07653;PF07679;PF07687;PF07707;PF07719;PF08246;PF08516;PF08662;PF09409;PF10277;PF10409;PF11717;PF12697;PF12796;PF12895;PF12906;PF12924;PF13242;PF13344;PF13415;PF13426;PF13589;PF13646;PF13733;PF13831;PF13832;PF13855;PF13857;PF13920;PF13964;PF14324
Group	GO:0009605	response to external stimulus	1	9.00	9.39e-15	2.74e-13	63|248|330|3527	PF00019;PF00027;PF00041;PF00052;PF00053;PF00054;PF00055;PF00076;PF00082;PF00090;PF00096;PF00098;PF00102;PF00122;PF00200;PF00341;PF00397;PF00400;PF00435;PF00594;PF00612;PF00618;PF00622;PF00625;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00778;PF00780;PF00786;PF00899;PF00969;PF01064;PF01179;PF01391;PF01400;PF01403;PF01437;PF01462;PF01833;PF02145;PF02148;PF02177;PF02210;PF02931;PF03165;PF05773;PF06920;PF07645;PF07679;PF08246;PF10409;PF12348;PF12796;PF12924;PF13091;PF13426;PF13855;PF13857;PF14429
Group	GO:0050793	regulation of developmental process	1	8.78	1.23e-14	3.46e-13	71|248|405|3527	PF00019;PF00024;PF00025;PF00041;PF00049;PF00057;PF00076;PF00090;PF00093;PF00096;PF00098;PF00102;PF00125;PF00130;PF00134;PF00169;PF00179;PF00200;PF00241;PF00249;PF00254;PF00341;PF00400;PF00435;PF00452;PF00514;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00688;PF00778;PF00780;PF00786;PF01064;PF01391;PF01403;PF01417;PF01437;PF01462;PF01753;PF01833;PF01843;PF02037;PF02177;PF02181;PF02185;PF02210;PF02377;PF02931;PF03165;PF03226;PF06367;PF06371;PF07525;PF07645;PF07679;PF08246;PF10409;PF12763;PF12796;PF12906;PF12924;PF12947;PF13716;PF13855
Group	GO:0042221	response to chemical stimulus	1	7.94	3.24e-13	8.25e-12	89|248|615|3527	PF00019;PF00027;PF00040;PF00041;PF00045;PF00049;PF00052;PF00053;PF00054;PF00055;PF00057;PF00076;PF00090;PF00093;PF00096;PF00098;PF00102;PF00122;PF00130;PF00134;PF00153;PF00169;PF00179;PF00200;PF00226;PF00240;PF00249;PF00341;PF00388;PF00397;PF00400;PF00413;PF00435;PF00452;PF00514;PF00583;PF00594;PF00612;PF00622;PF00625;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00969;PF00989;PF01030;PF01064;PF01179;PF01370;PF01391;PF01400;PF01403;PF01437;PF01462;PF01833;PF01909;PF02145;PF02148;PF02177;PF02210;PF02218;PF02931;PF03165;PF06920;PF07525;PF07645;PF07653;PF07679;PF07719;PF08246;PF08416;PF08447;PF09279;PF10409;PF10421;PF12348;PF12796;PF12924;PF13426;PF13716;PF13855;PF14429
Group	GO:0000003	reproduction	1	8.21	3.65e-13	9.00e-12	69|248|412|3527	PF00019;PF00041;PF00045;PF00049;PF00053;PF00055;PF00076;PF00096;PF00098;PF00106;PF00122;PF00125;PF00130;PF00134;PF00169;PF00179;PF00188;PF00200;PF00226;PF00240;PF00249;PF00350;PF00388;PF00400;PF00413;PF00435;PF00452;PF00514;PF00612;PF00618;PF00622;PF00651;PF00684;PF00688;PF00702;PF00757;PF00780;PF00786;PF00989;PF01030;PF01064;PF01335;PF01421;PF01462;PF01465;PF01553;PF01753;PF02037;PF02177;PF02181;PF02931;PF03062;PF03165;PF05033;PF06325;PF07525;PF07653;PF07679;PF08516;PF09279;PF09335;PF12478;PF12796;PF12924;PF13091;PF13589;PF13855;PF13857;PF13920
Group	GO:0051234	establishment of localization	1	7.41	3.27e-12	7.38e-11	102|248|785|3527	PF00019;PF00025;PF00027;PF00040;PF00041;PF00049;PF00053;PF00057;PF00076;PF00102;PF00106;PF00122;PF00130;PF00153;PF00169;PF00179;PF00200;PF00226;PF00241;PF00249;PF00254;PF00341;PF00350;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00625;PF00640;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00989;PF01064;PF01217;PF01369;PF01391;PF01417;PF01448;PF01465;PF01477;PF01496;PF01553;PF01699;PF01833;PF01843;PF02064;PF02145;PF02177;PF02210;PF02214;PF02225;PF02828;PF02931;PF03645;PF03810;PF04144;PF04695;PF04810;PF06472;PF07258;PF07645;PF07653;PF07679;PF07707;PF07719;PF07728;PF08246;PF08389;PF08393;PF08447;PF09279;PF09324;PF10277;PF12473;PF12763;PF12774;PF12775;PF12780;PF12783;PF12796;PF12924;PF12947;PF13246;PF13385;PF13415;PF13418;PF13426;PF13513;PF13855
