###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:39:53 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0051674	localization of cell	1	11.77	2.64e-21	1.92e-19	60|247|229|3527	PF00001;PF00002;PF00010;PF00019;PF00022;PF00024;PF00028;PF00041;PF00045;PF00046;PF00048;PF00051;PF00053;PF00055;PF00057;PF00063;PF00071;PF00084;PF00100;PF00110;PF00147;PF00157;PF00167;PF00250;PF00292;PF00320;PF00413;PF00431;PF00435;PF00520;PF00530;PF00688;PF00907;PF00918;PF00930;PF01049;PF01273;PF01275;PF01404;PF01471;PF01534;PF01562;PF01576;PF01833;PF02210;PF02214;PF02736;PF02886;PF03045;PF05923;PF07645;PF07679;PF07686;PF07714;PF10409;PF12003;PF12444;PF13855;PF13895;PF13927
Group	GO:0023051	regulation of signaling	1	10.39	1.58e-19	9.37e-18	83|247|441|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00027;PF00028;PF00040;PF00041;PF00046;PF00048;PF00049;PF00051;PF00057;PF00059;PF00060;PF00061;PF00063;PF00067;PF00071;PF00079;PF00089;PF00090;PF00094;PF00100;PF00110;PF00123;PF00135;PF00157;PF00167;PF00250;PF00292;PF00320;PF00386;PF00435;PF00497;PF00520;PF00560;PF00615;PF00631;PF00683;PF00688;PF00822;PF00870;PF01023;PF01053;PF01085;PF01094;PF01153;PF01391;PF01392;PF01404;PF01534;PF01562;PF01699;PF01833;PF02210;PF02214;PF02351;PF02460;PF02793;PF02931;PF02932;PF03045;PF03299;PF03736;PF04706;PF05729;PF05835;PF05923;PF07562;PF07645;PF07679;PF07710;PF07714;PF10409;PF10613;PF11527;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0009605	response to external stimulus	1	10.62	2.99e-19	1.66e-17	70|247|330|3527	PF00001;PF00010;PF00019;PF00027;PF00028;PF00041;PF00046;PF00048;PF00053;PF00055;PF00059;PF00060;PF00061;PF00063;PF00067;PF00071;PF00089;PF00090;PF00110;PF00123;PF00157;PF00159;PF00167;PF00211;PF00230;PF00273;PF00292;PF00320;PF00431;PF00435;PF00497;PF00503;PF00520;PF00560;PF00613;PF00622;PF00688;PF00858;PF00909;PF01085;PF01094;PF01391;PF01392;PF01400;PF01404;PF01410;PF01510;PF01534;PF01576;PF01833;PF01979;PF02024;PF02210;PF02736;PF02931;PF02932;PF05729;PF05923;PF07645;PF07679;PF07686;PF07714;PF08344;PF10409;PF12444;PF13426;PF13516;PF13855;PF13895;PF13927
Group	GO:0048583	regulation of response to stimulus	1	10.15	3.49e-19	1.83e-17	89|247|503|3527	PF00001;PF00002;PF00010;PF00019;PF00027;PF00028;PF00031;PF00040;PF00041;PF00046;PF00048;PF00049;PF00051;PF00057;PF00059;PF00060;PF00061;PF00063;PF00067;PF00071;PF00079;PF00084;PF00089;PF00090;PF00094;PF00100;PF00110;PF00123;PF00129;PF00135;PF00157;PF00159;PF00167;PF00250;PF00320;PF00386;PF00431;PF00497;PF00520;PF00560;PF00615;PF00631;PF00683;PF00688;PF00822;PF00870;PF01023;PF01053;PF01085;PF01094;PF01153;PF01391;PF01392;PF01404;PF01421;PF01510;PF01534;PF01562;PF01823;PF01833;PF02024;PF02210;PF02214;PF02351;PF02460;PF02758;PF02760;PF02793;PF02931;PF02932;PF03045;PF03299;PF04706;PF04968;PF05729;PF05923;PF07645;PF07679;PF07686;PF07710;PF07714;PF10409;PF11527;PF12444;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0050793	regulation of developmental process	1	10.27	7.19e-19	3.40e-17	78|247|405|3527	PF00001;PF00002;PF00007;PF00010;PF00019;PF00024;PF00028;PF00031;PF00038;PF00041;PF00046;PF00048;PF00049;PF00051;PF00057;PF00060;PF00063;PF00067;PF00071;PF00079;PF00084;PF00089;PF00090;PF00100;PF00110;PF00125;PF00135;PF00147;PF00167;PF00230;PF00250;PF00292;PF00320;PF00386;PF00435;PF00497;PF00503;PF00520;PF00530;PF00560;PF00622;PF00688;PF00870;PF00907;PF01049;PF01085;PF01094;PF01391;PF01392;PF01404;PF01415;PF01510;PF01534;PF01562;PF01576;PF01833;PF01979;PF02210;PF02736;PF02793;PF02931;PF02932;PF03045;PF03145;PF03299;PF03529;PF04505;PF07645;PF07679;PF07686;PF07710;PF07714;PF10409;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0006928	cellular component movement	1	10.30	5.68e-18	2.44e-16	64|247|296|3527	PF00001;PF00002;PF00010;PF00019;PF00022;PF00024;PF00028;PF00038;PF00041;PF00045;PF00046;PF00048;PF00051;PF00053;PF00055;PF00057;PF00063;PF00071;PF00084;PF00100;PF00110;PF00147;PF00157;PF00167;PF00250;PF00292;PF00320;PF00413;PF00431;PF00435;PF00520;PF00530;PF00613;PF00688;PF00907;PF00918;PF00930;PF00992;PF01049;PF01273;PF01275;PF01404;PF01471;PF01534;PF01562;PF01576;PF01833;PF02210;PF02214;PF02736;PF02886;PF03045;PF05716;PF05923;PF07645;PF07679;PF07686;PF07714;PF10409;PF12003;PF12444;PF13855;PF13895;PF13927
Group	GO:0048519	negative regulation of biological process	1	9.08	9.37e-17	3.55e-15	102|247|681|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00024;PF00028;PF00031;PF00041;PF00042;PF00046;PF00048;PF00049;PF00051;PF00057;PF00060;PF00061;PF00067;PF00071;PF00074;PF00079;PF00084;PF00089;PF00090;PF00100;PF00110;PF00125;PF00147;PF00167;PF00210;PF00230;PF00250;PF00273;PF00292;PF00320;PF00386;PF00431;PF00435;PF00497;PF00503;PF00520;PF00530;PF00560;PF00613;PF00615;PF00622;PF00683;PF00688;PF00751;PF00870;PF00907;PF00930;PF01053;PF01085;PF01094;PF01153;PF01271;PF01391;PF01392;PF01400;PF01404;PF01415;PF01454;PF01510;PF01534;PF01562;PF01699;PF01823;PF01833;PF01858;PF01979;PF02024;PF02026;PF02210;PF02214;PF02351;PF02460;PF02793;PF02898;PF02931;PF02932;PF03045;PF03299;PF04505;PF04706;PF05729;PF05923;PF06459;PF07562;PF07645;PF07679;PF07686;PF07710;PF07714;PF08934;PF10409;PF10613;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0065009	regulation of molecular function	1	9.25	7.48e-16	2.53e-14	72|247|396|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00027;PF00028;PF00031;PF00041;PF00046;PF00048;PF00049;PF00050;PF00051;PF00057;PF00063;PF00067;PF00071;PF00074;PF00079;PF00089;PF00090;PF00100;PF00110;PF00123;PF00135;PF00147;PF00167;PF00211;PF00250;PF00320;PF00386;PF00503;PF00520;PF00615;PF00622;PF00631;PF00688;PF00822;PF00870;PF00992;PF01053;PF01094;PF01391;PF01392;PF01404;PF01442;PF01534;PF01858;PF02026;PF02210;PF02736;PF02758;PF02793;PF02898;PF02931;PF02932;PF03299;PF05729;PF06327;PF06459;PF07645;PF07679;PF07714;PF08266;PF08374;PF08934;PF11357;PF13516;PF13855;PF13895;PF13927
Group	GO:0000902	cell morphogenesis	1	9.37	3.37e-15	9.66e-14	56|247|265|3527	PF00010;PF00019;PF00024;PF00028;PF00041;PF00046;PF00053;PF00055;PF00061;PF00063;PF00071;PF00090;PF00100;PF00110;PF00147;PF00157;PF00167;PF00250;PF00292;PF00320;PF00431;PF00435;PF00520;PF00530;PF00560;PF00688;PF00918;PF01049;PF01085;PF01153;PF01275;PF01391;PF01392;PF01400;PF01404;PF01410;PF01442;PF01534;PF01576;PF01833;PF01979;PF02210;PF02736;PF03045;PF05729;PF05923;PF07645;PF07679;PF07714;PF08344;PF10162;PF12003;PF12444;PF13855;PF13895;PF13927
Group	GO:0051128	regulation of cellular component organization	1	8.95	1.20e-14	3.16e-13	63|247|333|3527	PF00001;PF00010;PF00019;PF00022;PF00024;PF00028;PF00031;PF00038;PF00041;PF00046;PF00048;PF00049;PF00059;PF00060;PF00061;PF00063;PF00071;PF00089;PF00100;PF00110;PF00135;PF00167;PF00250;PF00292;PF00320;PF00386;PF00431;PF00435;PF00497;PF00503;PF00520;PF00560;PF00622;PF00688;PF00870;PF00930;PF01094;PF01275;PF01391;PF01392;PF01404;PF01454;PF01562;PF01576;PF01833;PF01979;PF02210;PF02736;PF02931;PF02932;PF04505;PF04968;PF05923;PF07645;PF07679;PF07686;PF07710;PF07714;PF10409;PF13516;PF13855;PF13895;PF13927
Group	GO:0002376	immune system process	1	8.70	5.31e-14	1.26e-12	62|247|334|3527	PF00001;PF00010;PF00019;PF00041;PF00042;PF00046;PF00048;PF00057;PF00059;PF00063;PF00071;PF00079;PF00084;PF00089;PF00090;PF00100;PF00110;PF00129;PF00167;PF00210;PF00250;PF00320;PF00337;PF00386;PF00431;PF00560;PF00613;PF00688;PF00870;PF00879;PF00907;PF00930;PF01023;PF01271;PF01273;PF01391;PF01392;PF01404;PF01510;PF01534;PF01562;PF01576;PF01823;PF02192;PF02736;PF02758;PF02886;PF02931;PF02932;PF04505;PF05729;PF07645;PF07679;PF07686;PF07710;PF07714;PF10409;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0009790	embryo development	1	8.54	2.22e-13	4.99e-12	57|247|299|3527	PF00001;PF00010;PF00019;PF00028;PF00029;PF00041;PF00046;PF00051;PF00053;PF00057;PF00063;PF00071;PF00089;PF00100;PF00110;PF00125;PF00157;PF00167;PF00250;PF00292;PF00320;PF00435;PF00503;PF00520;PF00560;PF00615;PF00622;PF00688;PF00870;PF00907;PF01049;PF01085;PF01347;PF01391;PF01392;PF01534;PF01576;PF02210;PF02460;PF02736;PF03045;PF03299;PF03520;PF03529;PF05923;PF07645;PF07679;PF07686;PF07710;PF07714;PF08266;PF10582;PF12413;PF12444;PF13306;PF13895;PF13927
Group	GO:0032990	cell part morphogenesis	1	8.45	1.74e-12	3.51e-11	45|247|210|3527	PF00024;PF00028;PF00041;PF00046;PF00053;PF00055;PF00061;PF00063;PF00090;PF00110;PF00147;PF00157;PF00250;PF00292;PF00431;PF00435;PF00520;PF00688;PF00918;PF01049;PF01085;PF01153;PF01275;PF01391;PF01400;PF01404;PF01410;PF01442;PF01534;PF01576;PF01833;PF01979;PF02210;PF02736;PF05729;PF05923;PF07645;PF07679;PF07714;PF08344;PF10162;PF12003;PF13855;PF13895;PF13927
Group	GO:0051716	cellular response to stimulus	1	7.28	5.26e-12	9.76e-11	107|247|853|3527	PF00001;PF00002;PF00003;PF00010;PF00019;PF00027;PF00038;PF00040;PF00041;PF00046;PF00048;PF00049;PF00051;PF00057;PF00059;PF00060;PF00061;PF00063;PF00067;PF00071;PF00079;PF00089;PF00090;PF00100;PF00110;PF00123;PF00125;PF00129;PF00147;PF00157;PF00167;PF00193;PF00201;PF00211;PF00230;PF00245;PF00250;PF00273;PF00292;PF00320;PF00386;PF00431;PF00435;PF00497;PF00503;PF00520;PF00560;PF00613;PF00615;PF00622;PF00631;PF00683;PF00685;PF00688;PF00777;PF00870;PF00909;PF01085;PF01094;PF01153;PF01391;PF01392;PF01404;PF01410;PF01431;PF01442;PF01534;PF01562;PF01833;PF01979;PF02026;PF02192;PF02351;PF02460;PF02736;PF02758;PF02760;PF02793;PF02931;PF02932;PF03045;PF03098;PF03299;PF05649;PF05729;PF05923;PF06327;PF06459;PF07562;PF07645;PF07679;PF07686;PF07710;PF07714;PF10409;PF10565;PF10613;PF12003;PF12444;PF13306;PF13426;PF13516;PF13848;PF13853;PF13855;PF13895;PF13927
Group	GO:0030030	cell projection organization	1	7.97	1.09e-11	1.81e-10	48|247|246|3527	PF00019;PF00024;PF00028;PF00041;PF00046;PF00053;PF00055;PF00061;PF00063;PF00071;PF00090;PF00110;PF00135;PF00147;PF00157;PF00250;PF00292;PF00431;PF00435;PF00520;PF00688;PF00918;PF01049;PF01085;PF01153;PF01275;PF01391;PF01400;PF01404;PF01410;PF01442;PF01534;PF01576;PF01833;PF01979;PF02210;PF02736;PF05729;PF05923;PF07645;PF07679;PF07714;PF08344;PF10162;PF12003;PF13855;PF13895;PF13927
Group	GO:0000003	reproduction	1	7.22	9.44e-11	1.33e-09	64|247|412|3527	PF00001;PF00007;PF00010;PF00019;PF00022;PF00028;PF00041;PF00045;PF00046;PF00049;PF00053;PF00055;PF00060;PF00063;PF00071;PF00079;PF00084;PF00089;PF00100;PF00110;PF00125;PF00135;PF00147;PF00167;PF00188;PF00193;PF00211;PF00245;PF00250;PF00320;PF00351;PF00413;PF00435;PF00497;PF00520;PF00538;PF00560;PF00622;PF00688;PF00751;PF00858;PF00870;PF01070;PF01085;PF01094;PF01392;PF01421;PF01471;PF01534;PF01562;PF02460;PF02931;PF02932;PF05236;PF07679;PF07686;PF07714;PF08516;PF11357;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0006950	response to stress	1	6.81	1.70e-10	2.24e-09	91|247|709|3527	PF00001;PF00010;PF00019;PF00024;PF00027;PF00031;PF00040;PF00041;PF00042;PF00045;PF00048;PF00049;PF00051;PF00057;PF00059;PF00060;PF00061;PF00063;PF00067;PF00071;PF00074;PF00079;PF00084;PF00089;PF00094;PF00110;PF00125;PF00129;PF00147;PF00167;PF00193;PF00230;PF00232;PF00250;PF00273;PF00274;PF00320;PF00386;PF00413;PF00435;PF00503;PF00520;PF00530;PF00560;PF00622;PF00688;PF00868;PF00870;PF00879;PF00909;PF00927;PF01023;PF01094;PF01273;PF01391;PF01404;PF01410;PF01442;PF01471;PF01510;PF01534;PF01576;PF01823;PF01826;PF01833;PF01841;PF01979;PF02192;PF02210;PF02736;PF02758;PF02886;PF02931;PF02932;PF03098;PF04505;PF05729;PF07645;PF07679;PF07686;PF07710;PF07714;PF08742;PF10409;PF10613;PF13306;PF13516;PF13848;PF13855;PF13895;PF13927
