###################################################################################################################################################################
#Enrichment results using 'Molecular Function from Gene Ontology (GO)', created by dcGO Enrichment at 9/02/2017 13:41:17 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:1901363	heterocyclic compound binding	1	5.18	4.05e-07	4.57e-06	97|208|1438|4718	PF00014;PF00023;PF00025;PF00027;PF00076;PF00098;PF00122;PF00130;PF00134;PF00153;PF00169;PF00179;PF00205;PF00226;PF00240;PF00249;PF00254;PF00350;PF00383;PF00389;PF00397;PF00400;PF00415;PF00514;PF00581;PF00583;PF00586;PF00596;PF00610;PF00612;PF00618;PF00622;PF00643;PF00651;PF00664;PF00689;PF00690;PF00702;PF00757;PF00780;PF00970;PF00989;PF01030;PF01064;PF01336;PF01352;PF01370;PF01403;PF01417;PF01448;PF01480;PF01553;PF01585;PF01753;PF01833;PF01843;PF01909;PF02037;PF02177;PF02769;PF02826;PF02828;PF03165;PF03256;PF03810;PF03828;PF05485;PF05773;PF06472;PF07528;PF07653;PF07679;PF08075;PF08210;PF08389;PF08662;PF08969;PF09816;PF10421;PF11717;PF12171;PF12796;PF12924;PF13246;PF13347;PF13414;PF13589;PF13606;PF13716;PF13765;PF13855;PF13920;PF14324;PF14551;PF14555;PF14598;PF14604
Group	GO:0008092	cytoskeletal protein binding	1	5.34	2.05e-06	2.07e-05	36|208|362|4718	PF00023;PF00025;PF00041;PF00130;PF00169;PF00241;PF00400;PF00514;PF00596;PF00611;PF00612;PF00640;PF00643;PF00651;PF00786;PF00969;PF01476;PF01843;PF02181;PF02214;PF03133;PF06367;PF06371;PF07653;PF07679;PF07687;PF07707;PF08416;PF08688;PF10409;PF12348;PF12510;PF12796;PF13606;PF13855;PF14604
Group	GO:0036094	small molecule binding	1	4.10	1.09e-04	5.94e-04	42|208|536|4718	PF00025;PF00027;PF00040;PF00076;PF00122;PF00130;PF00153;PF00169;PF00205;PF00350;PF00389;PF00400;PF00586;PF00596;PF00612;PF00618;PF00651;PF00664;PF00689;PF00690;PF00702;PF00780;PF00970;PF01064;PF01336;PF01370;PF01417;PF01753;PF01843;PF01909;PF02769;PF02826;PF03810;PF06472;PF08389;PF10421;PF12796;PF13246;PF13344;PF13589;PF13606;PF13920
Group	GO:0004872	receptor activity	1	4.14	1.37e-04	6.72e-04	32|208|370|4718	PF00023;PF00027;PF00040;PF00041;PF00053;PF00057;PF00130;PF00622;PF00643;PF00664;PF00757;PF00969;PF00989;PF01030;PF01064;PF01403;PF01404;PF01437;PF01496;PF01833;PF02140;PF02225;PF05486;PF06325;PF07645;PF07679;PF08246;PF12796;PF12947;PF13385;PF13855;PF14843
Group	GO:0005215	transporter activity	1	3.69	3.94e-04	1.68e-03	43|208|586|4718	PF00023;PF00027;PF00057;PF00076;PF00098;PF00122;PF00153;PF00169;PF00188;PF00452;PF00514;PF00594;PF00596;PF00622;PF00664;PF00689;PF00690;PF00702;PF00899;PF01217;PF01477;PF01496;PF01699;PF02064;PF02148;PF02214;PF02225;PF03133;PF03810;PF04810;PF06472;PF07645;PF07653;PF08389;PF09791;PF10277;PF12796;PF13246;PF13344;PF13347;PF13360;PF13855;PF13903
Group	GO:0016787	hydrolase activity	1	3.29	8.50e-04	2.97e-03	82|208|1381|4718	PF00023;PF00025;PF00027;PF00040;PF00041;PF00045;PF00057;PF00076;PF00082;PF00098;PF00122;PF00134;PF00153;PF00169;PF00188;PF00194;PF00205;PF00240;PF00249;PF00350;PF00383;PF00389;PF00400;PF00413;PF00581;PF00594;PF00596;PF00612;PF00622;PF00651;PF00664;PF00689;PF00690;PF00702;PF01217;PF01335;PF01368;PF01370;PF01448;PF01476;PF01477;PF01496;PF01546;PF01553;PF01843;PF02037;PF02140;PF02148;PF02225;PF02893;PF06309;PF06472;PF07645;PF07653;PF07679;PF07687;PF08127;PF08210;PF08246;PF08389;PF08969;PF09791;PF10409;PF12697;PF12705;PF12763;PF12796;PF13091;PF13246;PF13344;PF13385;PF13414;PF13415;PF13589;PF13606;PF13646;PF13691;PF13855;PF13920;PF14551;PF14555;PF14707
Group	GO:0004674	protein serine/threonine kinase activity	1	3.61	1.08e-03	3.44e-03	19|208|199|4718	PF00019;PF00027;PF00041;PF00130;PF00134;PF00169;PF00400;PF00688;PF00780;PF00786;PF01064;PF01480;PF03828;PF05773;PF06309;PF07679;PF12796;PF13606;PF13855
Group	GO:0004842	ubiquitin-protein transferase activity	2	8.52	1.94e-11	9.33e-10	32|208|190|4718	PF00023;PF00041;PF00076;PF00098;PF00179;PF00240;PF00397;PF00400;PF00415;PF00514;PF00622;PF00643;PF00651;PF01485;PF02148;PF02201;PF02214;PF02225;PF02636;PF02825;PF03256;PF04695;PF05773;PF07653;PF07707;PF12796;PF12895;PF12906;PF13606;PF13765;PF13920;PF13964
Group	GO:0008047	enzyme activator activity	2	8.56	2.63e-11	1.01e-09	30|208|170|4718	PF00019;PF00025;PF00045;PF00130;PF00134;PF00169;PF00226;PF00341;PF00397;PF00400;PF00413;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00651;PF00688;PF02145;PF02759;PF02893;PF05773;PF07534;PF07645;PF08246;PF12796;PF13606;PF13716;PF14604
Group	GO:0051020	GTPase binding	2	8.45	1.45e-10	3.47e-09	25|208|128|4718	PF00023;PF00130;PF00169;PF00400;PF00415;PF00610;PF00611;PF00612;PF00618;PF00780;PF00786;PF01465;PF01843;PF02181;PF02214;PF02759;PF03810;PF06367;PF06371;PF06920;PF12796;PF13606;PF13855;PF14429;PF14604
Group	GO:0060589	nucleoside-triphosphatase regulator activity	2	7.87	3.03e-09	5.29e-08	21|208|105|4718	PF00130;PF00169;PF00226;PF00397;PF00400;PF00610;PF00611;PF00612;PF00618;PF00622;PF00651;PF00684;PF00689;PF02145;PF02759;PF05773;PF07534;PF07653;PF12796;PF13716;PF14604
Group	GO:0061659	ubiquitin-like protein ligase activity	2	7.46	9.72e-08	1.38e-06	14|208|57|4718	PF00179;PF00240;PF00397;PF00400;PF00622;PF00643;PF01403;PF01485;PF02225;PF12796;PF12895;PF13606;PF13920;PF14324
Group	GO:0019901	protein kinase binding	2	6.30	3.54e-07	4.24e-06	22|208|148|4718	PF00027;PF00041;PF00076;PF00130;PF00134;PF00169;PF00226;PF00400;PF00415;PF00514;PF00581;PF00610;PF00622;PF00640;PF00643;PF07645;PF07653;PF07679;PF12796;PF13606;PF13855;PF14604
Group	GO:0019207	kinase regulator activity	2	6.47	1.22e-06	1.30e-05	14|208|69|4718	PF00027;PF00134;PF00226;PF00400;PF00415;PF00583;PF00594;PF04055;PF04762;PF07645;PF07653;PF12796;PF13606;PF14604
Group	GO:0060090	binding, bridging	2	6.24	3.95e-06	3.61e-05	12|208|56|4718	PF00023;PF00130;PF00169;PF00400;PF00594;PF00640;PF00643;PF07645;PF07653;PF12796;PF13606;PF14604
Group	GO:0046982	protein heterodimerization activity	2	5.20	1.15e-05	9.59e-05	21|208|168|4718	PF00019;PF00041;PF00341;PF00452;PF00586;PF00651;PF00688;PF00757;PF00899;PF00989;PF01030;PF02145;PF02214;PF02769;PF03165;PF06325;PF07679;PF12796;PF13855;PF14598;PF14843
Group	GO:0005539	glycosaminoglycan binding	2	5.56	1.58e-05	1.26e-04	13|208|74|4718	PF00041;PF00053;PF00093;PF00341;PF00683;PF01403;PF01477;PF07645;PF07679;PF07687;PF12947;PF13855;PF14554
Group	GO:0019838	growth factor binding	2	5.75	1.69e-05	1.30e-04	11|208|54|4718	PF00019;PF00040;PF00041;PF00093;PF00688;PF00757;PF01030;PF01064;PF07679;PF13855;PF14843
Group	GO:0005516	calmodulin binding	2	5.38	2.46e-05	1.75e-04	13|208|77|4718	PF00023;PF00122;PF00130;PF00596;PF00612;PF00651;PF00689;PF00690;PF01496;PF01843;PF07653;PF12796;PF13246
Group	GO:0032182	ubiquitin-like protein binding	2	5.38	2.46e-05	1.75e-04	13|208|77|4718	PF00179;PF00226;PF00240;PF00249;PF00400;PF00789;PF01485;PF01546;PF01553;PF02148;PF02845;PF13606;PF14555
Group	GO:0033218	amide binding	2	4.96	3.72e-05	2.38e-04	17|208|128|4718	PF00019;PF00041;PF00082;PF00169;PF00400;PF00640;PF00688;PF00757;PF00899;PF00969;PF01030;PF03810;PF04810;PF08389;PF12796;PF13606;PF13855
Group	GO:0030165	PDZ domain binding	2	5.48	4.06e-05	2.51e-04	10|208|49|4718	PF00122;PF00169;PF00397;PF00618;PF00689;PF00690;PF02828;PF07653;PF07679;PF13246
Group	GO:0008022	protein C-terminus binding	2	5.60	4.39e-05	2.63e-04	9|208|40|4718	PF00027;PF00122;PF00596;PF00689;PF00690;PF00899;PF07653;PF12796;PF13246
Group	GO:0005057	signal transducer activity, downstream of receptor	2	5.40	6.63e-05	3.86e-04	9|208|42|4718	PF00019;PF00041;PF00688;PF00780;PF00786;PF01064;PF03165;PF05486;PF13855
Group	GO:0072341	modified amino acid binding	2	5.00	1.15e-04	5.94e-04	10|208|55|4718	PF00053;PF00169;PF00594;PF00611;PF00622;PF00643;PF07645;PF13344;PF13765;PF13855
Group	GO:0005524	ATP binding	2	4.38	1.13e-04	5.94e-04	22|208|210|4718	PF00076;PF00122;PF00130;PF00169;PF00586;PF00596;PF00612;PF00664;PF00689;PF00690;PF00702;PF00780;PF01064;PF01336;PF01843;PF01909;PF02769;PF06472;PF10421;PF12796;PF13246;PF13589
Group	GO:0005518	collagen binding	2	5.23	1.30e-04	6.55e-04	8|208|36|4718	PF00041;PF00045;PF00093;PF00341;PF00413;PF00786;PF07645;PF13855
Group	GO:0042393	histone binding	2	4.42	1.53e-04	7.36e-04	17|208|143|4718	PF00023;PF00076;PF00130;PF00226;PF00240;PF00249;PF00400;PF01553;PF02148;PF08246;PF10277;PF11717;PF12796;PF13606;PF13831;PF13832;PF13920
Group	GO:0003714	transcription corepressor activity	2	4.59	2.80e-04	1.28e-03	10|208|61|4718	PF00076;PF00134;PF00249;PF00400;PF01448;PF01476;PF01753;PF08246;PF12796;PF13606
Group	GO:0035091	phosphatidylinositol binding	2	3.98	5.22e-04	2.09e-03	16|208|144|4718	PF00023;PF00027;PF00169;PF00241;PF00397;PF00400;PF00611;PF00612;PF01417;PF01477;PF02893;PF05773;PF12796;PF13344;PF13920;PF14604
Group	GO:0005509	calcium ion binding	2	3.98	5.22e-04	2.09e-03	16|208|144|4718	PF00045;PF00053;PF00122;PF00130;PF00153;PF00413;PF00594;PF00596;PF00689;PF00690;PF00702;PF01477;PF01699;PF07645;PF13246;PF13855
Group	GO:0019199	transmembrane receptor protein kinase activity	2	4.34	5.74e-04	2.25e-03	9|208|55|4718	PF00041;PF00757;PF01030;PF01064;PF01404;PF07645;PF07679;PF13855;PF14843
Group	GO:0019955	cytokine binding	2	4.31	7.65e-04	2.81e-03	8|208|46|4718	PF00019;PF00041;PF00093;PF00651;PF00688;PF01064;PF06325;PF07707
Group	GO:0004713	protein tyrosine kinase activity	2	4.08	9.74e-04	3.17e-03	9|208|59|4718	PF00041;PF00169;PF00757;PF01030;PF01404;PF01833;PF07679;PF13855;PF14843
Group	GO:0008565	protein transporter activity	2	4.08	1.18e-03	3.71e-03	8|208|49|4718	PF00098;PF00514;PF01217;PF02064;PF02225;PF03810;PF08389;PF10277
Group	GO:0046332	SMAD binding	2	4.28	1.38e-03	4.22e-03	6|208|29|4718	PF00019;PF00130;PF00397;PF00688;PF01064;PF03165
Group	GO:0004857	enzyme inhibitor activity	2	3.65	1.49e-03	4.46e-03	13|208|115|4718	PF00014;PF00027;PF00130;PF00226;PF00400;PF00594;PF00689;PF07645;PF07653;PF12796;PF13606;PF13855;PF13920
Group	GO:0019902	phosphatase binding	2	3.84	1.57e-03	4.58e-03	9|208|63|4718	PF00041;PF00169;PF00397;PF02893;PF07653;PF12335;PF12697;PF12796;PF13855
Group	GO:0008134	transcription factor binding	2	3.46	1.73e-03	4.90e-03	17|208|176|4718	PF00023;PF00076;PF00098;PF00179;PF00249;PF00397;PF00400;PF00514;PF00640;PF00989;PF01448;PF02201;PF03165;PF12796;PF13606;PF14598;PF14604
Group	GO:1901681	sulfur compound binding	2	3.41	2.54e-03	6.98e-03	13|208|122|4718	PF00041;PF00053;PF00093;PF00205;PF00341;PF01403;PF01477;PF07645;PF07679;PF07687;PF08389;PF13855;PF14554
Group	GO:0005201	extracellular matrix structural constituent	2	3.87	2.79e-03	7.23e-03	6|208|33|4718	PF00052;PF00053;PF00055;PF00093;PF07645;PF13855
Group	GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	2	3.37	2.74e-03	7.23e-03	13|208|123|4718	PF00122;PF00188;PF00596;PF00664;PF00689;PF00690;PF00702;PF01496;PF02064;PF02225;PF06472;PF09791;PF13246
Group	GO:0003682	chromatin binding	2	3.16	2.78e-03	7.23e-03	23|208|282|4718	PF00023;PF00076;PF00130;PF00226;PF00249;PF00397;PF00400;PF00415;PF00583;PF00622;PF00643;PF00651;PF00989;PF01352;PF01476;PF03165;PF03828;PF08246;PF12796;PF13606;PF13920;PF14551;PF14598
Group	GO:0008236	serine-type peptidase activity	2	3.52	3.00e-03	7.68e-03	9|208|69|4718	PF00040;PF00045;PF00057;PF00082;PF00413;PF00594;PF02225;PF07645;PF08246
Group	GO:0032947	protein complex scaffold	2	3.66	3.18e-03	8.03e-03	7|208|45|4718	PF00397;PF00400;PF00640;PF07653;PF12796;PF13606;PF14604
Group	GO:0051015	actin filament binding	2	3.47	3.31e-03	8.15e-03	9|208|70|4718	PF00169;PF00241;PF00400;PF00612;PF02181;PF07653;PF12796;PF13606;PF14604
Group	GO:0003713	transcription coactivator activity	2	3.24	3.63e-03	8.71e-03	13|208|127|4718	PF00076;PF00098;PF00130;PF00249;PF00397;PF00514;PF00643;PF00989;PF01448;PF01553;PF02037;PF02148;PF14598
Group	GO:0005089	Rho guanyl-nucleotide exchange factor activity	2	3.28	3.89e-03	9.23e-03	11|208|99|4718	PF00041;PF00130;PF00169;PF00610;PF00618;PF00780;PF06920;PF07653;PF07679;PF14429;PF14604
Group	GO:0005391	sodium:potassium-exchanging ATPase activity	3	7.68	2.39e-06	2.29e-05	7|208|16|4718	PF00122;PF00188;PF00596;PF00689;PF00690;PF00702;PF13246
Group	GO:0001786	phosphatidylserine binding	3	6.29	1.06e-05	9.26e-05	9|208|34|4718	PF00053;PF00169;PF00594;PF00611;PF00622;PF00643;PF07645;PF13344;PF13765
Group	GO:0005388	calcium-transporting ATPase activity	3	6.28	2.83e-05	1.94e-04	7|208|22|4718	PF00122;PF00188;PF00596;PF00689;PF00690;PF00702;PF13246
Group	GO:0008900	hydrogen:potassium-exchanging ATPase activity	3	7.03	3.34e-05	2.21e-04	5|208|10|4718	PF00122;PF00596;PF00689;PF00690;PF13246
Group	GO:0001730	2'-5'-oligoadenylate synthetase activity	3	8.07	8.45e-05	4.77e-04	3|208|3|4718	PF00240;PF01909;PF10421
Group	GO:0098632	protein binding involved in cell-cell adhesion	3	5.41	2.12e-04	9.95e-04	6|208|21|4718	PF00041;PF00169;PF00514;PF07653;PF07679;PF14604
Group	GO:0045296	cadherin binding	3	4.94	3.11e-04	1.39e-03	7|208|31|4718	PF00041;PF00098;PF00169;PF00514;PF07653;PF12796;PF14604
Group	GO:0008083	growth factor activity	3	5.47	3.32e-04	1.45e-03	5|208|15|4718	PF00019;PF00341;PF00688;PF07645;PF14554
Group	GO:0043548	phosphatidylinositol 3-kinase binding	3	5.24	4.65e-04	1.94e-03	5|208|16|4718	PF00041;PF00169;PF00757;PF01030;PF07679
Group	GO:0004860	protein kinase inhibitor activity	3	4.78	5.98e-04	2.30e-03	6|208|25|4718	PF00027;PF00226;PF00400;PF07653;PF12796;PF13606
Group	GO:0004652	polynucleotide adenylyltransferase activity	3	5.49	6.25e-04	2.35e-03	4|208|10|4718	PF00076;PF01909;PF03828;PF13716
Group	GO:0005522	profilin binding	3	6.06	7.91e-04	2.81e-03	3|208|5|4718	PF02181;PF06367;PF06371
Group	GO:0001540	beta-amyloid binding	3	6.06	7.91e-04	2.81e-03	3|208|5|4718	PF00019;PF00640;PF00688
Group	GO:0019789	SUMO transferase activity	3	5.17	9.48e-04	3.14e-03	4|208|11|4718	PF00179;PF01403;PF02037;PF14324
Group	GO:0005384	manganese ion transmembrane transporter activity	3	5.17	9.48e-04	3.14e-03	4|208|11|4718	PF00122;PF00689;PF00690;PF00702
Group	GO:0070851	growth factor receptor binding	3	4.52	9.28e-04	3.14e-03	6|208|27|4718	PF00041;PF00341;PF07645;PF07679;PF13855;PF14554
Group	GO:0016783	sulfurtransferase activity	3	4.89	1.37e-03	4.22e-03	4|208|12|4718	PF00581;PF00899;PF04055;PF12796
Group	GO:0031072	heat shock protein binding	3	4.17	1.67e-03	4.78e-03	6|208|30|4718	PF00226;PF00254;PF00684;PF00989;PF07653;PF13414
Group	GO:0004702	signal transducer, downstream of receptor, with serine/threonine kinase activity	3	4.64	1.92e-03	5.33e-03	4|208|13|4718	PF00019;PF00688;PF00780;PF00786
Group	GO:0005006	epidermal growth factor-activated receptor activity	3	4.96	2.59e-03	7.01e-03	3|208|7|4718	PF00757;PF01030;PF14843
Group	GO:0005126	cytokine receptor binding	3	3.77	3.26e-03	8.13e-03	6|208|34|4718	PF00019;PF00041;PF00341;PF00688;PF13855;PF14554
Group	GO:0005125	cytokine activity	3	4.21	3.41e-03	8.30e-03	4|208|15|4718	PF00019;PF00341;PF00688;PF14554
Group	GO:0005487	nucleocytoplasmic transporter activity	3	4.56	4.01e-03	9.28e-03	3|208|8|4718	PF00076;PF03810;PF08389
Group	GO:0008607	phosphorylase kinase regulator activity	3	4.56	4.01e-03	9.28e-03	3|208|8|4718	PF00583;PF04055;PF04762
Group	GO:0016004	phospholipase activator activity	4	5.44	1.53e-03	4.52e-03	3|208|6|4718	PF00025;PF00400;PF13606
