###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 22/08/2016 13:02:37 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0009605	response to external stimulus	1	7.86	8.63e-10	2.26e-08	22|55|330|3527	PF00028;PF00041;PF00054;PF00071;PF00090;PF00096;PF00102;PF00225;PF00435;PF00621;PF00625;PF00702;PF01179;PF01391;PF01462;PF02210;PF02931;PF07679;PF12796;PF13426;PF13499;PF13857
Group	GO:0048519	negative regulation of biological process	1	7.02	8.70e-10	2.26e-08	31|55|681|3527	PF00028;PF00041;PF00057;PF00071;PF00090;PF00096;PF00102;PF00106;PF00125;PF00225;PF00249;PF00388;PF00435;PF00621;PF00625;PF00702;PF01391;PF01448;PF01462;PF02037;PF02210;PF02931;PF07653;PF07679;PF09279;PF12796;PF12947;PF13415;PF13499;PF13638;PF13857
Group	GO:0051234	establishment of localization	1	6.78	1.29e-09	3.03e-08	33|55|785|3527	PF00041;PF00057;PF00071;PF00102;PF00106;PF00225;PF00249;PF00388;PF00435;PF00625;PF00702;PF01369;PF01391;PF01448;PF02210;PF02828;PF02931;PF07258;PF07653;PF07679;PF07728;PF08393;PF08447;PF09279;PF12774;PF12775;PF12780;PF12796;PF12947;PF13415;PF13418;PF13426;PF13499
Group	GO:0051239	regulation of multicellular organismal process	1	7.35	1.65e-09	3.42e-08	25|55|448|3527	PF00028;PF00041;PF00054;PF00071;PF00090;PF00096;PF00102;PF00125;PF00225;PF00249;PF00435;PF00621;PF00702;PF01391;PF01462;PF02023;PF02037;PF02210;PF02931;PF07653;PF07679;PF12796;PF12947;PF13426;PF13857
Group	GO:0065008	regulation of biological quality	1	6.82	3.46e-09	6.42e-08	29|55|628|3527	PF00028;PF00041;PF00057;PF00071;PF00096;PF00102;PF00106;PF00225;PF00249;PF00388;PF00435;PF00583;PF00621;PF00625;PF00702;PF01391;PF01421;PF01462;PF02023;PF02037;PF02210;PF02828;PF02931;PF07653;PF07679;PF09279;PF12796;PF13499;PF13857
Group	GO:0000902	cell morphogenesis	1	7.66	5.54e-09	9.78e-08	19|55|265|3527	PF00028;PF00041;PF00054;PF00071;PF00090;PF00096;PF00102;PF00225;PF00249;PF00435;PF00621;PF00625;PF01391;PF01462;PF02210;PF07653;PF07679;PF12796;PF13857
Group	GO:0032990	cell part morphogenesis	1	7.88	7.12e-09	1.20e-07	17|55|210|3527	PF00028;PF00041;PF00054;PF00090;PF00096;PF00102;PF00225;PF00435;PF00621;PF00625;PF01391;PF01462;PF02210;PF07653;PF07679;PF12796;PF13857
Group	GO:0030030	cell projection organization	1	7.56	1.15e-08	1.85e-07	18|55|246|3527	PF00028;PF00041;PF00054;PF00071;PF00090;PF00096;PF00102;PF00225;PF00435;PF00621;PF00625;PF01391;PF01462;PF02210;PF07653;PF07679;PF12796;PF13857
Group	GO:0010646	regulation of cell communication	1	6.83	4.90e-08	6.65e-07	20|55|336|3527	PF00028;PF00041;PF00057;PF00071;PF00096;PF00102;PF00249;PF00435;PF00702;PF01391;PF01448;PF02037;PF02210;PF02825;PF02931;PF07653;PF07679;PF12796;PF13499;PF13857
Group	GO:0000003	reproduction	1	6.59	5.84e-08	7.11e-07	22|55|412|3527	PF00028;PF00041;PF00071;PF00096;PF00106;PF00125;PF00225;PF00249;PF00388;PF00435;PF00621;PF00702;PF01421;PF01462;PF02037;PF02931;PF03062;PF07653;PF07679;PF09279;PF12796;PF13857
Group	GO:0042221	response to chemical stimulus	1	6.23	5.56e-08	7.11e-07	27|55|615|3527	PF00041;PF00054;PF00057;PF00071;PF00090;PF00096;PF00102;PF00225;PF00249;PF00388;PF00435;PF00583;PF00621;PF00625;PF00702;PF01179;PF01391;PF01462;PF02210;PF02931;PF07653;PF07679;PF08447;PF09279;PF12796;PF13426;PF13499
Group	GO:0051641	cellular localization	1	6.38	6.90e-08	8.11e-07	24|55|494|3527	PF00041;PF00054;PF00071;PF00225;PF00388;PF00435;PF00625;PF00702;PF01369;PF01391;PF02210;PF02828;PF02931;PF07653;PF07679;PF07728;PF08393;PF08447;PF09279;PF12774;PF12775;PF12780;PF12796;PF13499
Group	GO:0002376	immune system process	1	6.40	2.50e-07	2.53e-06	19|55|334|3527	PF00041;PF00057;PF00071;PF00090;PF00096;PF00102;PF00249;PF00388;PF00621;PF00625;PF01391;PF02037;PF02931;PF07653;PF07679;PF09279;PF12796;PF13499;PF13857
Group	GO:0051716	cellular response to stimulus	1	5.62	2.58e-07	2.53e-06	31|55|853|3527	PF00041;PF00057;PF00071;PF00090;PF00096;PF00102;PF00106;PF00125;PF00225;PF00249;PF00388;PF00435;PF00583;PF00621;PF00625;PF00702;PF01179;PF01391;PF01462;PF02037;PF02825;PF02931;PF07653;PF07679;PF08447;PF09279;PF12796;PF12874;PF13426;PF13499;PF13857
Group	GO:0048518	positive regulation of biological process	1	5.76	3.22e-07	2.99e-06	27|55|667|3527	PF00041;PF00054;PF00057;PF00071;PF00090;PF00096;PF00102;PF00125;PF00249;PF00388;PF00435;PF00621;PF00625;PF00702;PF01391;PF01448;PF01462;PF02037;PF02210;PF02825;PF02931;PF07653;PF07679;PF08447;PF09279;PF12796;PF13499
Group	GO:0032879	regulation of localization	1	6.19	6.28e-07	5.04e-06	18|55|318|3527	PF00041;PF00071;PF00090;PF00102;PF00225;PF00388;PF00435;PF00625;PF00702;PF01391;PF02210;PF02931;PF07653;PF07679;PF09279;PF12796;PF13426;PF13499
Group	GO:0050793	regulation of developmental process	1	5.83	1.10e-06	8.29e-06	20|55|405|3527	PF00028;PF00041;PF00057;PF00071;PF00090;PF00096;PF00102;PF00125;PF00225;PF00249;PF00435;PF00621;PF01391;PF01462;PF02037;PF02210;PF02931;PF07679;PF12796;PF12947
Group	GO:0051128	regulation of cellular component organization	1	5.95	1.25e-06	9.20e-06	18|55|333|3527	PF00028;PF00041;PF00071;PF00096;PF00225;PF00249;PF00435;PF00621;PF00625;PF01391;PF01462;PF02037;PF02210;PF02931;PF07653;PF07679;PF12796;PF13499
Group	GO:0031323	regulation of cellular metabolic process	1	4.89	5.68e-06	3.04e-05	29|55|867|3527	PF00028;PF00041;PF00054;PF00057;PF00071;PF00096;PF00102;PF00125;PF00225;PF00249;PF00435;PF00621;PF00625;PF01352;PF01391;PF01448;PF02023;PF02037;PF02210;PF02931;PF07258;PF07500;PF07653;PF07679;PF08447;PF12796;PF13415;PF13499;PF13857
Group	GO:0065009	regulation of molecular function	1	5.09	1.53e-05	7.22e-05	18|55|396|3527	PF00028;PF00041;PF00057;PF00071;PF00090;PF00102;PF00388;PF00621;PF00625;PF01391;PF02210;PF02931;PF07258;PF07653;PF07679;PF09279;PF12796;PF13499
Group	GO:0060255	regulation of macromolecule metabolic process	1	4.56	2.02e-05	8.89e-05	28|55|868|3527	PF00041;PF00054;PF00057;PF00071;PF00096;PF00102;PF00125;PF00225;PF00249;PF00435;PF00621;PF01352;PF01391;PF01448;PF02023;PF02037;PF02210;PF02931;PF07258;PF07500;PF07653;PF07679;PF08447;PF12796;PF13415;PF13499;PF13638;PF13857
Group	GO:0080090	regulation of primary metabolic process	1	4.29	5.58e-05	1.99e-04	27|55|861|3527	PF00041;PF00054;PF00057;PF00071;PF00096;PF00102;PF00125;PF00225;PF00249;PF00435;PF00621;PF01352;PF01391;PF01448;PF02023;PF02037;PF02210;PF02931;PF07258;PF07500;PF07653;PF07679;PF08447;PF12796;PF13415;PF13499;PF13857
Group	GO:0033036	macromolecule localization	1	4.74	5.75e-05	2.03e-04	16|55|354|3527	PF00041;PF00054;PF00057;PF00071;PF00225;PF00435;PF00625;PF01391;PF02210;PF02828;PF07653;PF07679;PF12796;PF13415;PF13418;PF13499
Group	GO:0051171	regulation of nitrogen compound metabolic process	1	4.18	1.29e-04	3.72e-04	22|55|647|3527	PF00041;PF00071;PF00096;PF00125;PF00225;PF00249;PF00435;PF00621;PF01352;PF01391;PF01448;PF02023;PF02037;PF07258;PF07500;PF07653;PF07679;PF08447;PF12796;PF13415;PF13499;PF13857
Group	GO:0019538	protein metabolic process	1	3.93	1.99e-04	5.16e-04	26|55|869|3527	PF00041;PF00054;PF00057;PF00071;PF00090;PF00102;PF00225;PF00249;PF00583;PF00702;PF01391;PF01421;PF01448;PF01462;PF02037;PF02210;PF02825;PF03062;PF03147;PF07653;PF07679;PF12796;PF13415;PF13426;PF13499;PF13857
Group	GO:0043412	macromolecule modification	1	3.83	4.26e-04	9.45e-04	20|55|602|3527	PF00041;PF00054;PF00071;PF00102;PF00225;PF00249;PF00583;PF01448;PF01462;PF02037;PF02210;PF02825;PF03062;PF07653;PF07679;PF12796;PF13415;PF13426;PF13499;PF13857
Group	GO:0009889	regulation of biosynthetic process	1	3.14	2.88e-03	4.47e-03	19|55|646|3527	PF00096;PF00125;PF00225;PF00249;PF00435;PF00621;PF01352;PF01391;PF01448;PF02023;PF02037;PF07258;PF07500;PF07679;PF08447;PF12796;PF13415;PF13499;PF13857
Group	GO:0006950	response to stress	1	3.03	3.54e-03	5.34e-03	20|55|709|3527	PF00041;PF00057;PF00071;PF00102;PF00125;PF00225;PF00249;PF00435;PF00625;PF00702;PF01179;PF01391;PF02037;PF02210;PF02931;PF07653;PF07679;PF08447;PF12947;PF13499
Group	GO:0044260	cellular macromolecule metabolic process	1	2.71	5.49e-03	7.63e-03	32|55|1425|3527	PF00041;PF00054;PF00057;PF00071;PF00096;PF00102;PF00125;PF00225;PF00249;PF00583;PF00702;PF00773;PF01448;PF01462;PF02023;PF02037;PF02210;PF02269;PF02825;PF03062;PF03147;PF07500;PF07653;PF07679;PF08447;PF12796;PF12874;PF13415;PF13426;PF13499;PF13638;PF13857
Group	GO:0060541	respiratory system development	2	10.57	1.45e-10	5.70e-09	13|55|82|3527	PF00028;PF00041;PF00057;PF00102;PF00435;PF00621;PF00625;PF01391;PF02037;PF02828;PF07653;PF07679;PF08447
Group	GO:0060560	developmental growth involved in morphogenesis	2	10.58	8.97e-10	2.26e-08	11|55|60|3527	PF00041;PF00057;PF00071;PF00621;PF00625;PF01391;PF02828;PF07653;PF07679;PF12796;PF13857
Group	GO:0007444	imaginal disc development	2	9.89	1.38e-09	3.04e-08	12|55|79|3527	PF00028;PF00041;PF00096;PF00435;PF00621;PF00625;PF01369;PF01448;PF02037;PF07653;PF07679;PF12796
Group	GO:0034330	cell junction organization	2	9.91	3.10e-09	6.08e-08	11|55|67|3527	PF00028;PF00041;PF00071;PF00102;PF00435;PF00625;PF01391;PF02210;PF02828;PF07653;PF07679
Group	GO:0007600	sensory perception	2	8.77	1.38e-08	2.12e-07	12|55|96|3527	PF00028;PF00071;PF00106;PF00625;PF00702;PF01391;PF02931;PF07653;PF07679;PF12796;PF13499;PF13857
Group	GO:0044057	regulation of system process	2	8.43	1.50e-08	2.21e-07	13|55|118|3527	PF00041;PF00071;PF00102;PF00435;PF00702;PF01391;PF02210;PF02931;PF07653;PF07679;PF12796;PF13426;PF13857
Group	GO:0072657	protein localization to membrane	2	9.90	5.64e-08	7.11e-07	8|55|37|3527	PF00054;PF00071;PF00625;PF01391;PF02210;PF07653;PF07679;PF12796
Group	GO:0030111	regulation of Wnt receptor signaling pathway	2	8.74	1.40e-07	1.60e-06	9|55|57|3527	PF00028;PF00041;PF00057;PF00102;PF01391;PF02825;PF07679;PF12796;PF13857
Group	GO:0007268	synaptic transmission	2	7.31	1.99e-07	2.20e-06	13|55|146|3527	PF00041;PF00071;PF00225;PF00435;PF00621;PF01462;PF02210;PF02828;PF02931;PF07653;PF07679;PF12796;PF13426
Group	GO:0007018	microtubule-based movement	2	8.47	2.23e-07	2.38e-06	9|55|60|3527	PF00071;PF00225;PF00435;PF07728;PF08393;PF08447;PF12774;PF12775;PF12780
Group	GO:0051640	organelle localization	2	7.73	2.32e-07	2.41e-06	11|55|100|3527	PF00071;PF00225;PF00388;PF00435;PF07728;PF08393;PF09279;PF12774;PF12775;PF12780;PF13499
Group	GO:0007610	behavior	2	7.15	2.97e-07	2.83e-06	13|55|151|3527	PF00028;PF00057;PF00071;PF00096;PF00435;PF00625;PF00702;PF01369;PF01421;PF02210;PF02931;PF07653;PF12796
Group	GO:0051130	positive regulation of cellular component organization	2	7.53	3.49e-07	3.16e-06	11|55|104|3527	PF00041;PF00071;PF00249;PF00621;PF00625;PF01391;PF01462;PF02210;PF07653;PF07679;PF12796
Group	GO:0016477	cell migration	2	6.77	4.78e-07	4.22e-06	14|55|185|3527	PF00028;PF00041;PF00054;PF00057;PF00071;PF00096;PF00102;PF00435;PF00621;PF01462;PF02210;PF07653;PF07679;PF08447
Group	GO:0006909	phagocytosis	2	8.40	5.71e-07	4.68e-06	8|55|49|3527	PF00041;PF00057;PF00102;PF00106;PF00249;PF01391;PF01448;PF07679
Group	GO:0016337	cell-cell adhesion	2	8.40	5.71e-07	4.68e-06	8|55|49|3527	PF00028;PF00041;PF00054;PF00102;PF00625;PF00702;PF02210;PF07679
Group	GO:0009968	negative regulation of signal transduction	2	6.80	6.77e-07	5.31e-06	13|55|162|3527	PF00028;PF00041;PF00057;PF00096;PF00102;PF00249;PF01391;PF01448;PF02037;PF02210;PF07679;PF12796;PF13499
Group	GO:0016319	mushroom body development	2	10.33	1.38e-06	9.94e-06	5|55|14|3527	PF00041;PF00102;PF00435;PF00621;PF07679
Group	GO:0051347	positive regulation of transferase activity	2	7.25	1.98e-06	1.35e-05	9|55|77|3527	PF00041;PF00057;PF00071;PF00621;PF01391;PF02210;PF02931;PF07653;PF07679
Group	GO:0042391	regulation of membrane potential	2	7.19	2.22e-06	1.48e-05	9|55|78|3527	PF00041;PF00625;PF01421;PF02023;PF02210;PF02931;PF07653;PF07679;PF12796
Group	GO:0007411	axon guidance	2	7.08	2.75e-06	1.80e-05	9|55|80|3527	PF00041;PF00102;PF00225;PF00435;PF00625;PF01391;PF01462;PF02210;PF07679
Group	GO:0050808	synapse organization	2	7.84	3.17e-06	2.00e-05	7|55|43|3527	PF00028;PF00625;PF02210;PF07653;PF07679;PF12796;PF13857
Group	GO:2000145	regulation of cell motility	2	6.73	3.11e-06	2.00e-05	10|55|104|3527	PF00041;PF00071;PF00090;PF00102;PF00388;PF00625;PF01391;PF07653;PF07679;PF09279
Group	GO:0072347	response to anesthetic	2	11.07	3.54e-06	2.12e-05	4|55|8|3527	PF00054;PF00057;PF02210;PF07679
Group	GO:0045199	maintenance of epithelial cell apical/basal polarity	2	11.07	3.54e-06	2.12e-05	4|55|8|3527	PF00054;PF00057;PF02210;PF07679
Group	GO:0030198	extracellular matrix organization	2	7.20	4.14e-06	2.44e-05	8|55|63|3527	PF00041;PF00054;PF00057;PF00090;PF01391;PF01421;PF02210;PF07679
Group	GO:0016331	morphogenesis of embryonic epithelium	2	7.13	4.68e-06	2.66e-05	8|55|64|3527	PF00071;PF00096;PF00621;PF00625;PF02828;PF07653;PF07679;PF12796
Group	GO:0010975	regulation of neuron projection development	2	7.13	4.68e-06	2.66e-05	8|55|64|3527	PF00041;PF00096;PF00435;PF00621;PF01462;PF02931;PF07679;PF12796
Group	GO:0030097	hemopoiesis	2	6.52	4.79e-06	2.68e-05	10|55|109|3527	PF00041;PF00071;PF00096;PF00102;PF00249;PF00621;PF02037;PF07679;PF12796;PF13857
Group	GO:0032535	regulation of cellular component size	2	7.06	5.27e-06	2.86e-05	8|55|65|3527	PF00041;PF00071;PF00435;PF00621;PF01462;PF02210;PF07653;PF07679
Group	GO:0003002	regionalization	2	6.27	5.23e-06	2.86e-05	11|55|136|3527	PF00028;PF00041;PF00057;PF00096;PF00102;PF00225;PF00249;PF01448;PF07679;PF12796;PF13857
Group	GO:0009886	post-embryonic morphogenesis	2	6.65	6.16e-06	3.20e-05	9|55|88|3527	PF00096;PF00102;PF00225;PF00435;PF00621;PF01369;PF01448;PF07679;PF12796
Group	GO:0060249	anatomical structure homeostasis	2	6.65	6.16e-06	3.20e-05	9|55|88|3527	PF00041;PF00249;PF00435;PF01391;PF02023;PF02037;PF07679;PF12796;PF13857
Group	GO:0048610	cellular process involved in reproduction	2	5.87	6.29e-06	3.22e-05	13|55|197|3527	PF00028;PF00041;PF00071;PF00225;PF00388;PF00435;PF00621;PF02931;PF07653;PF07679;PF09279;PF12796;PF13857
Group	GO:0048569	post-embryonic organ development	2	6.50	8.15e-06	4.11e-05	9|55|91|3527	PF00096;PF00225;PF00249;PF00435;PF00621;PF01369;PF01448;PF07679;PF12796
Group	GO:0072511	divalent inorganic cation transport	2	6.79	8.32e-06	4.14e-05	8|55|69|3527	PF00041;PF00102;PF00388;PF00625;PF00702;PF02931;PF09279;PF12796
Group	GO:0007552	metamorphosis	2	6.49	1.41e-05	6.87e-05	8|55|74|3527	PF00096;PF00102;PF00435;PF00621;PF01369;PF01448;PF07679;PF12796
Group	GO:0007009	plasma membrane organization	2	7.35	1.48e-05	7.06e-05	6|55|36|3527	PF00054;PF00071;PF00435;PF01391;PF02210;PF12796
Group	GO:0010562	positive regulation of phosphorus metabolic process	2	6.13	1.64e-05	7.40e-05	9|55|99|3527	PF00041;PF00054;PF00057;PF00071;PF01391;PF02210;PF02931;PF07653;PF07679
Group	GO:0048511	rhythmic process	2	6.74	1.73e-05	7.72e-05	7|55|55|3527	PF00041;PF00249;PF00583;PF01421;PF02931;PF07679;PF08447
Group	GO:0008015	blood circulation	2	6.59	2.20e-05	9.57e-05	7|55|57|3527	PF00041;PF00102;PF01391;PF02210;PF07679;PF12796;PF13499
Group	GO:0030001	metal ion transport	2	5.75	2.33e-05	1.00e-04	10|55|130|3527	PF00041;PF00102;PF00388;PF00625;PF00702;PF02931;PF09279;PF12796;PF13426;PF13499
Group	GO:0044087	regulation of cellular component biogenesis	2	5.89	2.64e-05	1.11e-04	9|55|105|3527	PF00041;PF00071;PF00249;PF00621;PF00625;PF01462;PF02210;PF07653;PF12796
Group	GO:0045321	leukocyte activation	2	5.89	2.64e-05	1.11e-04	9|55|105|3527	PF00041;PF00096;PF00102;PF00249;PF00621;PF00625;PF02931;PF07653;PF07679
Group	GO:0002165	instar larval or pupal development	2	6.11	2.77e-05	1.15e-04	8|55|81|3527	PF00096;PF00102;PF00435;PF00621;PF01369;PF01448;PF07679;PF12796
Group	GO:0043549	regulation of kinase activity	2	5.59	3.25e-05	1.33e-04	10|55|135|3527	PF00041;PF00071;PF00102;PF00621;PF01391;PF02210;PF02931;PF07653;PF07679;PF12796
Group	GO:0035239	tube morphogenesis	2	5.69	3.85e-05	1.49e-04	9|55|110|3527	PF00090;PF00096;PF00435;PF00621;PF00625;PF01391;PF07653;PF07679;PF08447
Group	GO:0001932	regulation of protein phosphorylation	2	5.32	4.20e-05	1.59e-04	11|55|169|3527	PF00041;PF00057;PF00071;PF00102;PF01391;PF02210;PF02931;PF07653;PF07679;PF12796;PF13499
Group	GO:0010769	regulation of cell morphogenesis involved in differentiation	2	6.17	4.28e-05	1.60e-04	7|55|63|3527	PF00041;PF00435;PF00621;PF01462;PF02210;PF02931;PF07679
Group	GO:0043269	regulation of ion transport	2	5.87	4.30e-05	1.60e-04	8|55|86|3527	PF00435;PF00625;PF00702;PF02210;PF07653;PF12796;PF13426;PF13499
Group	GO:0032270	positive regulation of cellular protein metabolic process	2	5.44	4.46e-05	1.64e-04	10|55|140|3527	PF00041;PF00057;PF00071;PF00249;PF01391;PF02210;PF02931;PF07653;PF07679;PF13499
Group	GO:0050776	regulation of immune response	2	5.48	5.88e-05	2.05e-04	9|55|116|3527	PF00041;PF00057;PF00090;PF00102;PF00388;PF00625;PF01391;PF07679;PF09279
Group	GO:0051241	negative regulation of multicellular organismal process	2	5.93	6.41e-05	2.17e-04	7|55|67|3527	PF00041;PF00102;PF00702;PF01391;PF02931;PF12796;PF13857
Group	GO:0044092	negative regulation of molecular function	2	5.27	6.40e-05	2.17e-04	10|55|146|3527	PF00028;PF00041;PF00102;PF00625;PF01391;PF02210;PF07258;PF07653;PF12796;PF13499
Group	GO:0002684	positive regulation of immune system process	2	5.41	6.73e-05	2.26e-04	9|55|118|3527	PF00041;PF00057;PF00090;PF00096;PF00102;PF00388;PF00625;PF01391;PF09279
Group	GO:0051056	regulation of small GTPase mediated signal transduction	2	5.81	7.76e-05	2.51e-04	7|55|69|3527	PF00041;PF00071;PF00621;PF01369;PF07653;PF07679;PF12796
Group	GO:0035107	appendage morphogenesis	2	5.51	8.20e-05	2.60e-04	8|55|94|3527	PF00057;PF00096;PF00435;PF00621;PF01369;PF01448;PF07679;PF12796
Group	GO:0032101	regulation of response to external stimulus	2	5.51	8.20e-05	2.60e-04	8|55|94|3527	PF00041;PF00625;PF01391;PF01421;PF01462;PF02210;PF07653;PF07679
Group	GO:0032844	regulation of homeostatic process	2	5.76	8.52e-05	2.61e-04	7|55|70|3527	PF00041;PF00057;PF00102;PF00249;PF00388;PF09279;PF12796
Group	GO:0009416	response to light stimulus	2	5.28	8.75e-05	2.66e-04	9|55|122|3527	PF00057;PF00249;PF00702;PF02037;PF02931;PF08447;PF13426;PF13499;PF13857
Group	GO:0016358	dendrite development	2	6.08	9.09e-05	2.74e-04	6|55|49|3527	PF00041;PF00096;PF00435;PF07653;PF07679;PF12796
Group	GO:0018193	peptidyl-amino acid modification	2	5.08	9.54e-05	2.85e-04	10|55|153|3527	PF00041;PF00054;PF00071;PF00249;PF00583;PF01462;PF02210;PF03062;PF07679;PF12796
Group	GO:0031110	regulation of microtubule polymerization or depolymerization	2	6.45	1.12e-04	3.27e-04	5|55|32|3527	PF00041;PF00435;PF00621;PF12796;PF13499
Group	GO:0001822	kidney development	2	5.59	1.12e-04	3.27e-04	7|55|73|3527	PF00041;PF00096;PF00102;PF00225;PF01391;PF07679;PF13857
Group	GO:0007346	regulation of mitotic cell cycle	2	5.27	1.28e-04	3.69e-04	8|55|100|3527	PF00096;PF00225;PF00625;PF01448;PF02037;PF07653;PF07679;PF12796
Group	GO:0036075	replacement ossification	2	7.09	1.38e-04	3.86e-04	4|55|18|3527	PF00054;PF00057;PF02210;PF07679
