###################################################################################################################################################################
#Enrichment results using 'Molecular Function from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:39:53 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0005509	calcium ion binding	2	4.05	5.08e-04	1.94e-03	13|231|56|2762	PF00028;PF00059;PF00089;PF00151;PF00431;PF00683;PF01023;PF01049;PF01085;PF01094;PF01421;PF02210;PF07645
Group	GO:0005200	structural constituent of cytoskeleton	2	4.44	8.43e-04	2.56e-03	6|231|15|2762	PF00022;PF00038;PF00041;PF00435;PF07679;PF13895
Group	GO:0008046	axon guidance receptor activity	2	4.67	1.36e-03	3.92e-03	4|231|7|2762	PF00041;PF01404;PF07679;PF13895
Group	GO:0038024	cargo receptor activity	2	4.18	1.90e-03	5.19e-03	5|231|12|2762	PF00057;PF00084;PF00530;PF01391;PF07645
Group	GO:0008307	structural constituent of muscle	2	4.18	1.90e-03	5.19e-03	5|231|12|2762	PF00041;PF00063;PF01576;PF02736;PF07679
Group	GO:0072509	divalent inorganic cation transmembrane transporter activity	2	3.55	2.23e-03	5.29e-03	10|231|43|2762	PF00060;PF00497;PF00520;PF00622;PF00822;PF01094;PF01699;PF02026;PF06459;PF08344
Group	GO:0004175	endopeptidase activity	2	3.43	2.23e-03	5.29e-03	13|231|65|2762	PF00040;PF00045;PF00051;PF00057;PF00084;PF00089;PF00413;PF00530;PF01400;PF01431;PF01471;PF01562;PF05649
Group	GO:0001948	glycoprotein binding	2	3.84	2.52e-03	5.88e-03	6|231|18|2762	PF00094;PF01826;PF02210;PF04300;PF07645;PF08742
Group	GO:0017171	serine hydrolase activity	2	3.43	3.23e-03	7.23e-03	9|231|38|2762	PF00024;PF00051;PF00057;PF00084;PF00089;PF00431;PF00530;PF01390;PF01392
Group	GO:0002020	protease binding	3	8.10	1.96e-07	3.15e-06	7|231|8|2762	PF00031;PF00079;PF00094;PF00930;PF01826;PF08742;PF13895
Group	GO:0030165	PDZ domain binding	3	7.08	3.43e-07	5.02e-06	11|231|22|2762	PF00001;PF00060;PF00497;PF01094;PF01392;PF01534;PF07679;PF07686;PF10409;PF10613;PF13895
Group	GO:0005230	extracellular ligand-gated ion channel activity	3	7.53	8.17e-07	1.01e-05	7|231|9|2762	PF00060;PF00497;PF01094;PF02931;PF02932;PF10565;PF10613
Group	GO:0008066	glutamate receptor activity	3	7.53	8.17e-07	1.01e-05	7|231|9|2762	PF00003;PF00060;PF00497;PF01094;PF07562;PF10565;PF10613
Group	GO:0042165	neurotransmitter binding	3	7.41	3.93e-06	4.09e-05	5|231|5|2762	PF00060;PF00497;PF01094;PF02931;PF02932
Group	GO:0030506	ankyrin binding	3	6.64	2.20e-05	1.47e-04	5|231|6|2762	PF00041;PF00520;PF00909;PF07679;PF13895
Group	GO:0030594	neurotransmitter receptor activity	3	6.64	2.20e-05	1.47e-04	5|231|6|2762	PF00001;PF00057;PF02931;PF02932;PF13855
Group	GO:0019865	immunoglobulin binding	3	6.64	2.20e-05	1.47e-04	5|231|6|2762	PF00061;PF00094;PF01826;PF08742;PF13895
Group	GO:0001653	peptide receptor activity	3	6.33	2.18e-05	1.47e-04	6|231|9|2762	PF00001;PF00057;PF00211;PF01094;PF07714;PF13855
Group	GO:0005272	sodium channel activity	3	6.62	4.78e-05	2.96e-04	4|231|4|2762	PF00858;PF06512;PF07686;PF11933
Group	GO:0017147	Wnt-protein binding	3	5.54	1.04e-04	5.91e-04	6|231|11|2762	PF00041;PF00051;PF00057;PF01392;PF01534;PF07714
Group	GO:0016597	amino acid binding	3	5.01	1.07e-04	5.91e-04	9|231|25|2762	PF00003;PF00060;PF00497;PF01094;PF02898;PF02931;PF02932;PF03024;PF07562
Group	GO:0005179	hormone activity	3	5.13	1.10e-04	5.92e-04	8|231|20|2762	PF00002;PF00007;PF00123;PF00159;PF00386;PF00918;PF01391;PF02793
Group	GO:0017022	myosin binding	3	5.54	1.78e-04	8.96e-04	5|231|8|2762	PF00022;PF00041;PF00063;PF00071;PF13385
Group	GO:0043499	eukaryotic cell surface binding	3	5.79	2.23e-04	1.06e-03	4|231|5|2762	PF00084;PF00386;PF01391;PF07686
Group	GO:0005518	collagen binding	3	4.90	2.45e-04	1.13e-03	7|231|17|2762	PF00041;PF00094;PF01826;PF07645;PF07714;PF08742;PF13855
Group	GO:0005249	voltage-gated potassium channel activity	3	5.12	3.74e-04	1.63e-03	5|231|9|2762	PF00027;PF01007;PF02214;PF03520;PF13426
Group	GO:0008329	pattern recognition receptor activity	3	5.12	3.74e-04	1.63e-03	5|231|9|2762	PF00059;PF01391;PF01510;PF13516;PF13855
Group	GO:0016500	protein-hormone receptor activity	3	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00057;PF13306;PF13855
Group	GO:0035375	zymogen binding	3	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00100;PF00431;PF00530
Group	GO:0004687	myosin light chain kinase activity	3	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00041;PF07679;PF13895
Group	GO:0005030	neurotrophin receptor activity	3	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF07679;PF07714;PF13855
Group	GO:0019825	oxygen binding	3	5.16	6.25e-04	2.01e-03	4|231|6|2762	PF00042;PF00067;PF00211;PF00273
Group	GO:0016849	phosphorus-oxygen lyase activity	3	5.16	6.25e-04	2.01e-03	4|231|6|2762	PF00211;PF01094;PF06327;PF07714
Group	GO:0017046	peptide hormone binding	3	4.76	6.97e-04	2.20e-03	5|231|10|2762	PF00001;PF00002;PF00041;PF02793;PF07714
Group	GO:0001228	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor	3	4.44	8.43e-04	2.56e-03	6|231|15|2762	PF00157;PF00870;PF01833;PF03299;PF07710;PF12444
Group	GO:0009975	cyclase activity	3	4.67	1.36e-03	3.92e-03	4|231|7|2762	PF00211;PF01094;PF06327;PF07714
Group	GO:0008083	growth factor activity	3	4.67	1.36e-03	3.92e-03	4|231|7|2762	PF00019;PF00059;PF00167;PF01415
Group	GO:0001664	G-protein coupled receptor binding	3	4.02	1.81e-03	5.10e-03	6|231|17|2762	PF00001;PF00048;PF00110;PF00503;PF00615;PF01392
Group	GO:0051637	Gram-positive bacterial cell surface binding	3	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF00100;PF00431;PF00530
Group	GO:0042834	peptidoglycan binding	3	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF01510;PF05729;PF13516
Group	GO:0043495	protein anchor	3	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF00063;PF01576;PF02736
Group	GO:0051636	Gram-negative bacterial cell surface binding	3	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF00100;PF00431;PF00530
Group	GO:0097161	DH domain binding	3	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF00041;PF01404;PF07714
Group	GO:0019842	vitamin binding	3	3.84	2.00e-03	5.29e-03	7|231|23|2762	PF00001;PF00061;PF00273;PF01053;PF01122;PF03024;PF03765
Group	GO:0015108	chloride transmembrane transporter activity	3	3.93	2.88e-03	6.54e-03	5|231|13|2762	PF01062;PF02931;PF02932;PF08434;PF09315
Group	GO:0048029	monosaccharide binding	3	3.93	2.88e-03	6.54e-03	5|231|13|2762	PF00040;PF00059;PF00089;PF00337;PF13895
Group	GO:0016247	channel regulator activity	3	3.71	4.18e-03	9.10e-03	5|231|14|2762	PF00089;PF00167;PF00520;PF02210;PF02214
Group	GO:0004896	cytokine receptor activity	3	3.71	4.18e-03	9.10e-03	5|231|14|2762	PF00001;PF00041;PF07679;PF13895;PF13927
Group	GO:0043548	phosphatidylinositol 3-kinase binding	3	3.92	4.29e-03	9.21e-03	4|231|9|2762	PF00041;PF07679;PF07714;PF13895
Group	GO:0005234	extracellular-glutamate-gated ion channel activity	4	6.62	4.78e-05	2.96e-04	4|231|4|2762	PF00060;PF00497;PF01094;PF10613
Group	GO:0042056	chemoattractant activity	4	5.79	2.23e-04	1.06e-03	4|231|5|2762	PF00019;PF00048;PF00167;PF00688
Group	GO:0016941	natriuretic peptide receptor activity	4	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00211;PF01094;PF07714
Group	GO:0005160	transforming growth factor beta receptor binding	4	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00019;PF00100;PF00688
Group	GO:0043176	amine binding	4	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00001;PF02931;PF02932
Group	GO:0001640	adenylate cyclase inhibiting G-protein coupled glutamate receptor activity	4	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00003;PF01094;PF07562
Group	GO:0016015	morphogen activity	4	5.74	5.78e-04	1.94e-03	3|231|3|2762	PF00019;PF00688;PF03045
Group	GO:0005501	retinoid binding	4	4.82	2.17e-03	5.29e-03	3|231|4|2762	PF00001;PF00061;PF00201
