###################################################################################################################################################################
#Enrichment results using 'Cellular Component from Gene Ontology (GO)', created by dcGO Enrichment at 9/02/2017 13:41:18 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0030054	cell junction	1	4.70	2.21e-05	2.34e-04	33|205|356|4686	PF00023;PF00041;PF00098;PF00130;PF00169;PF00241;PF00350;PF00397;PF00514;PF00611;PF00612;PF00664;PF00690;PF00780;PF00786;PF00969;PF01843;PF02140;PF02181;PF02828;PF05773;PF06325;PF07645;PF07653;PF07679;PF08416;PF08688;PF10409;PF12348;PF12796;PF13606;PF13855;PF14604
Group	GO:0031224	intrinsic component of membrane	1	4.12	9.16e-05	6.62e-04	46|205|608|4686	PF00027;PF00041;PF00057;PF00122;PF00188;PF00350;PF00413;PF00452;PF00596;PF00664;PF00689;PF00690;PF00757;PF00969;PF01030;PF01064;PF01403;PF01404;PF01437;PF01477;PF01699;PF01833;PF02140;PF02148;PF02177;PF02214;PF02225;PF03133;PF04103;PF04144;PF06325;PF06472;PF07653;PF07679;PF08246;PF10277;PF12796;PF12906;PF12924;PF12947;PF13246;PF13347;PF13360;PF13855;PF13903;PF13920
Group	GO:0016604	nuclear body	2	7.02	9.24e-08	2.94e-06	18|205|95|4686	PF00076;PF00098;PF00389;PF00397;PF00622;PF00643;PF00651;PF00989;PF01403;PF01485;PF02037;PF02769;PF02828;PF03828;PF07707;PF13765;PF14324;PF14555
Group	GO:0000151	ubiquitin ligase complex	2	6.22	6.24e-07	1.65e-05	20|205|130|4686	PF00134;PF00179;PF00400;PF00622;PF00651;PF01485;PF02214;PF02225;PF03256;PF04695;PF07525;PF07653;PF07707;PF11515;PF12895;PF13414;PF13415;PF13606;PF13920;PF13964
Group	GO:0048471	perinuclear region of cytoplasm	2	6.13	9.98e-07	2.27e-05	19|205|122|4686	PF00041;PF00098;PF00122;PF00130;PF00241;PF00397;PF00514;PF00583;PF00596;PF00610;PF00618;PF00640;PF00789;PF01909;PF02181;PF02214;PF03256;PF04695;PF13344
Group	GO:0043235	receptor complex	2	5.55	8.76e-06	1.16e-04	16|205|104|4686	PF00027;PF00041;PF00057;PF00757;PF00989;PF01030;PF01064;PF01403;PF01437;PF01833;PF06325;PF07645;PF07653;PF13855;PF14598;PF14843
Group	GO:0031252	cell leading edge	2	4.85	5.03e-05	4.21e-04	17|205|132|4686	PF00041;PF00130;PF00169;PF00241;PF00514;PF00611;PF00612;PF00780;PF00786;PF00969;PF02214;PF02893;PF07645;PF07687;PF08416;PF14598;PF14604
Group	GO:0044433	cytoplasmic vesicle part	2	4.57	6.18e-05	4.92e-04	23|205|218|4686	PF00023;PF00041;PF00049;PF00082;PF00341;PF00350;PF00400;PF00640;PF00899;PF00969;PF01217;PF01404;PF01417;PF01496;PF02225;PF04144;PF04810;PF05773;PF08246;PF12705;PF12763;PF13606;PF13765
Group	GO:0030133	transport vesicle	2	4.72	8.97e-05	6.62e-04	15|205|112|4686	PF00049;PF00130;PF00640;PF00651;PF00899;PF00969;PF01217;PF01496;PF04144;PF04810;PF07687;PF07707;PF12763;PF13360;PF14604
Group	GO:0009986	cell surface	2	4.35	1.08e-04	7.26e-04	24|205|241|4686	PF00019;PF00025;PF00040;PF00041;PF00057;PF00082;PF00169;PF00341;PF00611;PF00688;PF00689;PF00969;PF01064;PF01403;PF01833;PF02225;PF05790;PF06325;PF07645;PF07679;PF12947;PF13855;PF14554;PF14604
Group	GO:0099503	secretory vesicle	2	4.52	1.33e-04	8.45e-04	16|205|129|4686	PF00019;PF00049;PF00082;PF00093;PF00130;PF00341;PF00350;PF00612;PF00688;PF01217;PF01496;PF07687;PF08246;PF12763;PF14554;PF14604
Group	GO:0016529	sarcoplasmic reticulum	2	5.15	1.51e-04	9.23e-04	8|205|37|4686	PF00122;PF00254;PF00596;PF00622;PF00689;PF00690;PF07645;PF13246
Group	GO:0042383	sarcolemma	2	4.63	1.75e-04	1.03e-03	12|205|81|4686	PF00122;PF00188;PF00397;PF00622;PF00643;PF00689;PF00690;PF00702;PF01477;PF01699;PF13246;PF13765
Group	GO:0032153	cell division site	2	4.74	2.58e-04	1.47e-03	9|205|50|4686	PF00025;PF00130;PF00169;PF00611;PF00612;PF02181;PF06367;PF06371;PF14604
Group	GO:0005635	nuclear envelope	2	4.12	4.05e-04	2.22e-03	15|205|128|4686	PF00041;PF00098;PF00400;PF00415;PF00514;PF00586;PF01465;PF02769;PF02828;PF03810;PF06309;PF07679;PF08389;PF13344;PF13606
Group	GO:0098797	plasma membrane protein complex	2	3.99	6.08e-04	3.05e-03	14|205|119|4686	PF00049;PF00098;PF00397;PF00400;PF00514;PF00596;PF00640;PF00664;PF00969;PF01217;PF01335;PF06325;PF06472;PF13606
Group	GO:0031253	cell projection membrane	2	4.03	9.18e-04	4.31e-03	10|205|71|4686	PF00027;PF00169;PF00350;PF00611;PF00664;PF06325;PF07653;PF08416;PF12763;PF14604
Group	GO:0005815	microtubule organizing center	2	3.82	9.21e-04	4.31e-03	14|205|124|4686	PF00025;PF00134;PF00400;PF00415;PF00452;PF00514;PF00581;PF01553;PF02148;PF07653;PF08442;PF12348;PF13606;PF13964
Group	GO:0005769	early endosome	2	4.18	9.74e-04	4.43e-03	8|205|48|4686	PF00041;PF00057;PF00082;PF00415;PF00664;PF01064;PF01404;PF02148
Group	GO:0031984	organelle subcompartment	2	3.72	1.05e-03	4.65e-03	15|205|140|4686	PF00025;PF00082;PF00122;PF00169;PF00254;PF00350;PF00702;PF00969;PF01217;PF01465;PF04144;PF07707;PF12906;PF13344;PF13855
Group	GO:0031673	H zone	3	7.06	3.21e-05	3.19e-04	5|205|10|4686	PF00122;PF00596;PF00689;PF00690;PF13246
Group	GO:0098533	ATPase dependent transmembrane transport complex	3	6.12	3.73e-05	3.30e-04	7|205|23|4686	PF00122;PF00596;PF00664;PF00689;PF00690;PF06472;PF13246
Group	GO:0045179	apical cortex	3	6.12	3.73e-05	3.30e-04	7|205|23|4686	PF00130;PF00612;PF02828;PF07653;PF12763;PF12796;PF14604
Group	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	3	5.81	1.10e-04	7.26e-04	6|205|19|4686	PF00122;PF00583;PF00596;PF00689;PF00690;PF13246
Group	GO:0005905	clathrin-coated pit	3	5.26	4.49e-04	2.38e-03	5|205|16|4686	PF00611;PF00640;PF01217;PF12763;PF14604
Group	GO:0033588	Elongator holoenzyme complex	3	5.06	6.14e-04	3.05e-03	5|205|17|4686	PF00400;PF00583;PF04055;PF04762;PF13606
Group	GO:0030666	endocytic vesicle membrane	3	4.52	1.38e-03	5.93e-03	5|205|20|4686	PF00640;PF00969;PF01217;PF01496;PF08246
Group	GO:0002116	semaphorin receptor complex	3	5.47	1.50e-03	6.26e-03	3|205|6|4686	PF01403;PF01437;PF01833
Group	GO:0031463	Cul3-RING ubiquitin ligase complex	3	4.66	1.86e-03	7.59e-03	4|205|13|4686	PF00651;PF02214;PF07707;PF13964
