###################################################################################################################################################################
#Enrichment results using 'Molecular Function from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:41:00 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0005102	receptor binding	2	5.57	5.23e-07	1.31e-05	41|280|186|2762	PF00019;PF00041;PF00049;PF00053;PF00059;PF00090;PF00093;PF00094;PF00130;PF00168;PF00169;PF00270;PF00271;PF00307;PF00373;PF00400;PF00435;PF00515;PF00688;PF00989;PF01391;PF01392;PF01403;PF01421;PF01437;PF01562;PF01826;PF02210;PF02377;PF03921;PF07645;PF07653;PF07679;PF07686;PF08447;PF08742;PF10600;PF10608;PF12697;PF12796;PF13855
Group	GO:0030554	adenyl nucleotide binding	2	5.54	1.68e-06	3.61e-05	26|280|97|2762	PF00027;PF00063;PF00122;PF00130;PF00271;PF00289;PF00349;PF00385;PF00501;PF00586;PF00675;PF00689;PF00690;PF00702;PF00780;PF01064;PF01751;PF01909;PF02518;PF02769;PF05193;PF06733;PF08515;PF08926;PF13086;PF13589
Group	GO:0019199	transmembrane receptor protein kinase activity	2	6.06	2.23e-06	3.92e-05	13|280|30|2762	PF00041;PF00754;PF00757;PF01030;PF01064;PF01392;PF01403;PF07645;PF07647;PF07679;PF07686;PF08515;PF13855
Group	GO:0005509	calcium ion binding	2	5.51	4.47e-06	7.15e-05	18|280|56|2762	PF00059;PF00086;PF00122;PF00149;PF00153;PF00168;PF00683;PF00689;PF00690;PF00702;PF00754;PF01421;PF01477;PF02210;PF07645;PF07647;PF08487;PF13405
Group	GO:0019900	kinase binding	2	5.42	5.94e-06	8.71e-05	18|280|57|2762	PF00027;PF00041;PF00169;PF00307;PF00400;PF00415;PF00564;PF00778;PF01562;PF02210;PF02518;PF02865;PF07653;PF09058;PF10600;PF10608;PF11934;PF12796
Group	GO:0004713	protein tyrosine kinase activity	2	5.60	8.05e-06	1.09e-04	13|280|33|2762	PF00041;PF00169;PF00373;PF00611;PF00754;PF00757;PF01030;PF01392;PF01403;PF01833;PF07647;PF07679;PF07686
Group	GO:0008047	enzyme activator activity	2	4.80	4.18e-05	4.32e-04	17|280|59|2762	PF00019;PF00045;PF00063;PF00085;PF00086;PF00168;PF00226;PF00400;PF00413;PF00611;PF00688;PF01412;PF01471;PF02145;PF07647;PF08246;PF12763
Group	GO:0008289	lipid binding	2	4.57	4.74e-05	4.64e-04	24|280|102|2762	PF00053;PF00054;PF00063;PF00130;PF00149;PF00168;PF00169;PF00373;PF00400;PF00435;PF00452;PF00564;PF00610;PF00611;PF00622;PF00754;PF01302;PF01369;PF01412;PF03765;PF07651;PF07654;PF12796;PF13716
Group	GO:0038024	cargo receptor activity	2	5.54	5.18e-05	4.80e-04	7|280|12|2762	PF00057;PF00530;PF01033;PF01391;PF02225;PF04389;PF07645
Group	GO:0008237	metallopeptidase activity	2	4.52	1.68e-04	1.41e-03	12|280|37|2762	PF00040;PF00045;PF00090;PF00413;PF00557;PF00675;PF01400;PF01421;PF01471;PF01562;PF04389;PF05193
Group	GO:0042623	ATPase activity, coupled	2	3.94	3.06e-04	2.25e-03	24|280|114|2762	PF00063;PF00122;PF00270;PF00271;PF00373;PF00385;PF00622;PF00689;PF00690;PF00702;PF01496;PF01751;PF02518;PF04408;PF06079;PF06733;PF08393;PF12710;PF12774;PF12775;PF12780;PF13086;PF13246;PF13405
Group	GO:0003779	actin binding	2	4.01	4.45e-04	2.80e-03	15|280|58|2762	PF00063;PF00241;PF00307;PF00400;PF00435;PF00651;PF01044;PF02181;PF06367;PF06371;PF07651;PF07707;PF10409;PF12510;PF13405
Group	GO:0005516	calmodulin binding	2	4.09	4.94e-04	2.81e-03	12|280|41|2762	PF00063;PF00122;PF00130;PF00149;PF00168;PF00622;PF00689;PF00690;PF00702;PF01496;PF08232;PF13857
Group	GO:0004175	endopeptidase activity	2	3.91	5.26e-04	2.90e-03	16|280|65|2762	PF00040;PF00045;PF00057;PF00082;PF00413;PF00530;PF00675;PF00754;PF01400;PF01471;PF01562;PF02148;PF02225;PF05193;PF08246;PF13405
Group	GO:0046914	transition metal ion binding	2	3.60	6.84e-04	3.65e-03	29|280|156|2762	PF00045;PF00097;PF00122;PF00149;PF00258;PF00383;PF00413;PF00557;PF00667;PF00675;PF00689;PF00690;PF00702;PF01033;PF01179;PF01302;PF01352;PF01421;PF01433;PF01471;PF01485;PF01562;PF02008;PF02148;PF04116;PF04389;PF05193;PF05485;PF07258
Group	GO:0003774	motor activity	2	3.98	8.29e-04	4.28e-03	10|280|32|2762	PF00063;PF00169;PF00373;PF07728;PF08393;PF09379;PF12774;PF12775;PF12780;PF13405
Group	GO:0005201	extracellular matrix structural constituent	2	4.31	9.54e-04	4.31e-03	6|280|13|2762	PF00053;PF00093;PF01391;PF02210;PF07645;PF13855
Group	GO:0001948	glycoprotein binding	2	4.05	1.21e-03	5.09e-03	7|280|18|2762	PF00093;PF00094;PF00307;PF01826;PF02210;PF07645;PF08742
Group	GO:0016881	acid-amino acid ligase activity	2	3.48	1.29e-03	5.14e-03	20|280|97|2762	PF00097;PF00168;PF00179;PF00240;PF00400;PF00415;PF00515;PF00622;PF00651;PF01485;PF02214;PF02225;PF03133;PF03256;PF05773;PF07707;PF12796;PF12906;PF13639;PF14324
Group	GO:0030507	spectrin binding	2	4.18	1.70e-03	6.49e-03	5|280|10|2762	PF00373;PF00435;PF08736;PF09379;PF09380
Group	GO:0050839	cell adhesion molecule binding	2	3.62	2.08e-03	7.80e-03	9|280|30|2762	PF00041;PF00373;PF01044;PF02210;PF07653;PF07679;PF07686;PF09379;PF09380
Group	GO:0004674	protein serine/threonine kinase activity	2	3.44	2.27e-03	8.08e-03	12|280|48|2762	PF00027;PF00041;PF00130;PF00168;PF00169;PF00271;PF00780;PF01064;PF05773;PF07679;PF08515;PF08926
Group	GO:0005518	collagen binding	3	5.86	1.17e-05	1.47e-04	9|280|17|2762	PF00041;PF00093;PF00094;PF00754;PF01826;PF03165;PF07645;PF08742;PF13855
Group	GO:0008022	protein C-terminus binding	3	5.62	2.13e-05	2.50e-04	9|280|18|2762	PF00122;PF00515;PF00689;PF00690;PF00778;PF00899;PF07653;PF10600;PF10608
Group	GO:0051087	chaperone binding	3	6.09	2.42e-05	2.67e-04	6|280|8|2762	PF00085;PF00094;PF00226;PF00515;PF01826;PF08742
Group	GO:0042169	SH2 domain binding	3	4.89	3.07e-04	2.25e-03	6|280|11|2762	PF00041;PF00169;PF00400;PF00564;PF00757;PF01030
Group	GO:0005319	lipid transporter activity	3	4.63	2.82e-04	2.25e-03	8|280|19|2762	PF00122;PF00169;PF00501;PF00702;PF02121;PF03765;PF12710;PF13246
Group	GO:0035255	ionotropic glutamate receptor binding	3	5.18	4.77e-04	2.80e-03	4|280|5|2762	PF07653;PF10600;PF10608;PF12796
Group	GO:0008143	poly(A) RNA binding	3	5.18	4.77e-04	2.80e-03	4|280|5|2762	PF00076;PF00270;PF00271;PF00622
Group	GO:0005545	1-phosphatidylinositol binding	3	5.18	4.77e-04	2.80e-03	4|280|5|2762	PF00169;PF00435;PF07651;PF13716
Group	GO:0042731	PH domain binding	3	5.18	4.77e-04	2.80e-03	4|280|5|2762	PF00373;PF08736;PF09379;PF09380
Group	GO:0043548	phosphatidylinositol 3-kinase binding	3	4.52	9.24e-04	4.28e-03	5|280|9|2762	PF00041;PF00169;PF00757;PF01030;PF07679
Group	GO:0031072	heat shock protein binding	3	4.52	9.24e-04	4.28e-03	5|280|9|2762	PF00226;PF00254;PF00515;PF00989;PF08447
Group	GO:0043130	ubiquitin binding	3	4.09	9.08e-04	4.28e-03	8|280|22|2762	PF00179;PF00226;PF00240;PF00400;PF00564;PF00789;PF01485;PF02148
Group	GO:0030165	PDZ domain binding	3	4.09	9.08e-04	4.28e-03	8|280|22|2762	PF00122;PF00689;PF00690;PF00702;PF01392;PF07679;PF07686;PF10409
Group	GO:0047485	protein N-terminus binding	3	4.59	1.32e-03	5.14e-03	4|280|6|2762	PF00094;PF00271;PF01826;PF08742
Group	GO:0005384	manganese ion transmembrane transporter activity	3	4.59	1.32e-03	5.14e-03	4|280|6|2762	PF00122;PF00689;PF00690;PF00702
Group	GO:0030145	manganese ion binding	3	3.84	2.34e-03	8.08e-03	6|280|15|2762	PF00122;PF00149;PF00557;PF00689;PF00690;PF00702
Group	GO:0046332	SMAD binding	3	3.64	2.34e-03	8.08e-03	8|280|25|2762	PF00019;PF00093;PF00688;PF00778;PF01064;PF01391;PF03165;PF08515
Group	GO:0046625	sphingolipid binding	3	4.12	2.83e-03	9.38e-03	4|280|7|2762	PF00053;PF00169;PF01302;PF12796
Group	GO:0071814	protein-lipid complex binding	3	4.12	2.83e-03	9.38e-03	4|280|7|2762	PF00057;PF00082;PF01391;PF07645
Group	GO:0005086	ARF guanyl-nucleotide exchange factor activity	4	5.16	1.03e-03	4.43e-03	3|280|3|2762	PF01369;PF09324;PF12783
Group	GO:0034237	protein kinase A regulatory subunit binding	4	5.16	1.03e-03	4.43e-03	3|280|3|2762	PF01369;PF09324;PF12783
