###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 30/05/2016 17:04:37 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0048518	positive regulation of biological process	1	6.16	3.32e-09	2.35e-07	127|425|667|3527	PF00019;PF00020;PF00024;PF00027;PF00040;PF00053;PF00057;PF00059;PF00063;PF00072;PF00076;PF00086;PF00093;PF00122;PF00130;PF00133;PF00168;PF00169;PF00179;PF00240;PF00241;PF00270;PF00271;PF00307;PF00349;PF00362;PF00373;PF00400;PF00435;PF00452;PF00515;PF00530;PF00564;PF00605;PF00611;PF00618;PF00630;PF00642;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00870;PF00884;PF00969;PF00989;PF01017;PF01030;PF01302;PF01335;PF01391;PF01392;PF01403;PF01426;PF01437;PF01476;PF01485;PF01562;PF01585;PF01699;PF01833;PF02177;PF02181;PF02182;PF02185;PF02198;PF02218;PF02259;PF02260;PF02434;PF02463;PF02518;PF02865;PF03165;PF03172;PF03727;PF04811;PF04868;PF05790;PF06367;PF06371;PF06733;PF07525;PF07534;PF07645;PF07653;PF07679;PF07686;PF07710;PF07965;PF08209;PF08210;PF08246;PF08313;PF08563;PF08725;PF08788;PF09307;PF09771;PF10358;PF10401;PF10409;PF10524;PF11413;PF11648;PF11717;PF11971;PF12548;PF12697;PF12756;PF12763;PF12796;PF12924;PF12925;PF13086;PF13353;PF13405;PF13637;PF13639;PF13716;PF13855;PF14259;PF14324
Group	GO:0051128	regulation of cellular component organization	1	6.34	4.31e-09	2.84e-07	76|425|333|3527	PF00019;PF00024;PF00059;PF00063;PF00072;PF00086;PF00130;PF00168;PF00169;PF00179;PF00226;PF00241;PF00254;PF00270;PF00271;PF00307;PF00373;PF00400;PF00435;PF00452;PF00515;PF00610;PF00611;PF00618;PF00622;PF00651;PF00688;PF00754;PF00757;PF00780;PF00870;PF01030;PF01044;PF01088;PF01302;PF01391;PF01392;PF01403;PF01437;PF01562;PF01833;PF02008;PF02145;PF02148;PF02181;PF02185;PF02259;PF02260;PF02463;PF02518;PF03165;PF04382;PF04811;PF06367;PF06371;PF06733;PF07645;PF07651;PF07653;PF07679;PF07686;PF07707;PF07710;PF08210;PF08563;PF08736;PF08953;PF08954;PF09379;PF09380;PF10409;PF12796;PF12895;PF12906;PF13637;PF13855
Group	GO:0007399	nervous system development	1	6.24	5.24e-09	3.22e-07	86|425|397|3527	PF00019;PF00024;PF00052;PF00053;PF00057;PF00063;PF00122;PF00130;PF00168;PF00169;PF00246;PF00254;PF00307;PF00373;PF00400;PF00415;PF00435;PF00452;PF00501;PF00515;PF00564;PF00610;PF00611;PF00618;PF00630;PF00651;PF00688;PF00690;PF00702;PF00754;PF00757;PF00778;PF00780;PF00870;PF00884;PF01017;PF01030;PF01044;PF01291;PF01391;PF01392;PF01403;PF01437;PF01562;PF01833;PF02145;PF02148;PF02177;PF02181;PF02263;PF02377;PF02671;PF02865;PF03165;PF06367;PF06371;PF06741;PF07525;PF07531;PF07645;PF07653;PF07679;PF07686;PF07710;PF07965;PF08295;PF08506;PF08563;PF08725;PF08736;PF08788;PF09379;PF09380;PF10409;PF10524;PF10608;PF12424;PF12548;PF12796;PF12924;PF12925;PF13385;PF13716;PF13855;PF13903;PF14324
Group	GO:0051239	regulation of multicellular organismal process	1	6.06	1.10e-08	6.31e-07	93|425|448|3527	PF00019;PF00020;PF00024;PF00027;PF00059;PF00063;PF00072;PF00076;PF00086;PF00093;PF00122;PF00130;PF00168;PF00169;PF00240;PF00254;PF00258;PF00271;PF00307;PF00373;PF00385;PF00400;PF00435;PF00452;PF00515;PF00530;PF00564;PF00605;PF00610;PF00611;PF00618;PF00622;PF00630;PF00642;PF00651;PF00667;PF00688;PF00689;PF00690;PF00702;PF00778;PF00780;PF00870;PF00884;PF00969;PF01017;PF01391;PF01392;PF01401;PF01403;PF01437;PF01562;PF01699;PF01753;PF01833;PF02177;PF02181;PF02198;PF02214;PF02377;PF02518;PF02865;PF03165;PF03226;PF04811;PF04818;PF06367;PF06371;PF06741;PF07525;PF07531;PF07645;PF07653;PF07679;PF07686;PF07710;PF08246;PF08563;PF09307;PF10401;PF10409;PF10524;PF10608;PF11648;PF12548;PF12763;PF12796;PF12924;PF12925;PF13353;PF13405;PF13716;PF13855
Group	GO:0050793	regulation of developmental process	1	6.03	1.47e-08	7.96e-07	86|425|405|3527	PF00019;PF00024;PF00057;PF00063;PF00072;PF00076;PF00086;PF00093;PF00130;PF00168;PF00169;PF00179;PF00241;PF00254;PF00270;PF00271;PF00307;PF00373;PF00385;PF00400;PF00435;PF00452;PF00515;PF00530;PF00564;PF00605;PF00610;PF00611;PF00618;PF00622;PF00630;PF00642;PF00651;PF00688;PF00778;PF00780;PF00870;PF00884;PF01017;PF01391;PF01392;PF01403;PF01437;PF01562;PF01753;PF01833;PF02177;PF02181;PF02185;PF02198;PF02377;PF02463;PF02518;PF02865;PF03165;PF03226;PF04382;PF04811;PF04818;PF06367;PF06371;PF07525;PF07531;PF07645;PF07679;PF07686;PF07710;PF08246;PF08563;PF08736;PF08953;PF09379;PF09380;PF10409;PF10524;PF12548;PF12763;PF12796;PF12906;PF12924;PF12925;PF13405;PF13637;PF13716;PF13855;PF14259
Group	GO:0080090	regulation of primary metabolic process	1	5.57	5.05e-08	2.45e-06	150|425|861|3527	PF00019;PF00020;PF00024;PF00027;PF00057;PF00059;PF00063;PF00072;PF00076;PF00086;PF00097;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00271;PF00307;PF00349;PF00373;PF00385;PF00400;PF00415;PF00435;PF00452;PF00501;PF00515;PF00530;PF00564;PF00605;PF00610;PF00611;PF00618;PF00630;PF00642;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF00789;PF00870;PF00899;PF00989;PF01017;PF01030;PF01088;PF01302;PF01335;PF01336;PF01352;PF01391;PF01392;PF01403;PF01412;PF01426;PF01437;PF01530;PF01585;PF01624;PF01751;PF01753;PF01833;PF02008;PF02145;PF02148;PF02177;PF02182;PF02198;PF02199;PF02218;PF02262;PF02377;PF02463;PF02671;PF02761;PF02762;PF02865;PF02985;PF03165;PF03167;PF03172;PF03489;PF03638;PF03727;PF03920;PF04408;PF04762;PF04818;PF04868;PF05033;PF05076;PF05184;PF05773;PF06733;PF06920;PF07525;PF07528;PF07531;PF07645;PF07653;PF07679;PF07686;PF07710;PF07973;PF08209;PF08210;PF08295;PF08313;PF08563;PF08662;PF08711;PF08788;PF09379;PF09380;PF09757;PF09771;PF10401;PF10524;PF11413;PF11717;PF11934;PF11971;PF11977;PF12047;PF12470;PF12697;PF12701;PF12756;PF12763;PF12796;PF12895;PF12924;PF12925;PF13086;PF13405;PF13639;PF13716;PF13831;PF13832;PF13854;PF13855;PF13905;PF14259;PF14324;PF14429
Group	GO:0000003	reproduction	1	5.69	7.61e-08	3.05e-06	85|425|412|3527	PF00019;PF00045;PF00053;PF00063;PF00072;PF00076;PF00122;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00258;PF00270;PF00271;PF00307;PF00350;PF00385;PF00400;PF00413;PF00435;PF00452;PF00564;PF00567;PF00618;PF00622;PF00630;PF00651;PF00667;PF00688;PF00702;PF00754;PF00757;PF00780;PF00870;PF00989;PF00999;PF01017;PF01030;PF01082;PF01131;PF01335;PF01392;PF01401;PF01465;PF01471;PF01504;PF01553;PF01562;PF01624;PF01715;PF01751;PF01753;PF02177;PF02181;PF02199;PF02259;PF02260;PF02463;PF02518;PF02865;PF03165;PF03489;PF03712;PF04083;PF04408;PF05033;PF05184;PF07525;PF07653;PF07679;PF07686;PF08700;PF09335;PF10585;PF12478;PF12796;PF12872;PF12924;PF12925;PF13589;PF13855;PF14259
Group	GO:0006928	cellular component movement	1	5.66	1.43e-07	5.06e-06	66|425|296|3527	PF00019;PF00024;PF00045;PF00052;PF00053;PF00057;PF00063;PF00072;PF00130;PF00168;PF00169;PF00226;PF00241;PF00282;PF00307;PF00362;PF00373;PF00400;PF00413;PF00435;PF00515;PF00530;PF00611;PF00618;PF00688;PF00754;PF00757;PF00778;PF00928;PF00989;PF01030;PF01217;PF01302;PF01403;PF01437;PF01471;PF01562;PF01602;PF01833;PF02148;PF02177;PF02181;PF02185;PF02214;PF03133;PF06367;PF06371;PF06480;PF06920;PF07645;PF07653;PF07679;PF07686;PF07965;PF08725;PF08953;PF08954;PF09379;PF10409;PF11413;PF11971;PF12924;PF12925;PF13405;PF13855;PF14429
Group	GO:0031323	regulation of cellular metabolic process	1	5.35	1.53e-07	5.20e-06	149|425|867|3527	PF00019;PF00020;PF00027;PF00057;PF00059;PF00063;PF00072;PF00076;PF00086;PF00097;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00254;PF00270;PF00271;PF00307;PF00349;PF00373;PF00385;PF00400;PF00415;PF00435;PF00452;PF00501;PF00515;PF00530;PF00564;PF00605;PF00610;PF00611;PF00618;PF00630;PF00642;PF00651;PF00688;PF00757;PF00778;PF00780;PF00789;PF00870;PF00899;PF00989;PF01017;PF01030;PF01088;PF01302;PF01336;PF01352;PF01391;PF01392;PF01403;PF01412;PF01426;PF01437;PF01477;PF01530;PF01585;PF01624;PF01751;PF01753;PF01833;PF02008;PF02145;PF02148;PF02177;PF02182;PF02198;PF02218;PF02259;PF02260;PF02377;PF02463;PF02518;PF02671;PF02770;PF02771;PF02865;PF02985;PF03165;PF03167;PF03172;PF03638;PF03727;PF03920;PF04408;PF04762;PF04818;PF04868;PF05033;PF05076;PF05773;PF06733;PF06920;PF07525;PF07528;PF07531;PF07645;PF07653;PF07679;PF07686;PF07710;PF07973;PF08209;PF08210;PF08295;PF08313;PF08563;PF08662;PF08711;PF08788;PF09379;PF09380;PF09757;PF09771;PF10401;PF10524;PF10608;PF11413;PF11717;PF11934;PF11971;PF11977;PF12047;PF12470;PF12697;PF12701;PF12756;PF12763;PF12796;PF12895;PF12924;PF12925;PF13086;PF13405;PF13639;PF13716;PF13831;PF13832;PF13854;PF13855;PF13905;PF14259;PF14324;PF14429
Group	GO:0042221	response to chemical stimulus	1	5.30	2.92e-07	8.88e-06	113|425|615|3527	PF00019;PF00020;PF00027;PF00040;PF00045;PF00052;PF00053;PF00057;PF00059;PF00063;PF00072;PF00076;PF00085;PF00093;PF00122;PF00130;PF00149;PF00153;PF00168;PF00169;PF00179;PF00224;PF00226;PF00240;PF00258;PF00270;PF00271;PF00307;PF00349;PF00362;PF00373;PF00400;PF00413;PF00435;PF00452;PF00501;PF00515;PF00583;PF00605;PF00622;PF00630;PF00651;PF00667;PF00688;PF00689;PF00690;PF00702;PF00754;PF00757;PF00778;PF00780;PF00870;PF00969;PF00989;PF00999;PF01017;PF01030;PF01082;PF01370;PF01391;PF01392;PF01403;PF01437;PF01471;PF01554;PF01833;PF01909;PF02145;PF02148;PF02177;PF02199;PF02218;PF02263;PF02463;PF02518;PF02760;PF02865;PF02881;PF02887;PF03165;PF03489;PF03712;PF03727;PF05184;PF06920;PF07525;PF07645;PF07653;PF07679;PF07686;PF07690;PF07710;PF07965;PF08246;PF08416;PF08563;PF08725;PF08736;PF08953;PF08954;PF10401;PF10409;PF10524;PF11413;PF12796;PF12924;PF12925;PF13405;PF13639;PF13716;PF13848;PF13855;PF14429
Group	GO:0060255	regulation of macromolecule metabolic process	1	5.21	2.99e-07	8.88e-06	148|425|868|3527	PF00019;PF00020;PF00024;PF00027;PF00057;PF00059;PF00072;PF00076;PF00097;PF00130;PF00149;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00271;PF00307;PF00349;PF00373;PF00385;PF00400;PF00415;PF00435;PF00452;PF00515;PF00530;PF00564;PF00567;PF00605;PF00610;PF00630;PF00642;PF00651;PF00688;PF00754;PF00757;PF00778;PF00780;PF00789;PF00870;PF00899;PF00989;PF01017;PF01030;PF01088;PF01302;PF01335;PF01336;PF01352;PF01391;PF01392;PF01403;PF01426;PF01437;PF01477;PF01530;PF01585;PF01624;PF01751;PF01753;PF01833;PF02008;PF02145;PF02148;PF02177;PF02182;PF02198;PF02218;PF02259;PF02262;PF02377;PF02463;PF02671;PF02761;PF02762;PF02865;PF02881;PF02985;PF03165;PF03167;PF03172;PF03638;PF03727;PF03920;PF04408;PF04762;PF04818;PF04868;PF05033;PF05076;PF05773;PF06464;PF06733;PF07525;PF07528;PF07531;PF07645;PF07653;PF07679;PF07686;PF07710;PF07973;PF08209;PF08210;PF08246;PF08295;PF08313;PF08563;PF08662;PF08711;PF08788;PF09379;PF09380;PF09416;PF09757;PF09771;PF10401;PF10409;PF10524;PF11413;PF11717;PF11934;PF11977;PF12047;PF12470;PF12701;PF12756;PF12763;PF12796;PF12872;PF12895;PF12924;PF12925;PF12933;PF12934;PF13086;PF13405;PF13639;PF13716;PF13831;PF13832;PF13854;PF13855;PF13905;PF14259;PF14324
