Feature	TotalMutations	TotalLength	ExpectedMutFrequency	fc_m	p_m	adjp_m	H_m	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Frame_Shift_Del_out	Frame_Shift_Ins_out	Nonsense_Mutation_out
PS50005|TPR_TPR_repeat_profile.	218	40359	0.0029976897311282	0.658773538059997	0.999999999985666	1	0.910365341423211	11	3	2	1	185	16	0	83	33	114
PS50006|FHA_DOMAIN_Forkhead-associated_(FHA)_domain_profile.	31	6352	0.000471798735650693	0.595211417843883	0.999357932976038	1	0.921829912859974	0	2	0	0	29	0	0	3	5	0
PS50007|PIPLC_X_DOMAIN_Phosphatidylinositol-specific_phospholipase_X-box_domain_profile.	98	14522	0.0010786305477203	0.823037630918485	0.978658364080005	1	0.944116244485539	2	1	1	0	85	9	0	5	5	16
PS50008|PIPLC_Y_DOMAIN_Phosphatidylinositol-specific_phospholipase_Y-box_domain_profile.	7	1043	7.74694712348351e-05	0.818528453376129	0.749325236861649	1	0.796453035938273	0	1	0	0	5	1	0	1	3	2
PS50009|RASGEF_CAT_Ras_guanine-nucleotide_exchange_factors_catalytic_domain_profile.	133	33540	0.00249120428112787	0.483624876581835	1	1	0.924744230566044	3	1	0	0	126	3	0	17	10	15
PS50010|DH_2_Dbl_homology_(DH)_domain_profile.	272	66152	0.00491348078727403	0.501471174846229	1	1	0.958346396412826	4	2	2	1	249	14	0	19	14	28
PS50011|PROTEIN_KINASE_DOM_Protein_kinase_domain_profile.	4030	729713	0.0541998851996024	0.673554918712925	1	1	0.962047495910161	259	93	28	2	3364	284	0	367	129	393
PS50012|RCC1_3_Regulator_of_chromosome_condensation_(RCC1)_repeat_profile.	169	43688	0.00324495326875118	0.471785501384003	1	1	0.944143309066422	8	1	2	0	140	18	0	48	32	71
PS50013|CHROMO_2_Chromo_and_chromo_shadow_domain_profile.	40	11416	0.000847930473266422	0.427332654355442	0.999999999861317	1	0.937354987979319	1	1	0	0	34	4	0	21	6	11
PS50014|BROMODOMAIN_2_Bromodomain_profile.	60	10768	0.00079979987177057	0.679573214448607	0.999403698343655	1	0.841252751475031	7	2	0	0	38	13	0	43	12	37
PS50015|SAP_B_Saposin_B_type_domain_profile.	55	9266	0.00068823789114284	0.723919779345713	0.99501352381455	1	0.944792188293734	2	1	1	0	47	4	0	7	3	9
PS50016|ZF_PHD_2_Zinc_finger_PHD-type_profile.	112	26630	0.00197795974974464	0.512940399171643	0.999999999999999	1	0.898844575076211	9	2	1	0	93	7	0	39	10	50
PS50017|DEATH_DOMAIN_Death_domain_profile.	33	8691	0.000645529409877231	0.463088759089912	0.999999851920974	1	0.90177555871195	2	3	0	0	27	1	0	11	9	10
PS50018|RAS_GTPASE_ACTIV_2_Ras_GTPase-activating_proteins_profile.	40	13915	0.00103354524662774	0.350587824802137	1	1	0.884408429958913	2	1	0	0	34	3	0	10	7	12
PS50020|WW_DOMAIN_2_WW/rsp5/WWP_domain_profile.	87	21511	0.00159774285305133	0.493263183539341	0.99999999999997	1	0.922061761785944	4	3	1	0	74	5	0	29	18	37
PS50021|CH_Calponin_homology_domain_profile.	243	49656	0.0036882301664784	0.596835421930673	1	1	0.947322522039592	10	6	5	0	203	19	0	23	10	32
PS50022|FA58C_3_Coagulation_factors_5/8_type_C_domain_(FA58C)_profile.	170	21946	0.00163005274757401	0.944742810718006	0.78063235288484	1	0.906977052932158	3	1	0	0	153	13	0	10	2	29
PS50023|LIM_DOMAIN_2_LIM_domain_profile.	326	57351	0.00425978105924164	0.693260816625553	0.999999999999257	1	0.959461779507271	10	7	2	0	288	19	0	62	26	61
PS50024|SEA_SEA_domain_profile.	123	6247	0.000463999795593495	2.40133999760274	1.42090812530415e-17	1.00174022833942e-14	0.907800378862392	5	2	1	0	110	5	0	10	11	13
PS50025|LAM_G_DOMAIN_Laminin_G_domain_profile.	253	21905	0.00162700744717072	1.40863123062862	1.38374590979773e-07	9.35412235023264e-05	0.912058385332457	8	6	1	0	225	13	0	14	12	23
PS50026|EGF_3_EGF-like_domain_profile.	594	68827	0.0051121680696836	1.05256192038746	0.109848987394262	1	0.922998011749096	26	15	3	0	505	45	0	384	124	252
PS50027|EGF_LAM_2_Laminin-type_EGF-like_(LE)_domain_profile.	89	13105	0.000973381994757924	0.828272096163362	0.969310832471001	1	0.874762309162627	4	0	2	0	77	6	0	33	8	51
PS50030|UBA_Ubiquitin-associated_domain_(UBA)_profile.	59	12456	0.00092517711764248	0.577688152988885	0.999998574969371	1	0.927460600028772	3	1	0	0	47	7	1	18	4	24
PS50031|EH_EH_domain_profile.	40	15736	0.00116880114990543	0.310017131553237	1	1	0.892979427106883	1	0	0	0	35	4	0	12	11	9
PS50032|KA1_Kinase_associated_domain_1_(KA1)_profile.	3	205	1.52265020164345e-05	1.78479131053234	0.237734668712237	1	0	2	0	0	0	1	0	0	3	0	1
PS50033|UBX_UBX_domain_profile.	42	7645	0.000567837111783619	0.670026299702788	0.997679079104016	1	0.959540047519668	0	0	1	0	37	4	0	7	2	10
PS50035|PLD_Phospholipase_D_phosphodiesterase_active_site_profile.	13	1516	0.000112601839302023	1.04583747637834	0.473117974411439	1	0.848186852612196	5	0	0	0	8	0	0	10	2	8
PS50038|FZ_Frizzled_(fz)_domain_profile.	118	7148	0.000530922128846214	2.01334181131213	6.02506356651778e-12	4.17536905159682e-09	0.931913865106387	5	1	0	0	105	7	0	5	2	9
PS50039|FORK_HEAD_3_Fork_head_domain_profile.	233	11650	0.000865310968251035	2.43921479106087	1.21157649560221e-32	8.7233507683359e-30	0.921850066890235	7	6	3	0	208	9	0	24	14	18
PS50040|EF1G_C_Elongation_factor_1_(EF-1)_gamma_C-terminal_domain_profile.	1	1771	0.000131542122298076	0.068865465586134	0.999999506637467	1	0	0	1	0	0	0	0	0	1	1	0
PS50041|C_TYPE_LECTIN_2_C-type_lectin_domain_profile.	516	37843	0.00281081227223381	1.66296915174194	8.32247749330624e-27	5.95057140771396e-24	0.935481145387645	16	8	3	0	448	41	0	32	10	71
PS50042|CNMP_BINDING_3_cAMP/cGMP_binding_motif_profile.	133	13483	0.00100145817896384	1.20305409482717	0.0206774549007215	1	0.943164746252883	4	3	1	0	114	10	1	11	11	45
PS50049|TNF_2_TNF_family_profile.	100	10352	0.000768901214020147	1.17813697404408	0.0590763621862622	1	0.960505386762635	4	1	1	0	88	6	0	8	5	10
PS50050|TNFR_NGFR_2_TNFR/NGFR_family_cysteine-rich_region_domain_profile.	52	11897	0.000883657046290349	0.533072073359523	0.999999840557552	1	0.975685161233252	3	1	1	0	41	6	0	13	1	16
PS50051|MCM_2_MCM_family_domain_profile.	43	7957	0.000591011105096436	0.659081538366327	0.998593808298288	1	0.859464233118385	0	0	0	0	41	2	0	4	4	11
PS50052|GUANYLATE_KINASE_2_Guanylate_kinase-like_domain_profile.	71	13697	0.0010173531615566	0.632197744635035	0.999987945086067	1	0.934642770571396	1	0	0	0	65	5	0	6	3	11
PS50053|UBIQUITIN_2_Ubiquitin_domain_profile.	140	28801	0.00213921211987966	0.592844121295304	0.999999999995075	1	0.916026311162894	11	2	1	1	119	6	0	21	8	21
PS50054|TYR_PHOSPHATASE_DUAL_Dual_specificity_protein_phosphatase_family_profile.	179	29231	0.00217115063630438	0.746843158974881	0.9999821266764	1	0.961395505631175	6	3	1	0	163	6	0	12	3	12
PS50055|TYR_PHOSPHATASE_PTP_PTP_type_protein_phosphatase_family_profile.	211	29319	0.00217768689082851	0.877714657583551	0.97509231612565	1	0.936972241640083	7	3	0	0	187	14	0	12	5	27
PS50056|TYR_PHOSPHATASE_2_Tyrosine_specific_protein_phosphatases_family_profile.	221	28671	0.00212955628933265	0.940090106421909	0.829279099650629	1	0.914405824745034	14	6	0	0	188	13	0	48	19	62
PS50057|FERM_3_FERM_domain_profile.	407	87894	0.0065283813084512	0.564748685895381	1	1	0.955860643728369	19	10	3	0	335	40	0	24	12	45
PS50058|G_PROTEIN_GAMMA_G-protein_gamma_subunit_domain_profile.	48	1711	0.000127085585122534	3.4214585029492	1.03200161456616e-12	7.17241122123482e-10	0.936470940059713	8	2	0	0	31	7	0	8	2	7
PS50059|FKBP_PPIASE_FKBP-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.	77	16333	0.00121314369480207	0.574969506250189	0.999999964330944	1	0.891580815214954	10	7	0	0	58	2	0	31	42	5
PS50060|MAM_2_MAM_domain_profile.	72	9098	0.000675759587051323	0.965176219808652	0.633773592250529	1	0.944177817316229	6	4	0	0	54	8	0	8	8	20
PS50061|ETS_DOMAIN_3_Ets-domain_profile.	112	17980	0.0013354756402707	0.759710947160225	0.998967085177334	1	0.937053665036677	4	2	0	0	101	5	0	20	17	17
PS50062|BCL2_FAMILY_BCL2-like_apoptosis_inhibitors_family_profile.	37	10828	0.000804256408946112	0.416748001797433	0.999999999831545	1	0.9652174041925	3	0	0	0	31	3	0	10	6	3
PS50063|BH4_2_Apoptosis_regulator,_Bcl-2_family_BH4_motif_profile.	1	775	5.75636051840817e-05	0.157368696197475	0.998261420434782	1	0	0	0	0	0	1	0	0	0	0	0
PS50064|PARP_ZN_FINGER_2_Poly(ADP-ribose)_polymerase_zinc_finger_domain_profile.	4	920	6.83335700249744e-05	0.530264085013232	0.942526801753475	1	0.861353116146786	0	1	0	0	3	0	0	0	1	1
PS50066|MADS_BOX_2_MADS-box_domain_profile.	10	3240	0.000240653007479258	0.376422035657541	0.999922389238585	1	0.984858661787547	1	1	0	0	8	0	0	1	1	0
PS50067|KINESIN_MOTOR_2_Kinesin_motor_domain_profile.	399	60457	0.00449048113369552	0.804908200566754	0.99999696128025	1	0.942421384232322	18	7	1	0	353	20	0	24	10	27
PS50068|LDLRA_2_LDL-receptor_class_A_(LDLRA)_domain_profile.	149	21260	0.00157909967253365	0.85475777015068	0.977010578108023	1	0.921770931339838	6	4	0	0	136	3	0	33	26	53
PS50069|CULLIN_2_Cullin_family_profile.	36	6774	0.00050314304711867	0.648152734560017	0.997870380459125	1	0.933849863095254	4	1	0	0	30	1	0	7	2	14
PS50070|KRINGLE_2_Kringle_domain_profile.	148	11440	0.000849713088136639	1.57781376344846	1.44366777759714e-07	9.74475749878067e-05	0.858907859332896	5	3	2	1	124	13	0	15	11	53
PS50071|HOMEOBOX_2_'Homeobox'_domain_profile.	756	28475	0.00211499826789255	3.23800945046886	8.74704833438139e-162	6.41158642910156e-159	0.959044576485426	35	5	4	0	664	48	0	124	51	111
PS50072|CSA_PPIASE_2_Cyclophilin-type_peptidyl-prolyl_cis-trans_isomerase_domain_profile.	90	20671	0.00153535133259375	0.531008009277437	0.999999999992542	1	0.942650465650378	4	0	1	1	81	3	0	7	0	3
PS50075|ACP_DOMAIN_Acyl_carrier_protein_phosphopantetheine_domain_profile.	3	1356	0.000100717740167245	0.269824645028857	0.998903506667352	1	0.56457503405358	0	0	0	0	3	0	0	2	1	5
PS50076|DNAJ_2_dnaJ_domain_profile.	110	21681	0.00161036970838203	0.618775949026095	0.999999981628249	1	0.939062057591832	3	1	2	0	94	10	0	14	1	22
PS50077|HEAT_REPEAT_HEAT_repeat_profile.	48	9144	0.000679176265552572	0.640213855921487	0.999643657602694	1	0.880776602325033	1	1	0	1	42	3	0	5	9	12
PS50078|POLO_BOX_POLO_box_domain_profile.	6	396	2.9413145358576e-05	1.84788999322793	0.110826332885849	1	0.815464876785729	0	0	0	0	5	1	0	4	0	3
PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	673	89203	0.0066256080944976	0.92014369157089	0.986426386498918	1	0.896311870360407	72	18	28	1	507	47	0	471	221	441
PS50081|ZF_DAG_PE_2_Zinc_finger_phorbol-ester/DAG-type_profile.	95	18281	0.001357832601768	0.633787553062694	0.999999369473538	1	0.930220436084423	3	2	1	0	84	5	0	24	14	26
PS50082|WD_REPEATS_2_Trp-Asp_(WD)_repeats_profile.	750	157588	0.0117049463403214	0.580441116485916	1	1	0.935676863497144	26	11	6	0	658	49	0	223	102	356
PS50084|KH_TYPE_1_Type-1_KH_domain_profile.	202	28909	0.00214723388679564	0.852193759373024	0.990887787518141	1	0.952686580995398	18	2	0	0	164	18	0	68	10	62
PS50085|RAPGAP_Rap_GTPase_activating_proteins_domain_profile.	30	10214	0.000758651178516401	0.358216387956853	0.999999999995802	1	0.934819793443868	3	0	3	0	24	0	0	4	1	3
PS50086|TBC_RABGAP_TBC/rab_GAP_domain_profile.	187	46527	0.0034558217527739	0.49018114850343	1	1	0.958654526720593	8	4	0	0	167	8	0	14	14	18
PS50088|ANK_REPEAT_Ankyrin_repeat_profile.	721	110801	0.00822981292645347	0.793618227432462	0.999999999957792	1	0.94926178838085	26	19	3	0	643	30	0	226	82	285
PS50089|ZF_RING_2_Zinc_finger_RING-type_profile.	404	63745	0.00473469937091521	0.772956918651337	0.999999972834761	1	0.9376099503697	35	9	2	0	340	18	0	112	50	80
PS50090|MYB_LIKE_Myb-like_domain_profile.	38	6958	0.000516809761123665	0.666069000145968	0.996923969493642	1	0.916324915823139	2	2	1	0	30	3	0	8	7	9
PS50092|TSP1_Thrombospondin_type-1_(TSP1)_repeat_profile.	276	22194	0.00164847310123292	1.51667856702892	5.36052504576659e-11	3.68268070644165e-08	0.922585549015153	16	7	0	0	231	22	0	46	32	108
PS50093|PKD_Polycystic_kidney_disease_(PKD)_domain_profile.	10	2439	0.000181158236185775	0.500044032607804	0.995002363031662	1	0.926628408029127	0	0	0	0	10	0	0	0	1	1
PS50095|PLAT_PLAT_domain_profile.	61	7315	0.000543326157318139	1.01703419176154	0.464622073051958	1	0.913954815346153	4	0	0	0	53	4	0	10	4	17
PS50096|IQ_IQ_motif_profile.	75	7709	0.00057259075143753	1.18654241360465	0.0805176615224018	1	0.894915944979968	1	10	1	0	59	4	0	8	16	22
PS50097|BTB_BTB_domain_profile.	353	60419	0.00448765866015101	0.712559642864402	0.999999999993952	1	0.963572680426457	17	8	0	0	313	15	0	39	14	34
PS50099|PRO_RICH_Proline-rich_region_profile.	4865	697502	0.0518073932169127	0.850662790824335	1	1	0.937748435633102	468	286	240	42	3636	193	0	905	503	543
PS50102|RRM_Eukaryotic_RNA_Recognition_Motif_(RRM)_profile.	1061	193761	0.0143917183278359	0.667834830878138	1	1	0.948466852876761	85	33	4	2	874	62	1	217	136	167
PS50103|ZF_C3H1_Zinc_finger_C3H1-type_profile.	109	16341	0.00121373789975881	0.813519405867555	0.98821754718179	1	0.858643466123791	4	8	2	1	92	2	0	52	54	40
PS50104|TIR_TIR_domain_profile.	68	12403	0.000921240509804085	0.668655187422958	0.999839585365967	1	0.953700449587438	4	0	0	0	62	2	0	10	3	14
PS50105|SAM_DOMAIN_SAM_domain_profile.	92	20596	0.00152978066112432	0.544784814472712	0.999999999964182	1	0.934442257835565	3	3	0	0	83	3	0	21	24	19
PS50106|PDZ_PDZ_domain_profile.	445	83625	0.0062112986884114	0.648998853226957	1	1	0.95074648940882	16	12	1	0	385	31	0	53	62	88
PS50108|CRIB_CRIB_domain_profile.	7	778	5.77864320428588e-05	1.09733313222533	0.454356633908721	1	0.811507562957249	0	0	0	0	7	0	0	0	2	2
PS50109|HIS_KIN_Histidine_kinase_domain_profile.	27	6043	0.000448847569196653	0.544918081736252	0.999821699505895	1	0.943709994269297	2	0	0	0	24	1	0	3	0	4
PS50112|PAS_PAS_repeat_profile.	90	15598	0.00115855111440169	0.703709870481722	0.999826037737859	1	0.943208136937253	4	2	0	0	79	5	0	19	11	16
PS50113|PAC_PAC_domain_profile.	14	260	1.93116610940145e-05	6.56711674516387	6.33718913164178e-08	4.29661423125313e-05	0.96110093337444	2	0	0	0	10	2	0	3	0	3
PS50114|GATA_ZN_FINGER_2_GATA-type_zinc_finger_domain_profile.	77	3951	0.000293462973009428	2.37686078096288	2.00853271406461e-11	1.38789610541865e-08	0.648172730826832	12	17	0	0	43	5	0	21	20	12
PS50115|ARFGAP_ARF_GTPase-activating_proteins_domain_profile.	76	19511	0.0014491916138666	0.475066178362528	0.999999999999951	1	0.92366870100035	11	3	0	0	55	7	0	25	8	16
PS50118|HMG_BOX_2_HMG_boxes_A_and_B_DNA-binding_domains_profile.	163	19377	0.00143923868084123	1.02593799593054	0.38225865274902	1	0.940147648192287	7	1	4	0	140	11	0	47	19	32
PS50119|ZF_BBOX_Zinc_finger_B-box_type_profile.	102	15087	0.00112059627278999	0.824550635276093	0.979653692600756	1	0.918452452033055	4	1	3	0	88	6	0	16	5	34
PS50125|GUANYLATE_CYCLASE_2_Guanylate_cyclase_domain_profile.	77	9153	0.000679844746128903	1.02599988480109	0.426131709915055	1	0.906041181543103	5	2	1	0	67	2	0	14	11	9
PS50126|S1_S1_domain_profile.	23	2621	0.000194676398951585	1.07023922537962	0.400536653507258	1	0.87292733996127	0	0	0	0	22	1	0	0	4	4
PS50127|UBIQUITIN_CONJUGAT_2_Ubiquitin-conjugating_enzymes_family_profile.	165	29258	0.00217315607803337	0.687795543996587	0.999999874648822	1	0.96990197496499	10	1	3	0	137	14	0	12	1	15
PS50128|SURP_SURP_motif_repeat_profile.	14	2730	0.000202772441487152	0.625439690015607	0.976727273540188	1	0.86482674925273	1	0	0	0	12	1	0	8	0	4
PS50132|RGS_RGS_domain_profile.	224	23206	0.00172364002826039	1.17724750753605	0.00920849700586111	1	0.941408879514229	10	3	1	0	192	18	0	26	14	32
PS50133|FCH_FCH_domain_profile.	55	9725	0.000722330400535735	0.689752254541633	0.998561692665415	1	0.975964673296083	4	1	0	0	39	11	0	4	1	11
PS50134|ZF_TAZ_Zinc_finger_TAZ-type_profile.	5	946	7.02647361343759e-05	0.644612788335324	0.885566691524221	1	0.743503278810111	0	0	0	0	4	1	0	0	0	3
PS50135|ZF_ZZ_2_Zinc_finger_ZZ-type_profile.	32	3850	0.0002859611354306	1.01369965342789	0.492920489458597	1	0.934320198063722	3	0	0	0	28	1	0	6	1	6
PS50137|DS_RBD_Double_stranded_RNA-binding_domain_(dsRBD)_profile.	85	17793	0.00132158609940692	0.582625912550367	0.99999998204378	1	0.913295759134991	7	8	0	0	62	8	0	25	17	25
PS50139|DRADA_REPEAT_DRADA_repeat_profile.	5	704	5.22900361930239e-05	0.866198434325591	0.683324121307051	1	0.960964047443681	0	0	0	0	5	0	0	0	0	0
PS50141|A_DEAMIN_EDITASE_Adenosine_to_inosine_editase_domain_profile.	58	6270	0.000465708134844119	1.12818546954968	0.195884665368764	1	0.937587069899873	3	0	0	0	53	2	0	4	1	3
PS50142|RNASE_3_2_Ribonuclease_III_family_domain_profile.	1	890	6.61053014372035e-05	0.137034538823644	0.999322886427752	1	0	0	0	0	0	1	0	0	0	0	0
PS50143|BIR_REPEAT_2_BIR_repeat_profile.	37	6001	0.000445727993173773	0.751965899593835	0.969555193807042	1	0.928981946514591	2	0	0	0	33	2	0	9	1	6
PS50144|MATH_MATH/TRAF_domain_profile.	90	8939	0.000663949763536137	1.22793003241681	0.0322724606212505	1	0.821411241723994	4	1	1	0	76	8	0	10	4	18
PS50145|ZF_TRAF_Zinc_finger_TRAF-type_profile.	33	3291	0.000244441064078468	1.22294269378621	0.144627332254668	1	0.946334767648029	4	0	0	0	26	3	0	4	4	10
PS50146|DAGK_DAG-kinase_catalytic_(DAGKc)_domain_profile.	62	13565	0.00100754877977041	0.55743205693245	0.999999862222492	1	0.938383739472946	3	1	0	0	52	6	0	6	5	13
PS50152|25A_SYNTH_3_2'-5'-oligoadenylate_synthase_N-terminal_region_profile.	34	6655	0.000494304248387179	0.623090179534706	0.998854318205701	1	0.897943233542458	1	0	0	0	31	2	0	2	1	2
PS50156|SSD_Sterol-sensing_domain_(SSD)_profile.	39	6806	0.000505519866945626	0.698864067377121	0.992489109622364	1	0.917159316107523	1	0	0	0	36	2	0	4	2	9
PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	6503	918524	0.0682239392104561	0.863462129801116	1	1	0.953913731589585	248	103	26	3	5615	508	0	3335	1474	5727
PS50158|ZF_CCHC_Zinc_finger_CCHC-type_profile.	30	3645	0.000270734633414165	1.00379209508678	0.516044871392834	1	0.790526527551971	4	0	0	0	25	1	0	15	7	26
PS50159|RIBOSOMAL_S13_2_Ribosomal_protein_S13_family_profile.	5	1430	0.00010621413601708	0.426436152283368	0.990801102555861	1	0.960964047443681	1	0	0	0	3	1	0	1	0	1
PS50160|DNA_LIGASE_A3_ATP-dependent_DNA_ligase_family_profile.	6	1474	0.000109482263279144	0.49644805788213	0.980730552094223	1	0.896240625180289	0	0	0	0	5	1	0	0	0	3
PS50162|RECA_2_RecA_family_profile_1.	36	8737	0.00064894608837848	0.502527941388298	0.999998791747229	1	0.938133538128258	4	0	0	0	29	3	0	4	1	3
PS50163|RECA_3_RecA_family_profile_2.	5	894	6.6402403915573e-05	0.682107044480108	0.85506862696501	1	0.827729376770643	0	1	0	0	4	0	0	0	1	1
PS50164|GIY_YIG_GIY-YIG_domain_profile.	4	1031	7.65781637997268e-05	0.473174547247501	0.968913159121948	1	0.64601483711009	1	0	0	0	3	0	0	2	0	1
PS50166|IMPORTIN_B_NT_Importin-beta_N-terminal_domain_profile.	13	6655	0.000494304248387179	0.23824036276327	0.999999999996316	1	0.958424899318874	0	0	0	0	11	2	0	2	0	3
PS50168|DED_Death_effector_domain_(DED)_profile.	37	6732	0.000500023471095791	0.670313036759151	0.996096256323798	1	0.908253285653364	1	2	1	0	26	7	0	3	4	14
PS50171|ZF_MATRIN_Zinc_finger_matrin-type_profile.	2	551	4.09258663953923e-05	0.442688709811409	0.939790097873169	1	0.356207187108022	0	0	0	0	2	0	0	2	0	3
PS50172|BRCT_BRCT_domain_profile.	64	14044	0.00104312680155515	0.555788046952063	0.99999992373431	1	0.940749886687118	5	3	0	0	48	8	0	14	5	15
PS50173|UMUC_UmuC_domain_profile.	19	8250	0.000612773861636999	0.280879278970645	0.99999999999923	1	0.942975722201073	1	0	0	0	18	0	0	3	1	2
PS50174|G_PATCH_G-patch_domain_profile.	18	4750	0.000352809193063727	0.462167013043111	0.999935810933216	1	0.848181084927367	1	1	0	0	16	0	0	6	3	3
PS50175|ASP_PROT_RETROV_Aspartyl_protease,_retroviral-type_family_profile.	3	891	6.61795770567959e-05	0.410642220717317	0.976497570713831	1	0.682606194485985	0	0	0	0	3	0	0	2	0	0
PS50176|ARM_REPEAT_Armadillo/plakoglobin_ARM_repeat_profile.	111	16142	0.00119895705145993	0.838659527344059	0.973934250337942	1	0.908292217977905	1	1	1	1	98	9	0	38	16	54
PS50177|NTF2_DOMAIN_Nuclear_transport_factor_2_domain_profile.	38	6900	0.000512501775187308	0.67166784101676	0.996322465558425	1	0.919731493779401	1	0	0	0	34	3	0	3	1	4
PS50178|ZF_FYVE_Zinc_finger_FYVE/FYVE-related_type_profile.	37	7823	0.00058105817207106	0.576830801925425	0.999906892694163	1	0.919050658299655	2	0	1	0	34	0	0	11	4	1
PS50179|VHS_VHS_domain_profile.	41	12341	0.000916635421389358	0.405185181239346	0.999999999996414	1	0.961958442761477	1	0	0	0	37	3	0	1	0	4
PS50180|GAE_Gamma-adaptin_ear_(GAE)_domain_profile.	3	339	2.51794350418112e-05	1.07929858011543	0.525667625450076	1	0.792481250360578	1	0	0	0	2	0	0	1	0	1
PS50181|FBOX_F-box_domain_profile.	65	15136	0.00112423577815001	0.523747890522451	0.999999997998521	1	0.902733772989482	3	0	0	2	55	5	0	16	2	19
PS50184|VWFC_2_VWFC_domain_profile.	114	13690	0.00101683323221946	1.01559710073389	0.446863036604501	1	0.913531817126846	7	2	0	0	95	10	0	22	8	24
PS50186|DEP_DEP_domain_profile.	69	8079	0.000600072730686705	1.04162532852581	0.383514281791138	1	0.927993683064743	2	2	0	0	62	3	0	4	4	9
PS50188|B302_SPRY_B30.2/SPRY_domain_profile.	660	83943	0.00623491833544177	0.958913645033041	0.8647288231966	1	0.94330765632968	27	11	4	0	585	33	0	57	24	77
PS50189|NTR_NTR_domain_profile.	68	8168	0.000606683260830425	1.01534406092152	0.466224223291709	1	0.911721746520992	4	7	1	0	49	7	0	11	10	15
PS50190|SEC7_SEC7_domain_profile.	50	9408	0.000698785029124956	0.648175699155204	0.999597231428172	1	0.936555104076891	4	1	0	0	45	0	0	5	2	5
PS50191|CRAL_TRIO_CRAL-TRIO_lipid_binding_domain_profile.	144	20316	0.00150898348763846	0.864458874563804	0.965626671155731	1	0.952594522628309	3	1	1	0	133	6	0	10	1	11
PS50192|T_SNARE_t-SNARE_coiled-coil_homology_domain_profile.	53	12918	0.000959492453894152	0.500380801696183	0.999999995300149	1	0.947295568287383	1	0	0	0	47	5	0	5	7	12
PS50194|FILAMIN_REPEAT_Filamin/ABP280_repeat_profile.	72	14739	0.00109474835717185	0.595778088596181	0.999999378260972	1	0.953754775257914	2	0	0	0	66	4	0	7	3	7
PS50195|PX_PX_domain_profile.	173	35619	0.0026456232942604	0.59235823416369	0.999999999999982	1	0.972090873242573	3	3	1	1	150	15	0	6	9	19
PS50196|RANBD1_Ran_binding_domain_type_1_profile.	17	5881	0.00043681491882269	0.352547623261645	0.999999931431732	1	0.925768080125334	1	0	0	0	15	1	0	6	0	3
PS50197|BEACH_BEACH_domain_profile.	48	9690	0.000719730753850003	0.604139886330864	0.99994289628569	1	0.917038443614842	1	0	0	0	45	2	0	2	1	3
PS50198|PPIC_PPIASE_2_PpiC-type_peptidyl-prolyl_cis-trans_isomerase_family_profile.	5	2161	0.000160509613939098	0.28218588512967	0.999894981344544	1	0.960964047443681	0	0	0	0	5	0	0	1	0	0
