Gene	Symbol	NormalTranscript	TumorTranscript	What	Feature	normalReps	tumorReps	nMacroScore	nMicroScore	nJaccard	tMacroScore	tMicroScore	tJaccard
8131	NPRL3	uc010uua.1	uc010uub.1	Gained_in_tumor	PF03666|Nitrogen_Permease_regulator_of_amino_acid_transport_activity_3	2/0	2/2	NA	NA	NA	1.0	1.0	1.0
8131	NPRL3	uc010uuc.1	uc010uub.1	Nothing	PF03666|Nitrogen_Permease_regulator_of_amino_acid_transport_activity_3	1/1	1/2	0.0806451612903	1.0	0.0806451612903	0.0	NA	0.0
8131	NPRL3	uc010uuc.1	uc010uub.1	Gained_in_tumor	PF03666|Nitrogen_Permease_regulator_of_amino_acid_transport_activity_3	2/1	2/2	NA	NA	NA	0.384615384615	0.192307692308	0.147058823529
23382	AHCYL2	uc003vov.2	uc011kox.1	Nothing	PF05221|S-adenosyl-L-homocysteine_hydrolase	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
23382	AHCYL2	uc003vov.2	uc011kox.1	Nothing	PF00670|S-adenosyl-L-homocysteine_hydrolase,_NAD_binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
23382	AHCYL2	uc011kow.1	uc011kox.1	Nothing	PF00670|S-adenosyl-L-homocysteine_hydrolase,_NAD_binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
23382	AHCYL2	uc011kow.1	uc011kox.1	Nothing	PF05221|S-adenosyl-L-homocysteine_hydrolase	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2720	GLB1	uc003cfi.1	uc003cfh.1	Nothing	PF01301|Glycosyl_hydrolases_family_35	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2720	GLB1	uc003cfi.1	uc003cfj.1	Nothing	PF01301|Glycosyl_hydrolases_family_35	1/1	1/2	0.51582278481	1.0	0.51582278481	0.0	NA	0.0
2720	GLB1	uc003cfi.1	uc003cfj.1	Gained_in_tumor	PF01301|Glycosyl_hydrolases_family_35	2/1	2/2	NA	NA	NA	0.0350877192982	0.125	0.0281690140845
2720	GLB1	uc003cfi.1	uc003cfj.1	Nothing	PF13364|Beta-galactosidase_jelly_roll_domain	1/0	1/1	NA	NA	NA	0.0	NA	0.0
2184	FAH	uc002bfm.1	uc002bfj.2	Nothing	PF09298|Fumarylacetoacetase_N-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2184	FAH	uc002bfm.1	uc002bfj.2	Nothing	PF01557|Fumarylacetoacetate_(FAA)_hydrolase_family	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2184	FAH	uc002bfm.1	uc002bfk.1	Nothing	PF09298|Fumarylacetoacetase_N-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2184	FAH	uc002bfm.1	uc002bfk.1	Nothing	PF01557|Fumarylacetoacetate_(FAA)_hydrolase_family	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2184	FAH	uc002bfj.2	uc002bfm.1	Nothing	PF09298|Fumarylacetoacetase_N-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2184	FAH	uc002bfj.2	uc002bfm.1	Nothing	PF01557|Fumarylacetoacetate_(FAA)_hydrolase_family	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfh.2	uc003qfq.2	Nothing	PF09316|C-myb,_C-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfh.2	uc003qfq.2	Nothing	PF07988|LMSTEN_motif	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfh.2	uc003qfq.2	Nothing	PF13921|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfh.2	uc003qfq.2	Nothing	PF00249|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfq.2	uc003qfi.2	Nothing	PF09316|C-myb,_C-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfq.2	uc003qfi.2	Nothing	PF07988|LMSTEN_motif	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfq.2	uc003qfi.2	Nothing	PF13921|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfq.2	uc003qfi.2	Nothing	PF00249|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfu.2	uc003qfc.2	Nothing	PF09316|C-myb,_C-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfu.2	uc003qfc.2	Nothing	PF07988|LMSTEN_motif	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfu.2	uc003qfc.2	Nothing	PF13921|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfu.2	uc003qfc.2	Nothing	PF00249|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc003qfz.2	uc003qfi.2	Gained_in_tumor	PF09316|C-myb,_C-terminal	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qfz.2	uc003qfi.2	Gained_in_tumor	PF07988|LMSTEN_motif	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qfz.2	uc003qfi.2	Gained_in_tumor	PF13921|Myb-like_DNA-binding_domain	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qfz.2	uc003qfi.2	Gained_in_tumor	PF00249|Myb-like_DNA-binding_domain	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qge.1	uc003qfi.2	Gained_in_tumor	PF09316|C-myb,_C-terminal	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qge.1	uc003qfi.2	Gained_in_tumor	PF07988|LMSTEN_motif	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qge.1	uc003qfi.2	Gained_in_tumor	PF13921|Myb-like_DNA-binding_domain	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc003qge.1	uc003qfi.2	Gained_in_tumor	PF00249|Myb-like_DNA-binding_domain	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
4602	MYB	uc010kgi.2	uc003qfh.2	Nothing	PF09316|C-myb,_C-terminal	1/1	1/1	0.0	NA	0.0	0.242603550296	0.259493670886	0.143356643357
4602	MYB	uc010kgi.2	uc003qfh.2	Nothing	PF07988|LMSTEN_motif	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc010kgi.2	uc003qfh.2	Nothing	PF13921|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc010kgi.2	uc003qfh.2	Nothing	PF00249|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc010kgj.2	uc003qfc.2	Nothing	PF09316|C-myb,_C-terminal	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc010kgj.2	uc003qfc.2	Gained_in_tumor	PF07988|LMSTEN_motif	1/0	1/1	NA	NA	NA	0.659574468085	0.885714285714	0.607843137255
4602	MYB	uc010kgj.2	uc003qfc.2	Nothing	PF13921|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4602	MYB	uc010kgj.2	uc003qfc.2	Nothing	PF00249|Myb-like_DNA-binding_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
27236	ARFIP1	uc003imz.2	uc011cij.1	Nothing	PF06456|Arfaptin-like_domain	1/1	1/1	0.395555555556	0.494444444444	0.28164556962	0.0	NA	0.0
27236	ARFIP1	uc003imz.2	uc003ina.2	Nothing	PF06456|Arfaptin-like_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
139212	CXorf41	uc004enc.2	uc004end.2	Nothing	PF08190|pre-RNA_processing_PIH1/Nop17	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
80381	CD276	uc002avv.1	uc002avw.1	Nothing	PF07686|Immunoglobulin_V-set_domain	1/2	1/1	0.0	NA	0.0	0.0	NA	0.0
80381	CD276	uc002avv.1	uc002avw.1	Lost_in_tumor	PF07686|Immunoglobulin_V-set_domain	2/2	2/1	1.0	0.449541284404	0.449541284404	NA	NA	NA
80381	CD276	uc002avv.1	uc002avw.1	Nothing	PF08205|CD80-like_C2-set_immunoglobulin_domain	1/2	1/1	0.0	NA	0.0	0.0	NA	0.0
80381	CD276	uc002avv.1	uc002avw.1	Lost_in_tumor	PF08205|CD80-like_C2-set_immunoglobulin_domain	2/2	2/1	1.0	0.366972477064	0.366972477064	NA	NA	NA
80381	CD276	uc002avv.1	uc010ulb.1	Nothing	PF07686|Immunoglobulin_V-set_domain	1/2	1/1	0.0	NA	0.0	0.0	NA	0.0
80381	CD276	uc002avv.1	uc010ulb.1	Lost_in_tumor	PF07686|Immunoglobulin_V-set_domain	2/2	2/1	0.40206185567	0.573529411765	0.309523809524	NA	NA	NA
80381	CD276	uc002avv.1	uc010ulb.1	Nothing	PF08205|CD80-like_C2-set_immunoglobulin_domain	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
80381	CD276	uc002avv.1	uc010ulb.1	Nothing	PF08205|CD80-like_C2-set_immunoglobulin_domain	2/2	2/2	0.0	NA	0.0	0.0	NA	0.0
81562	LMAN2L	uc002swu.2	uc010yuw.1	Nothing	PF03388|Legume-like_lectin_family	1/1	1/1	0.537777777778	0.711764705882	0.441605839416	0.037037037037	0.16	0.031007751938
81562	LMAN2L	uc002swu.2	uc010yuv.1	Nothing	PF03388|Legume-like_lectin_family	1/1	1/1	0.435555555556	0.666666666667	0.357664233577	0.0	NA	0.0
55646	LYAR	uc003ght.2	uc011bvy.1	Nothing	PF08790|LYAR-type_C2HC_zinc_finger	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2182	ACSL4	uc004eok.2	uc004eoj.2	Nothing	PF00501|AMP-binding_enzyme	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
57647	DHX37	uc001ugy.2	uc001ugz.1	Lost_in_tumor	PF04408|Helicase_associated_domain_(HA2)	1/1	1/0	1.0	0.133625410734	0.133625410734	NA	NA	NA
57647	DHX37	uc001ugy.2	uc001ugz.1	Nothing	PF07717|Oligonucleotide/oligosaccharide-binding_(OB)-fold	1/1	1/1	0.17094017094	0.0219058050383	0.019801980198	0.0	NA	0.0
57647	DHX37	uc001ugy.2	uc001ugz.1	Lost_in_tumor	PF00271|Helicase_conserved_C-terminal_domain	1/1	1/0	1.0	0.0941949616648	0.0941949616648	NA	NA	NA
57647	DHX37	uc001ugy.2	uc001ugz.1	Lost_in_tumor	PF00270|DEAD/DEAH_box_helicase	1/1	1/0	1.0	0.167579408543	0.167579408543	NA	NA	NA
139221	MUM1L1	uc004emf.1	uc004emg.1	Nothing	PF00855|PWWP_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
139221	MUM1L1	uc004emg.1	uc004emf.1	Nothing	PF00855|PWWP_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4600	MX2	uc002yzf.1	uc010gop.1	Lost_in_tumor	PF00350|Dynamin_family	1/1	1/0	1.0	0.335907335907	0.335907335907	NA	NA	NA
4600	MX2	uc002yzf.1	uc010gop.1	Nothing	PF02212|Dynamin_GTPase_effector_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4600	MX2	uc002yzf.1	uc010gop.1	Nothing	PF01031|Dynamin_central_region	1/1	1/1	0.738675958188	0.409266409266	0.357504215852	0.0	NA	0.0
157	ADRBK2	uc003abx.3	uc003abw.2	Lost_in_tumor	PF00169|PH_domain	1/1	1/0	1.0	0.666666666667	0.666666666667	NA	NA	NA
157	ADRBK2	uc003abx.3	uc003abw.2	Nothing	PF00615|Regulator_of_G_protein_signaling_domain	1/1	1/1	0.495798319328	0.522123893805	0.341040462428	0.0	NA	0.0
157	ADRBK2	uc003abx.3	uc003abw.2	Nothing	PF00069|Protein_kinase_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
26548	ITGB1BP2	uc004dzr.1	uc004dzs.1	Nothing	PF04969|CS_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
26548	ITGB1BP2	uc004dzr.1	uc004dzs.1	Nothing	PF04968|CHORD	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
26548	ITGB1BP2	uc004dzr.1	uc004dzs.1	Nothing	PF04968|CHORD	2/2	2/2	0.338709677419	0.954545454545	0.333333333333	0.046511627907	0.5	0.0444444444444
26548	ITGB1BP2	uc004dzs.1	uc004dzr.1	Nothing	PF04969|CS_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
26548	ITGB1BP2	uc004dzs.1	uc004dzr.1	Nothing	PF04968|CHORD	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
26548	ITGB1BP2	uc004dzs.1	uc004dzr.1	Nothing	PF04968|CHORD	2/2	2/2	0.046511627907	0.5	0.0444444444444	0.338709677419	0.954545454545	0.333333333333
4292	MLH1	uc003cgl.2	uc010hgp.2	Lost_in_tumor	PF01119|DNA_mismatch_repair_protein,_C-terminal_domain	1/1	1/0	1.0	0.201365187713	0.201365187713	NA	NA	NA
4292	MLH1	uc003cgl.2	uc010hgp.2	Lost_in_tumor	PF13589|Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase	1/1	1/0	1.0	0.174061433447	0.174061433447	NA	NA	NA
4292	MLH1	uc003cgl.2	uc011ayb.1	Nothing	PF01119|DNA_mismatch_repair_protein,_C-terminal_domain	1/1	1/1	0.220338983051	0.107883817427	0.0780780780781	0.0	NA	0.0
4292	MLH1	uc003cgl.2	uc011ayb.1	Lost_in_tumor	PF13589|Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase	1/1	1/0	1.0	0.423236514523	0.423236514523	NA	NA	NA
4744	NEFH	uc003afp.2	uc003afo.2	Gained_in_tumor	PF07142|Repeat_of_unknown_function_(DUF1388)	1/0	1/1	NA	NA	NA	1.0	0.0480392156863	0.0480392156863
4744	NEFH	uc003afp.2	uc003afo.2	Gained_in_tumor	PF00038|Intermediate_filament_protein	1/0	1/1	NA	NA	NA	1.0	0.309803921569	0.309803921569
55317	C20orf29	uc002wju.1	uc002wjs.1	Nothing	PF15001|AP-5_complex_subunit_sigma-1	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2186	BPTF	uc002jgf.2	uc002jgh.2	Nothing	PF00628|PHD-finger	1/2	1/2	0.0	NA	0.0	0.25	0.206896551724	0.127659574468
2186	BPTF	uc002jgf.2	uc002jgh.2	Nothing	PF00628|PHD-finger	2/2	2/2	1.0	0.0165289256198	0.0165289256198	0.75	0.620689655172	0.514285714286
2186	BPTF	uc002jgf.2	uc002jgh.2	Lost_in_tumor	PF02791|DDT_domain	1/1	1/0	1.0	0.0232192050374	0.0232192050374	NA	NA	NA
2186	BPTF	uc002jgf.2	uc002jgh.2	Lost_in_tumor	PF15612|WSTF,_HB1,_Itc1p,_MBD9_motif_1	1/1	1/0	1.0	0.017316017316	0.017316017316	NA	NA	NA
2186	BPTF	uc002jgf.2	uc002jgh.2	Nothing	PF00439|Bromodomain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
80380	PDCD1LG2	uc003zjg.3	uc011lmd.1	Nothing	PF13895|Immunoglobulin_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
80380	PDCD1LG2	uc003zjg.3	uc011lmd.1	Nothing	PF13927|Immunoglobulin_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
23384	CYTSA	uc002zzv.3	uc011ajq.1	Lost_in_tumor	PF00307|Calponin_homology_(CH)_domain	1/1	1/0	0.382352941176	1.0	0.382352941176	NA	NA	NA
23384	CYTSA	uc002zzw.2	uc011ajq.1	Lost_in_tumor	PF00307|Calponin_homology_(CH)_domain	1/1	1/0	0.382352941176	1.0	0.382352941176	NA	NA	NA
81567	TXNDC5	uc010jnz.2	uc003mxv.2	Nothing	PF00085|Thioredoxin	1/3	1/3	0.0	NA	0.0	0.0	NA	0.0
81567	TXNDC5	uc010jnz.2	uc003mxv.2	Nothing	PF00085|Thioredoxin	2/3	2/3	0.0	NA	0.0	0.0	NA	0.0
81567	TXNDC5	uc010jnz.2	uc003mxv.2	Nothing	PF00085|Thioredoxin	3/3	3/3	0.0	NA	0.0	0.427083333333	0.37962962963	0.251533742331
201158	FAM18B2	uc010cor.2	uc010vvx.1	Nothing	PF05832|Eukaryotic_protein_of_unknown_function_(DUF846)	1/1	1/1	0.125874125874	0.375	0.104046242775	0.0	NA	0.0
55640	FLVCR2	uc001xrs.2	uc010tvd.1	Nothing	PF07690|Major_Facilitator_Superfamily	1/1	1/1	0.362116991643	0.582959641256	0.287610619469	0.0	NA	0.0
2181	ACSL3	uc002vnk.2	uc002vni.2	Gained_in_tumor	PF00501|AMP-binding_enzyme	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
57644	MYH7B	uc002xbi.1	uc010gfa.1	Nothing	PF02736|Myosin_N-terminal_SH3-like_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
57644	MYH7B	uc002xbi.1	uc010gfa.1	Nothing	PF00063|Myosin_head_(motor_domain)	1/1	1/1	0.868804664723	0.337677053824	0.321293800539	0.0	NA	0.0
57644	MYH7B	uc002xbi.1	uc010gfa.1	Lost_in_tumor	PF01576|Myosin_tail	1/1	1/0	1.0	0.484419263456	0.484419263456	NA	NA	NA
27233	SULT1C4	uc002teb.1	uc002tea.1	Nothing	PF00685|Sulfotransferase_domain	1/2	1/1	0.0	NA	0.0	0.301204819277	1.0	0.301204819277
27233	SULT1C4	uc002teb.1	uc002tea.1	Nothing	PF00685|Sulfotransferase_domain	2/2	2/1	0.0	NA	0.0	NA	NA	NA
9746	CLSTN3	uc001qst.2	uc001qsr.2	Gained_in_tumor	PF13385|Concanavalin_A-like_lectin/glucanases_superfamily	1/0	1/1	NA	NA	NA	1.0	0.213523131673	0.213523131673
6238	RRBP1	uc002wpt.1	uc002wpw.1	Gained_in_tumor	PF05104|Ribosome_receptor_lysine/proline_rich_region	1/0	1/1	NA	NA	NA	1.0	0.219047619048	0.219047619048
6238	RRBP1	uc010zrq.1	uc002wpt.1	Lost_in_tumor	PF05104|Ribosome_receptor_lysine/proline_rich_region	1/1	1/0	1.0	0.354755784062	0.354755784062	NA	NA	NA
4294	MAP3K10	uc002ona.2	uc002onb.2	Lost_in_tumor	PF07714|Protein_tyrosine_kinase	1/1	1/0	1.0	0.423895253682	0.423895253682	NA	NA	NA
4294	MAP3K10	uc002ona.2	uc002onb.2	Lost_in_tumor	PF14604|Variant_SH3_domain	1/1	1/0	1.0	0.088379705401	0.088379705401	NA	NA	NA
4291	MLF1	uc003fcb.2	uc003fca.2	Nothing	PF10248|Myelodysplasia-myeloid_leukemia_factor_1-interacting_protein	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
81565	NDEL1	uc002glj.2	uc002gli.2	Nothing	PF04880|NUDE_protein,_C-terminal_conserved_region	1/1	1/1	0.0995024875622	0.666666666667	0.0947867298578	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Lost_in_tumor	PF02210|Laminin_G_domain	1/1	1/0	1.0	0.404166666667	0.404166666667	NA	NA	NA
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF12661|Human_growth_factor-like_EGF	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF12947|EGF_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF07645|Calcium-binding_EGF_domain	1/3	1/2	0.0	NA	0.0	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF07645|Calcium-binding_EGF_domain	2/3	2/2	0.0322580645161	0.0212765957447	0.012987012987	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Lost_in_tumor	PF07645|Calcium-binding_EGF_domain	3/3	3/2	0.969696969697	0.68085106383	0.666666666667	NA	NA	NA
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF00093|von_Willebrand_factor_type_C_domain	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
4745	NELL1	uc001mqe.2	uc010rdp.1	Nothing	PF00093|von_Willebrand_factor_type_C_domain	2/2	2/2	0.0	NA	0.0	0.0	NA	0.0
56666	PANX2	uc003bjn.3	uc003bjo.3	Nothing	PF00876|Innexin	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
56848	SPHK2	uc002pjv.2	uc002pju.2	Nothing	PF00781|Diacylglycerol_kinase_catalytic_domain	1/1	1/1	0.00900900900901	0.00275482093664	0.00211416490486	0.0178571428571	0.0212765957447	0.00980392156863
27237	ARHGEF16	uc001aki.2	uc001akj.2	Nothing	PF00621|RhoGEF_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
27237	ARHGEF16	uc001aki.2	uc001akj.2	Nothing	PF14604|Variant_SH3_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
27237	ARHGEF16	uc001aki.2	uc001akj.2	Nothing	PF00169|PH_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
27231	ITGB1BP3	uc010xia.1	uc002lyz.3	Nothing	PF13238|AAA_domain	1/1	1/1	0.0352112676056	1.0	0.0352112676056	0.0	NA	0.0
51127	TRIM17	uc001hsw.2	uc001hsu.2	Nothing	PF00622|SPRY_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
51127	TRIM17	uc001hsw.2	uc001hsu.2	Nothing	PF00643|B-box_zinc_finger	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
51127	TRIM17	uc001hsw.2	uc001hsu.2	Gained_in_tumor	PF15227|zinc_finger_of_C3HC4-type,_RING	1/0	1/1	NA	NA	NA	0.244897959184	0.444444444444	0.1875
51127	TRIM17	uc001hsw.2	uc001hsu.2	Nothing	PF00097|Zinc_finger,_C3HC4_type_(RING_finger)	1/1	1/0	0.0	NA	0.0	NA	NA	NA
80167	C4orf29	uc010inz.2	uc003ifu.2	Nothing	PF09752|Uncharacterized_conserved_protein_(DUF2048)	1/1	1/1	0.0	NA	0.0	0.122302158273	1.0	0.122302158273
6187	RPS2	uc002cno.2	uc002cnn.2	Nothing	PF03719|Ribosomal_protein_S5,_C-terminal_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
6187	RPS2	uc002cno.2	uc002cnn.2	Nothing	PF00333|Ribosomal_protein_S5,_N-terminal_domain	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
6183	MRPS12	uc002okc.2	uc002okd.2	Nothing	PF00164|Ribosomal_protein_S12/S23	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
6181	RPLP2	uc001lrq.1	uc001lrr.1	Nothing	PF00428|60s_Acidic_ribosomal_protein	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
134429	STARD4	uc003kph.1	uc003kpi.1	Lost_in_tumor	PF01852|START_domain	1/1	1/0	1.0	1.0	1.0	NA	NA	NA
90293	KLHL13	uc011mtp.1	uc004eqm.2	Nothing	PF07707|BTB_And_C-terminal_Kelch	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
90293	KLHL13	uc011mtp.1	uc004eqm.2	Nothing	PF01344|Kelch_motif	1/5	1/5	0.0	NA	0.0	0.0	NA	0.0
