Tumor	GeneSet	pval	fdr5	OR	SwitchedGenes
brca	TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	0.0562521703636474	0.3363820735547231	2.2919861963190185	CTCF,MED16,SQSTM1,SREBF1,TAF9,TP53
brca	CELLULAR_COMPONENT_ASSEMBLY	0.10548483406748663	0.4556282099773637	2.3015449170322335	AMFR,EIF3B,MED16,TP53
brca	ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS	0.4936244402799721	1.0	1.4912602371348247	CYTH2
brca	DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	0.10199361666377872	0.4499718382225532	10.122937293729374	MKKS
brca	GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	0.19367612433929696	0.5962044872385075	4.853861386138614	CD81
brca	SECOND_MESSENGER_MEDIATED_SIGNALING	1.0	1.0	0.0	
brca	AMINO_ACID_DERIVATIVE_METABOLIC_PROCESS	0.14552482443141082	0.5174912937754911	6.745324532453245	TGFB2
brca	ESTABLISHMENT_OF_CELLULAR_LOCALIZATION	0.0014597923052744888	0.02737110572389666	4.013683771380893	AKT1,ARCN1,CBLB,KPNB1,RERE,SQSTM1,TP53,UPF1
brca	CARBOHYDRATE_CATABOLIC_PROCESS	1.0	1.0	0.0	
brca	RESPIRATORY_GASEOUS_EXCHANGE	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.006578474108626014	0.07141106762653239	18.873846153846152	CCND3,CD81
brca	MONOCARBOXYLIC_ACID_TRANSPORT	1.0	1.0	0.0	
brca	AMINO_ACID_TRANSPORT	1.0	1.0	0.0	
brca	BILE_ACID_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	REGULATION_OF_PROTEIN_STABILITY	1.0	1.0	0.0	
brca	FEMALE_GAMETE_GENERATION	1.0	1.0	0.0	
brca	CYTOKINE_SECRETION	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_DNA_BINDING	1.0	1.0	0.0	
brca	SYNAPTOGENESIS	1.0	1.0	0.0	
brca	POLYSACCHARIDE_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	RESPONSE_TO_TOXIN	1.0	1.0	0.0	
brca	MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	1.0	1.0	0.0	
brca	PROTEIN_TRANSPORT	0.0032123661937482934	0.0449186798278363	5.405705652328475	AKT1,ARCN1,CBLB,KPNB1,RERE
brca	XENOBIOTIC_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	0.01920069041012661	0.15529970184661226	10.214166666666667	CCND3,CD81
brca	HETEROPHILIC_CELL_ADHESION	1.0	1.0	0.0	
brca	NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	1.0	1.0	0.0	
brca	TISSUE_DEVELOPMENT	0.48939080855951417	1.0	1.5100247524752475	TGFB2
brca	REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	CELLULAR_DEFENSE_RESPONSE	1.0	1.0	0.0	
brca	ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1.0	1.0	0.0	
brca	BIOPOLYMER_CATABOLIC_PROCESS	0.03808170508391409	0.2554260706847897	4.247300592128179	AMFR,NPLOC4,SQSTM1
brca	PROTEIN_AUTOPROCESSING	0.016480332352614764	0.13461657614759584	11.144545454545455	AKT1,MAP3K10
brca	TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	1.0	1.0	0.0	
brca	JNK_CASCADE	0.004934839106092784	0.05992824496689834	9.512043512043512	CRKL,MAP3K10,MAP4K2
brca	INORGANIC_ANION_TRANSPORT	1.0	1.0	0.0	
brca	PROTEIN_FOLDING	0.005625974114579742	0.06537223442997588	9.046563192904657	DNAJA1,MKKS,QSOX1
brca	MYELOID_CELL_DIFFERENTIATION	0.1525740372963279	0.5266677019643118	6.389786347055758	MYST1
brca	INTERCELLULAR_JUNCTION_ASSEMBLY	1.0	1.0	0.0	
brca	HEART_DEVELOPMENT	0.015187676776733208	0.12785544225311118	11.676190476190476	MKKS,TGFB2
brca	COENZYME_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_T_CELL_ACTIVATION	1.0	1.0	0.0	
brca	REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS	0.526265547962835	1.0	1.3563243964845924	UPF1
brca	POSITIVE_REGULATION_OF_CELLULAR_PROCESS	1.0785076005046763e-05	0.000889768770416358	4.28529945553539	ACTN4,BOK,CCND3,CD81,CTCF,FASLG,HSP90AB1,MAP3K10,MYD88,MYST1,PPP1R13B,SQSTM1,STIM1,TGFB2,TP53
brca	ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1.0	1.0	0.0	
brca	GENE_SILENCING	1.0	1.0	0.0	
brca	GLYCOLIPID_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	MITOTIC_CELL_CYCLE_CHECKPOINT	1.0	1.0	0.0	
brca	REGULATION_OF_PROGRAMMED_CELL_DEATH	5.1248009726124624e-05	0.001838243827132731	5.273930575035063	BOK,FASLG,HSPA9,MAP3K10,NAE1,PEA15,PIM1,PPP1R13B,TGFB2,TP53
brca	REGULATION_OF_ENDOCYTOSIS	1.0	1.0	0.0	
brca	POST_TRANSLATIONAL_PROTEIN_MODIFICATION	2.3470376220282232e-07	3.227176730288807e-05	5.965017491254373	AKT1,AMFR,CAMK4,CCND3,CD81,CSNK1D,JAK3,MAP3K10,MAP4K2,MAST2,MYST1,NAE1,PIM1,QSOX1,UBE2E2
brca	DNA_REPLICATION_INITIATION	0.0945279184761134	0.4356733672781763	11.044104410441044	ORC4L
brca	POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	0.03176602129678988	0.22554662127457095	7.655625	CD81,MAP3K10
brca	COAGULATION	1.0	1.0	0.0	
brca	LIPID_BIOSYNTHETIC_PROCESS	0.14080124793320595	0.5174912937754911	3.128974358974359	CD81,PTGES3
brca	BIOPOLYMER_BIOSYNTHETIC_PROCESS	1.0	1.0	0.0	
brca	CYTOPLASM_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	HEMOSTASIS	1.0	1.0	0.0	
brca	CENTROSOME_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	AEROBIC_RESPIRATION	1.0	1.0	0.0	
brca	I_KAPPAB_KINASE_NF_KAPPAB_CASCADE	0.03808170508391409	0.2554260706847897	4.247300592128179	FASLG,MYD88,SQSTM1
brca	NEGATIVE_REGULATION_OF_TRANSLATION	1.0	1.0	0.0	
brca	REGULATION_OF_CELL_CYCLE	0.0010002270171443565	0.020132578487704025	5.708646616541353	CCND3,CCNG1,NAE1,PPP1R13B,TGFB2,TP53
brca	POSITIVE_REGULATION_OF_ANGIOGENESIS	1.0	1.0	0.0	
brca	RESPONSE_TO_XENOBIOTIC_STIMULUS	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	1.0	1.0	0.0	
brca	REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT	0.22151015812034391	0.6434714100326892	1.746866213683224	CTCF,GATAD2A,SQSTM1,SREBF1,TP53
brca	REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	1.0	1.0	0.0	
brca	COFACTOR_CATABOLIC_PROCESS	1.0	1.0	0.0	
brca	PROTEIN_KINASE_CASCADE	0.002816409197513735	0.040060992895669514	4.0025130393551445	CD81,CRKL,FASLG,MAP3K10,MAP4K2,MYD88,SQSTM1
brca	BASE_EXCISION_REPAIR	0.11674263548835594	0.4708436130962351	8.675388967468175	TP53
brca	RESPONSE_TO_VIRUS	1.0	1.0	0.0	
brca	REGULATION_OF_PH	1.0	1.0	0.0	
brca	REGULATION_OF_SECRETION	1.0	1.0	0.0	
brca	CYTOKINE_METABOLIC_PROCESS	0.1665001624519593	0.536572789151822	5.78029231494578	MAST2
brca	REGULATION_OF_ACTIN_FILAMENT_LENGTH	1.0	1.0	0.0	
brca	NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	DETECTION_OF_ABIOTIC_STIMULUS	1.0	1.0	0.0	
brca	ESTABLISHMENT_OF_LOCALIZATION	3.825677794912229e-05	0.0017274323905095538	3.6411514939036267	AKAP7,AKT1,AR,ARCN1,CBLB,CYTH1,CYTH2,KPNB1,LASP1,PEA15,RERE,SPTBN2,SQSTM1,STIM1,TP53,UPF1
brca	DEVELOPMENTAL_MATURATION	0.08700076669678593	0.42436931314142834	12.14950495049505	TGFB2
brca	SPINDLE_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	DI___TRI_VALENT_INORGANIC_CATION_TRANSPORT	0.1665001624519593	0.536572789151822	5.78029231494578	STIM1
brca	PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	0.025159032237077987	0.1936266413350839	8.752142857142857	AMFR,NAE1
brca	MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	1.0	1.0	0.0	
brca	REGULATION_OF_GTPASE_ACTIVITY	1.0	1.0	0.0	
brca	NITROGEN_COMPOUND_CATABOLIC_PROCESS	1.0	1.0	0.0	
brca	HUMORAL_IMMUNE_RESPONSE	1.0	1.0	0.0	
brca	CELLULAR_PROTEIN_COMPLEX_ASSEMBLY	1.0	1.0	0.0	
brca	FOCAL_ADHESION_FORMATION	1.0	1.0	0.0	
brca	MESODERM_DEVELOPMENT	1.0	1.0	0.0	
brca	INSULIN_RECEPTOR_SIGNALING_PATHWAY	0.006578474108626014	0.07141106762653239	18.873846153846152	AKT1,GRB2
brca	TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	1.0	1.0	0.0	
brca	CATABOLIC_PROCESS	0.16096145768593448	0.536572789151822	2.2251606978879708	AMFR,NPLOC4,SQSTM1
brca	POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS	0.20205498674063463	0.6088584799349865	1.9813267813267814	CTCF,GATAD2A,MYST1
brca	ACTIVATION_OF_JNK_ACTIVITY	0.11674263548835594	0.4708436130962351	8.675388967468175	MAP3K10
brca	COFACTOR_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	INTRACELLULAR_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	0.1525740372963279	0.5266677019643118	6.389786347055758	MED16
brca	FEEDING_BEHAVIOR	1.0	1.0	0.0	
brca	HISTONE_MODIFICATION	0.1525740372963279	0.5266677019643118	6.389786347055758	MYST1
brca	DEVELOPMENTAL_GROWTH	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	0.3055042989408198	0.8104213717883484	2.8178678332949576	TGFB2
brca	POSITIVE_REGULATION_OF_BINDING	1.0	1.0	0.0	
brca	INTERPHASE_OF_MITOTIC_CELL_CYCLE	0.35551330280689225	0.8996885730542519	2.3284463061690786	SKP2
brca	MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.2555153889735747	0.7170074690585003	1.5556965830522063	ATXN3,CD4,MAP4K2,MKKS,MYST1,PIM1,TGFB2,TP53
brca	APOPTOSIS_GO	1.4637782429852009e-05	0.0009577924554536759	5.081528662420382	AKT1,BOK,CSE1L,FASLG,HSPA9,MAP3K10,NAE1,PEA15,PIM1,PPP1R13B,TGFB2,TP53
brca	SENSORY_PERCEPTION_OF_TASTE	1.0	1.0	nan	
brca	NEUROGENESIS	0.3919290448814612	0.9739200663470045	2.051015271018627	TGFB2
brca	ACTIN_FILAMENT_ORGANIZATION	1.0	1.0	0.0	
brca	CHROMATIN_REMODELING	1.0	1.0	0.0	
brca	GENERATION_OF_A_SIGNAL_INVOLVED_IN_CELL_CELL_SIGNALING	1.0	1.0	0.0	
brca	NEURON_DEVELOPMENT	0.28799537546646925	0.7764581201301867	3.029950495049505	TGFB2
brca	CELL_PROJECTION_BIOGENESIS	1.0	1.0	0.0	
brca	REGULATION_OF_CELL_SHAPE	1.0	1.0	0.0	
brca	ACTIN_FILAMENT_BASED_PROCESS	0.5183060588238557	1.0	1.3877318766359394	CYTH2
brca	VASCULATURE_DEVELOPMENT	0.2760806531375052	0.7592217961281392	3.189942678478374	TGFB2
brca	REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	1.0	1.0	0.0	
brca	DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	1.0	1.0	0.0	
brca	PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	1.0	1.0	0.0	
brca	DNA_PACKAGING	1.0	1.0	0.0	
brca	REGULATION_OF_TRANSLATION	0.08744579785944584	0.42436931314142834	4.214827586206897	MAST2,UPF1
brca	MALE_GONAD_DEVELOPMENT	1.0	1.0	0.0	
brca	NEURITE_DEVELOPMENT	1.0	1.0	0.0	
brca	HOMEOSTASIS_OF_NUMBER_OF_CELLS	0.1093983580638384	0.4604777826666667	9.343488194973343	AKT1
brca	MEMBRANE_FUSION	0.15956566135454936	0.5351287423475741	6.06980198019802	NPLOC4
brca	NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	0.14150166525222496	0.5174912937754911	2.370674486803519	CTCF,GATAD2A,MYST1
brca	RECEPTOR_MEDIATED_ENDOCYTOSIS	1.0	1.0	0.0	
brca	DEFENSE_RESPONSE	0.3629589599519815	0.9157221466678432	1.595921052631579	CD81,F11R
brca	ORGANELLE_ORGANIZATION_AND_BIOGENESIS	0.01252316253256948	0.10991073499329597	2.7473908781641008	ARHGAP10,CYTH2,LASP1,MTA2,MYST1,NPLOC4,PTGES3,TP53
brca	IMMUNE_RESPONSE	0.03529546654115637	0.2426721479350406	3.3925076880067095	CD79B,IL2RG,MAP4K2,TGFB2
brca	INDUCTION_OF_APOPTOSIS_BY_EXTRACELLULAR_SIGNALS	1.0	1.0	0.0	
brca	RNA_ELONGATION	1.0	1.0	0.0	
brca	RESPONSE_TO_ABIOTIC_STIMULUS	0.4019540459105817	0.9928505625036823	1.9834442460639508	AKT1
brca	LYMPHOCYTE_ACTIVATION	0.3055042989408198	0.8104213717883484	2.8178678332949576	CD4
brca	ACTIVATION_OF_IMMUNE_RESPONSE	1.0	1.0	0.0	
brca	LIPOPROTEIN_BIOSYNTHETIC_PROCESS	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS	0.03711816929880402	0.25307842703730016	6.997714285714285	CCND3,CD81
brca	EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.05626754684915368	0.3363820735547231	20.255775577557756	TGFB2
brca	G_PROTEIN_SIGNALING_ADENYLATE_CYCLASE_INHIBITING_PATHWAY	1.0	1.0	0.0	
brca	GOLGI_VESICLE_TRANSPORT	1.0	1.0	0.0	
brca	MACROMOLECULE_CATABOLIC_PROCESS	0.0519090866073062	0.3294230496232894	3.7288031833486377	AMFR,NPLOC4,SQSTM1
brca	PROTEOLYSIS	0.005962149333752092	0.06831629444924271	4.637647957235586	AMFR,CTSH,FBXL2,NPLOC4,SQSTM1
brca	EMBRYONIC_MORPHOGENESIS	1.0	1.0	0.0	
brca	RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS	1.0	1.0	0.0	
brca	CARBOXYLIC_ACID_METABOLIC_PROCESS	1.0	1.0	0.8648764156991239	PTGES3
brca	ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION	1.0	1.0	0.0	
brca	PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	1.0	0.0	
brca	REGULATION_OF_HYDROLASE_ACTIVITY	0.35551330280689225	0.8996885730542519	2.3284463061690786	TP53
brca	PROTEIN_UBIQUITINATION	0.20033186887869836	0.6076242346504638	4.666793602437167	AMFR
brca	POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_CASPASE_ACTIVITY	0.1525740372963279	0.5266677019643118	6.389786347055758	TP53
brca	CYTOKINESIS	1.0	1.0	0.0	
brca	CELL_ACTIVATION	0.3447178025460145	0.8859569691603175	2.421980198019802	CD4
brca	ALCOHOL_METABOLIC_PROCESS	0.38685432410271897	0.9642139498028495	2.086548310003414	TGFB2
brca	NERVOUS_SYSTEM_DEVELOPMENT	0.7238440366757062	1.0	1.0207627118644067	ATXN3,TGFB2
brca	NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	1.0	1.0	0.0	
brca	AXON_GUIDANCE	1.0	1.0	0.0	
brca	CAMP_MEDIATED_SIGNALING	1.0	1.0	0.0	
brca	DNA_REPAIR	0.009627844782734048	0.09129852811213321	5.126867241742057	ATXN3,CSNK1D,TP53,UPF1
brca	SULFUR_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	G_PROTEIN_SIGNALING_COUPLED_TO_IP3_SECOND_MESSENGERPHOSPHOLIPASE_C_ACTIVATING	1.0	1.0	0.0	
brca	REGULATION_OF_MITOSIS	1.0	1.0	0.0	
brca	REGULATION_OF_LYMPHOCYTE_ACTIVATION	1.0	1.0	0.0	
brca	CELL_MATURATION	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_JNK_ACTIVITY	0.1312517500038367	0.5036404360612339	7.5897277227722775	MAP3K10
brca	NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	1.0	1.0	0.0	
brca	NEGATIVE_REGULATION_OF_CELL_MIGRATION	1.0	1.0	0.0	
brca	HEMOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT	0.0007471684915850525	0.01665983798804509	10.85625554569654	CD4,MAP4K2,MYST1,TGFB2
brca	REGULATION_OF_NEURON_APOPTOSIS	0.07941166052889023	0.4146494932679395	13.500550055005501	TGFB2
brca	REGULATION_OF_CELLULAR_COMPONENT_SIZE	1.0	1.0	0.0	
brca	G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE	1.0	1.0	0.0	
brca	PROTEIN_AMINO_ACID_AUTOPHOSPHORYLATION	0.016480332352614764	0.13461657614759584	11.144545454545455	AKT1,MAP3K10
brca	LYSOSOME_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	MICROTUBULE_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS	1.0	1.0	0.0	
brca	NEGATIVE_REGULATION_OF_BINDING	1.0	1.0	0.0	
brca	PHOSPHOINOSITIDE_METABOLIC_PROCESS	0.19367612433929696	0.5962044872385075	4.853861386138614	CD81
brca	STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_PATHWAY	0.005625974114579742	0.06537223442997588	9.046563192904657	CRKL,MAP3K10,MAP4K2
brca	RESPONSE_TO_OTHER_ORGANISM	1.0	1.0	0.0	
brca	OVULATION_CYCLE	1.0	1.0	0.0	
brca	POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.2454231502090397	0.6957872815204734	3.674767476747675	TGFB2
brca	BIOSYNTHETIC_PROCESS	0.006961713312043292	0.07363350618507328	3.0630607536529095	AKT1,CD81,EIF3B,HSP90AB1,MAST2,PTGES3,TGFB2,UPF1
brca	PROTEIN_METABOLIC_PROCESS	7.296395061392e-08	2.0065086418828e-05	4.130450555031561	AKT1,AMFR,CAMK4,CCND3,CD81,CSNK1D,CTSH,DNAJA1,EIF3B,FBXL2,ING5,JAK3,MAP3K10,MAP4K2,MAST2,MKKS,MYST1,NAE1,NPLOC4,PIM1,QSOX1,SQSTM1,TP53,UBE2E2,UPF1
brca	VITAMIN_TRANSPORT	1.0	1.0	0.0	
brca	CERAMIDE_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	0.08700076669678593	0.42436931314142834	12.14950495049505	CD81
brca	PROTEIN_AMINO_ACID_N_LINKED_GLYCOSYLATION	1.0	1.0	0.0	
brca	INTERCELLULAR_JUNCTION_ASSEMBLY_AND_MAINTENANCE	1.0	1.0	0.0	
brca	PHOTORECEPTOR_CELL_MAINTENANCE	1.0	1.0	0.0	
brca	SODIUM_ION_TRANSPORT	1.0	1.0	0.0	
brca	NEUROLOGICAL_SYSTEM_PROCESS	0.6604677553195875	1.0	1.367683615819209	ATXN3,TGFB2
brca	PEPTIDE_METABOLIC_PROCESS	1.0	1.0	0.0	
brca	CELL_RECOGNITION	1.0	1.0	0.0	
