GeneSet	Cancer	pval	qval	NormalizedAverageAffection	SwitchingGenes	OR	sg	sng	nsg	nsng
ATF2_UP.V1_UP	brca	0.242911029809	0.997930693549	0.00322381204734	ABLIM3,ASPN,BAALC,CD8A,GALNT6,HOXD1,ITGA8,PACS1,PCDH1,PLAU,PLXNB3,PTPRT,SCUBE3,SERPINB2,TRIM14,TSC22D4	1.242943606	16	1405	137	14953
HOXA9_DN.V1_UP	brca	0.387782986629	0.997930693549	0.00242318211068	COQ10B,CSNK1G3,FAM98A,FBXL5,FNDC3A,FYN,GALNT7,GLIPR1,GPR137B,IFI16,NGRN,OAT,RBM47,SGK3,SLC35D2,SUV420H1,UBE2W,ZNF277	1.09981075036	18	1403	174	14916
PTEN_DN.V2_DN	brca	0.931689718346	0.997930693549	0.00161377895753	CCDC99,ENC1,FES,HNF1A,NVL,PLEKHO1,PRMT7	0.612429424761	7	1414	121	14969
BCAT_BILD_ET_AL_DN	brca	0.98103510513	0.997930693549	0.00136012636013	ARHGEF18	0.246429741238	1	1420	43	15047
VEGF_A_UP.V1_UP	brca	0.735433528396	0.997930693549	0.00213694288839	DCX,EMILIN1,FMO5,ICAM1,MERTK,MMP2,PLTP,RGS3,RHBDD3,SDC4,SHC2,TMEM8B,TP53I11	0.861550071023	13	1408	160	14930
KRAS.600.LUNG.BREAST_UP.V1_UP	brca	0.865288491901	0.997930693549	0.00329020641521	ADAM19,C1orf114,CD160,CD37,FAM174B,HOXD1,IL1R2,KCNH2,PLXNB3,PPP1R14D,PRRX1,SIGLEC15,TNFSF15,ZNF671	0.764014976663	14	1407	194	14896
VEGF_A_UP.V1_DN	brca	0.7594341916	0.997930693549	0.00163428734857	AMD1,ASPH,BAZ1A,CRYZ,CSE1L,MCM4,MKLN1,PHKA1,PLCL1,PRMT3,RDH11,RRP12,SERPINB2,ZNF117	0.848045486851	14	1407	175	14915
E2F3_UP.V1_UP	brca	0.363282594487	0.997930693549	0.00167020953538	CP110,DCLRE1B,DDAH1,DSCR6,EFS,EML6,EPB41L3,FAM78A,GCH1,MANEAL,MBOAT1,PLXND1,RTN4R,SIX5,SMAD6,SNRNP25,SYN1	1.1227592858	17	1404	161	14929
BCAT.100_UP.V1_UP	brca	0.887196396013	0.997930693549	0.00170068027211	ENC1,QPCT	0.530303030303	2	1419	40	15050
BCAT_GDS748_DN	brca	0.681016489925	0.997930693549	0.00127895752896	ACAD8,ARL6IP1,SKP2	0.860728852971	3	1418	37	15053
KRAS.KIDNEY_UP.V1_DN	brca	0.483073446086	0.997930693549	0.00307125307125	ADAMTSL2,ASPN,CSF1R,ECEL1,KCND1,KIF21B,LILRA4,MX2,SLC6A20	1.06232294618	9	1412	90	15000
LEF1_UP.V1_UP	brca	0.952858952628	0.997930693549	0.0013728013728	ADAM19,CHGB,FOXF2,IL11,PAX6,PLEKHO1,PLTP,PTPRN2,SLC6A8,TRPV2	0.622003585275	10	1411	170	14920
PRC1_BMI_UP.V1_UP	brca	0.66843819853	0.997930693549	0.00233039161611	ATP8A2,BMI1,CLSPN,DDX25,FES,NXT2,OXNAD1,PLXNB3,SPTBN2,SYN1,TBXAS1	0.904783110671	11	1410	129	14961
YAP1_UP	brca	0.549469063984	0.997930693549	0.00173745173745	CAMK4,CNP,DDB2,YWHAZ	1.03612923215	4	1417	41	15049
ESC_J1_UP_LATE.V1_UP	brca	0.261403843504	0.997930693549	0.0018956133414	APP,CAPN6,CTSC,CTSH,FUT8,GLIPR1,HLA-DRB1,LGMN,LMO7,LOXL2,MORC4,MYO5B,P4HA1,PCDH1,PLXNB2,RAB6B,SEL1L3	1.21415801449	17	1404	149	14941
ESC_J1_UP_LATE.V1_DN	brca	0.392099105353	0.997930693549	0.00252668635022	ANKRD10,ATG2A,CRCP,DBR1,GPATCH4,GRASP,HARS2,HOOK2,ICAM1,LMNB2,RRP12,SLC1A5,TFEB,TTC27,VPS33B,WDR75	1.10447843971	16	1405	154	14936
MYC_UP.V1_DN	brca	0.997930693549	0.997930693549	0.00171254203512	ATXN7L3,CLSTN3,PODN,PTK2B,TUBA1A	0.351694915254	5	1416	150	14940
KRAS.600_UP.V1_UP	brca	0.741574754631	0.997930693549	0.00341285162714	ADAM19,AURKC,CHGB,EMID2,FAM174B,HTR7,IL1R2,ITGBL1,KCNH2,MGAT4A,PLAU,RTN1,SCG3,SIGLEC15,SPP1,TNFSF15,TPH1	0.870566497378	17	1404	207	14883
RB_DN.V1_DN	brca	0.493327581503	0.997930693549	0.00322535078633	ANXA6,BCCIP,CTSC,CYTH1,EFTUD1,NDRG1,P4HA1,SC4MOL,TMEM50B,TNC,TTC15	1.04330040527	11	1410	112	14978
E2F1_UP.V1_DN	brca	0.344918707168	0.997930693549	0.00283897342721	APBB2,B4GALT3,CD47,DCAF8,HMGCS1,LCLAT1,MCL1,NFKBIZ,NHSL1,PGD,PLXND1,SEMA4B,SIX5,SLC6A8,STOM,TMEM45A,VPS45,ZC3H12A	1.13272910542	18	1403	169	14921
KRAS.BREAST_UP.V1_DN	brca	0.464992942046	0.997930693549	0.00441890120789	APOL3,CCDC121,CLSTN3,DENND2D,FGGY,KCNQ3,MYOM2,PBX1,PPM1E,SPTBN2	1.07316968408	10	1411	99	14991
ALK_DN.V1_UP	brca	0.488492612698	0.997930693549	0.00197398170371	ASNS,CATSPERG,CLSPN,CXCR5,HLA-DMB,IL1R2,MTHFD2,SLC1A5,SPP1,STEAP4	1.05177845921	10	1411	101	14989
RB_DN.V1_UP	brca	0.610451779318	0.997930693549	0.0025716014522	ACOX3,C10orf119,DNMT1,EI24,FAM118A,HAT1,PCBP2,PLXNB2,SLC2A9,SULF2,ZBTB8A	0.949299429165	11	1410	123	14967
MTOR_UP.N4.V1_UP	brca	0.0518489977591	0.997930693549	0.00275122333946	ASNS,CD79B,CHORDC1,CLPB,COX10,GALK2,GAS2L1,GCH1,IDH3A,KIF21B,LGMN,MAST2,MFAP4,MGAT4A,OPN3,RPAP1,RRP12,SC4MOL,SLC1A5,SLC25A32,SREBF1,TSC22D3,VPS33B	1.49733940472	23	1398	164	14926
NOTCH_DN.V1_DN	brca	0.835282074598	0.997930693549	0.00182037262574	CLSTN3,GPR68,ICOS,IL11,KLHL12,MRM1,RAB3IL1,SHC2,SUSD4,ZC3H12A	0.762304401695	10	1411	139	14951
PRC2_EZH2_UP.V1_UP	brca	0.644000245667	0.997930693549	0.00145897128656	BCCIP,CAMK4,DDB2,DDHD2,FCN3,KCND1,KNTC1,OXNAD1,PAN2,SKP2,SYN1,SYT11,THOP1,TPD52L1	0.928482587065	14	1407	160	14930
HINATA_NFKB_MATRIX	brca	0.21050174315	0.997930693549	0.00376447876448	RAC1,SERPINB2	2.65715292459	2	1419	8	15082
ATF2_S_UP.V1_UP	brca	0.903416995465	0.997930693549	0.00400312670251	ABLIM3,BAALC,CACNA2D3,CD8A,COQ4,GALNT6,HOXD1,ITGA8,MCART1,PLAU	0.69190255833	10	1411	153	14937
PRC2_EZH2_UP.V1_DN	brca	0.95686925678	0.997930693549	0.00167593024736	ABLIM3,ASPN,KIAA0319L,MALL,OPN3,SERPINB2,SLC35D2,TBXAS1,TMC7,TRIB1	0.614688576467	10	1411	172	14918
ATM_DN.V1_UP	brca	0.845312660879	0.997930693549	0.00144787644788	CD8A,CHGB,PLTP,PTK2B,RET,SPAG4,SYN1	0.720321061232	7	1414	103	14987
KRAS.BREAST_UP.V1_UP	brca	0.976916168058	0.997930693549	0.00168918918919	ADAMDEC1,IL1R2,IL2RG,PRRX1	0.440896259704	4	1417	96	14994
SRC_UP.V1_DN	brca	0.951568359491	0.997930693549	0.00245173745174	COQ4,MCM4,MCM5,RARA,RRN3,SERPINB2,TREML1,ZNF3	0.595994936356	8	1413	142	14948
JNK_DN.V1_DN	brca	0.599863750413	0.997930693549	0.00189361335858	AR,CA5BP,FASLG,KNTC1,MMP2,NPY1R,QSOX1,RAB6B,RARA,SERPINF2,SMAP1,STK35,TTLL3	0.95830374053	13	1408	144	14946
BMI1_DN_MEL18_DN.V1_DN	brca	0.837646503351	0.997930693549	0.0015969225528	BMI1,CHL1,CTSH,GPR137B,MTA2,PDCD4,PDE4B,PNMAL1,SLC16A4	0.750970310722	9	1412	127	14963
PIGF_UP.V1_UP	brca	0.745643154158	0.997930693549	0.00181178122355	C13orf1,CFH,CRYZ,HIF1A,LTBP1,MAST2,MKLN1,PHEX,RDH11,RIPK2,TAF9,TDP2,ZC3H14,ZNF117	0.857964512697	14	1407	173	14917
IL15_UP.V1_UP	brca	0.499391633183	0.997930693549	0.00260617760618	ADAM19,AMD1,C19orf28,CLSTN3,DGKG,DHRS3,FAM57A,HSD17B14,KIF21B,LIME1,PIM1,RGS3,SLC1A5,SPP1,TRIB1	1.02796769605	15	1406	155	14935
KRAS.600_UP.V1_DN	brca	0.757892898297	0.997930693549	0.00330621008191	APOL3,CAMK1D,CD300A,CD40LG,FGGY,IMPA2,KCNQ3,MAPRE3,MX2,MXRA8,MYOM2,SLC29A3,SPTBN2,TGFB2,TMEM8B,TUBAL3	0.856508141917	16	1405	198	14892
BCAT.100_UP.V1_DN	brca	0.953253641539	0.997930693549	0.00130592777652	KIAA0319L	0.321318822023	1	1420	33	15057
NFE2L2.V2	brca	0.836869879599	0.997930693549	0.00204437985337	ABHD4,ADAMTS12,ASNS,AXIN2,C14orf143,CCND3,CRTAP,DGKG,FASLG,GPNMB,JDP2,MPP3,MTHFD2,PGD,PLXND1,PRSS53,RET,RPL22L1,SLC1A4,SLC2A9,SPP1,SQSTM1,SREBF1,TNFSF15,TPD52L1,UGDH	0.833626588465	26	1395	330	14760
AKT_UP.V1_UP	brca	0.0520341887553	0.997930693549	0.00296295391232	AK3L1,BACE2,C1orf9,DHCR24,DUSP10,GAK,GCH1,GDE1,GPX8,IDI1,INSIG2,LGMN,MAN2B2,MYO5B,PFKP,PLSCR1,PYGL,SC4MOL,SGPL1,TOM1L1	1.54672128604	20	1401	138	14952
AKT_UP.V1_DN	brca	0.090111129154	0.997930693549	0.00304674187356	AMPD2,AXIN2,BTBD2,C22orf40,CAP2,FAM115C,FAM20C,FBXO32,FUT8,ITGBL1,MERTK,MSL2,NR1D1,PDE4B,PLTP,PM20D1,RMND1,RPAP3,SERPINF2,SIX5,TPD52L1	1.41759493671	21	1400	158	14932
SIRNA_EIF4GI_DN	brca	0.516122206829	0.997930693549	0.00453667953668	ATMIN,C9orf6,HDHD1A,LOXL2,MAPKAPK5,MYD88,PPME1,RIPK2	1.03623150881	8	1413	82	15008
CAMP_UP.V1_UP	brca	0.64971181665	0.997930693549	0.00191595040841	AARS,CNDP2,ECSIT,FBXO42,HNRNPU,HSP90B1,HSPA9,IVNS1ABP,KIAA0174,MTHFD2,NDUFS2,NDUFV1,PLSCR1,RHOT2,SEC61A1,SNW1	0.927647161776	16	1405	183	14907
ESC_J1_UP_EARLY.V1_UP	brca	0.190070996403	0.997930693549	0.00316163040714	C14orf37,C16orf62,CD47,CD68,CORO2A,EMID2,FMNL3,GDE1,LOXL2,NARF,NDRG1,NGLY1,NHSL1,NR1D1,P4HA1,PHF21A,RAB3IL1,SCRN3	1.28649538142	18	1403	149	14941
CSR_LATE_UP.V1_UP	brca	0.524809858049	0.997930693549	0.00179260893547	AP1S2,ASB6,CCND3,CLSPN,EIF3B,HAT1,HERC4,LMNB2,PGM2,PREB,PRMT5,PSMD2,SRM,WSB2	1.01147324601	14	1407	147	14943
P53_DN.V2_UP	brca	0.292599805178	0.997930693549	0.00304283875712	APOL3,CD68,CHRNA10,HS3ST2,INSL3,PCDH1,PTK2B,SDC4,SLC16A4,SYN1,TP53	1.24457522257	11	1410	94	14996
PRC2_SUZ12_UP.V1_UP	brca	0.996922193915	0.997930693549	0.00148998471146	ATG2A,DCX,FRMD8,LMNB2,MYST1	0.366495998117	5	1416	144	14946
GCNP_SHH_UP_EARLY.V1_DN	brca	0.416389650032	0.997930693549	0.00176319176319	ASPH,DCAF8,ERO1LB,LCLAT1,LTBP3,MERTK,MX2,MYO5B,NR5A2,PEPD,PIGT,PPP2R3C,TIRAP,UIMC1	1.09408838162	14	1407	136	14954
SINGH_KRAS_DEPENDENCY_SIGNATURE_	brca	0.834862296691	0.997930693549	0.000916988416988	SEMA4B	0.558598962194	1	1420	19	15071
PDGF_UP.V1_DN	brca	0.793662500766	0.997930693549	0.00155564718672	ASPH,COL1A2,DUSP10,HOXD1,LRP2,LTBP1,RAD9A	0.773205445545	7	1414	96	14994
CSR_LATE_UP.V1_DN	brca	0.230034150631	0.997930693549	0.00244291910959	APOL3,CDS2,CFH,CHL1,DDB2,ERMP1,FGGY,GAS6,HMGCR,HMGCS1,IDI1,IGDCC4,INSIG1,MOBKL2C,SC4MOL,SUMF1,TSC22D3	1.24798604971	17	1404	145	14945
ERB2_UP.V1_UP	brca	0.0180833847746	0.997930693549	0.00342741519212	ABCC3,ANXA6,ASPH,BACE2,BCAM,CADPS2,CDS2,FAM174B,FMO5,MALL,MAPRE3,MGAT4A,MIA3,MPI,NDRG1,OPN3,PACS1,PCDH1,PDE4B,SCAMP4,SDCBP,SERPINA1,SPAG4,SPTBN2,VEGFB	1.6502175528	25	1396	162	14928
KRAS.DF.V1_UP	brca	0.379143990185	0.997930693549	0.00228931249874	ACADVL,ASPH,CLPB,CRYZ,CTNNBL1,DDB2,FUT8,GALNT6,GCH1,LOXL2,LTBP3,MPI,MUM1,PLAU,PROCR,SMTN,SPAG4,UBE2W	1.10624219777	18	1403	173	14917
ESC_J1_UP_EARLY.V1_DN	brca	0.960156645211	0.997930693549	0.00182769413539	BMP1,CORO2A,DBR1,DCLRE1B,GPATCH4,RRP12,TFEB,VPS33B,ZNF48	0.59476805949	9	1412	160	14930
ESC_V6.5_UP_EARLY.V1_DN	brca	0.590417892543	0.997930693549	0.00253687753688	AEBP1,APP,CAMK4,CD37,COL1A2,FBXO28,LTBP3,PBX1,PLAU,SERPINF2,TFEB,TNC,VAC14	0.965069731405	13	1408	143	14947
STK33_NOMO_DN	brca	0.34492596065	0.997930693549	0.00240402127195	ABHD14B,ADSL,APBB2,ASNS,ATP6V1C2,BACE2,BTLA,CAMK1D,DDAH1,GCH1,GPM6A,HNF4G,JDP2,KIAA1274,MAPKAP1,MGAT4A,NXT2,OXCT2,PLXND1,RET,SLC16A4,SLC25A32,SYDE2,TMEM45A,TPD52L1	1.10807664756	25	1396	240	14850
TBK1.DN.48HRS_DN	brca	0.816285279508	0.997930693549	0.00359073359073	ANKRD10,CRYZ,H2AFV	0.677144914924	3	1418	47	15043
MEL18_DN.V1_DN	brca	0.843705647193	0.997930693549	0.00148662739904	ATXN3,BAALC,EPB41L3,EPHA3,GPR137B,PDE4B,PLEKHA4,PNMAL1,SLC16A4	0.745053558782	9	1412	128	14962
CAHOY_NEURONAL	brca	0.947062666692	0.997930693549	0.00146166574738	CALN1,HS3ST2,MYO5B	0.474380565438	3	1418	67	15023
PDGF_ERK_DN.V1_DN	brca	0.759425713495	0.997930693549	0.00183957249175	BCL7B,IL2RG,LTBP1,PPP1R10,PPRC1,RTN2,SLC25A44,TFIP11,TMEM11,TRIB1	0.828423990078	10	1411	128	14962
JAK2_DN.V1_DN	brca	0.465704078119	0.997930693549	0.00343687843688	EMID2,ERO1LB,EXOC4,HIBADH,ITGBL1,MYO15B,OXNAD1,REPS1,SIGLEC15,SLC25A16,TNRC18,VEZT	1.0624556423	12	1409	120	14970
GLI1_UP.V1_DN	brca	0.646631358344	0.997930693549	0.00169884169884	OPN3,RNF10	0.923307902074	2	1419	23	15067
RELA_DN.V1_UP	brca	0.526348968322	0.997930693549	0.00426702212416	ATP2A1,ATP8A2,CTF1,DGKI,LGMN,LMO7,PGGT1B,PPAN,TNC,VEGFB,ZNF222	1.01588035769	11	1410	115	14975
ESC_V6.5_UP_LATE.V1_DN	brca	0.489924645442	0.997930693549	0.00253021406868	CRCP,DBR1,DCLRE1B,GPATCH4,HADHB,ICAM1,MANBA,PLEKHA4,RRP12,SEMA4B,SPP1,TFEB,VAC14,WDR75,ZBTB8A	1.03471208734	15	1406	154	14936
RAF_UP.V1_DN	brca	0.901287278717	0.997930693549	0.00173745173745	AK3L1,APBB2,GDAP1,KIAA1467,LIN7C,NPY1R,PDCD4,PPM1E,RRN3,TGFB2,TSC22D3,UGDH	0.713487133276	12	1409	178	14912
PRC2_EDD_UP.V1_UP	brca	0.272288764049	0.997930693549	0.00206839492554	BTBD2,CAD,CASKIN2,CLPB,CLSPN,DCLRE1B,FASN,GPR176,INSIG1,MCM5,PACS1,PLXNB3,PRMT7,PTK2B,SYN1,TNIP1,TUBGCP2,VAC14,WIZ	1.18939330368	19	1402	170	14920
E2F1_UP.V1_UP	brca	0.0983202978148	0.997930693549	0.00215448281747	BOK,CAD,CDV3,CRYZ,DNAJC2,ERMP1,FMNL3,GUF1,IVNS1ABP,MCM4,NOLC1,PACS1,PIM1,PIP4K2A,RRM1,RRP1B,SMAD1,TAF9,THOP1,TINF2,USP10	1.3996875	21	1400	160	14930
KRAS.LUNG_UP.V1_UP	brca	0.838635485266	0.997930693549	0.00252382133116	AURKC,CLSTN3,HTR7,JAK3,PPP1R14D,SARM1,SIGLEC15	0.727431566686	7	1414	102	14988
KRAS.300_UP.V1_DN	brca	0.775233977202	0.997930693549	0.00424202397887	CAMK1D,CD40LG,KCNQ3,MX2,MXRA8,SPTBN2,TMEM8B,TUBAL3	0.800331156779	8	1413	106	14984
ATF2_S_UP.V1_DN	brca	0.936118164555	0.997930693549	0.00206998906421	ABCC3,AK3L1,CATSPERG,CWF19L1,GCH1,ITGBL1,LTBP3,NXT2,SLC29A3,SMAD6	0.649019752775	10	1411	163	14927
NOTCH_DN.V1_UP	brca	0.789462131421	0.997930693549	0.00148835471416	CASKIN2,CTF1,DGKI,DHX32,KCND1,KCNH2,PIAS3,RAB23,SPTBN2,STAT2,ZNF671	0.809722222222	11	1410	144	14946
EGFR_UP.V1_DN	brca	0.379143990185	0.997930693549	0.00221350744911	ANGEL2,APBB2,CASP6,CTSH,GPATCH1,HERC6,KIAA1467,LTBP1,MFF,NCAPG2,NDUFA5,NET1,NPY1R,PDCD4,POT1,SGK3,TRIM24,TSC22D3	1.10624219777	18	1403	173	14917
MEK_UP.V1_DN	brca	0.0899981651447	0.997930693549	0.00232375232375	ANGEL2,APBB2,DDX58,GDAP1,GOLGA4,HERC6,INSIG2,KCTD3,LIN7C,MTIF2,NGLY1,NPY1R,PDCD4,POT1,PRMT3,RMND1,SP100,SP110,TAP1,TRIM14,UTP14A,ZNF140	1.40522100902	22	1399	167	14923
PRC2_EDD_UP.V1_DN	brca	0.891215417859	0.997930693549	0.0020028957529	CACNA2D3,MRS2,PTPRT,RBM47,SERPINB2,SLC35D2,SUV420H1,TRIB1,WDR33,ZNF277	0.705882352941	10	1411	150	14940
